#Species	GC%
Paenibacillus_phyllosphaerae--RS_GCF_014192105.1	53.91%
Brevibacillus_porteri--RS_GCF_003013475.1	47.12%
Brevibacillus_fortis--RS_GCF_003013395.1	47.15%
Aneurinibacillus_soli--RS_GCF_002355375.1	45.89%
Spirochaeta_cellobiosiphila--RS_GCF_000426705.1	36.97%
Alkalispirochaeta_alkalica--RS_GCF_000373545.1	60.23%
Alkalispirochaeta_americana--RS_GCF_900156105.1	57.54%
Spirochaeta_africana--RS_GCF_000242595.2	57.77%
Salinispira_pacifica--RS_GCF_000507245.1	51.86%
Spirochaeta_lutea--RS_GCF_000758165.1	53.74%
Sphaerochaeta_globosa--RS_GCF_000190435.1	48.87%
Sphaerochaeta_pleomorpha--RS_GCF_000236685.1	46.2%
Marispirochaeta_aestuarii--RS_GCF_002087085.1	53.03%
Sediminispirochaeta_bajacaliforniensis--RS_GCF_000378205.1	49.15%
Sediminispirochaeta_smaragdinae--RS_GCF_000143985.1	48.97%
Treponema_bryantii--RS_GCF_900113965.1	39.97%
Treponema_brennaborense--RS_GCF_000212415.1	51.47%
Treponema_denticola--RS_GCF_000008185.1	37.87%
Treponema_azotonutricium--RS_GCF_000214355.1	49.8%
Treponema_primitia--RS_GCF_000297095.1	50.83%
Treponema_caldarium--RS_GCF_000219725.1	45.58%
Planococcus_citreus--RS_GCF_003664125.1	48.57%
Aneurinibacillus_aneurinilyticus--RS_GCF_000466385.1	43.16%
Planococcus_halocryophilus--RS_GCF_001687585.2	40.05%
Planococcus_maitriensis--RS_GCF_003289925.1	49.91%
Parageobacillus_thermoglucosidasius--RS_GCF_001655645.1	43.15%
Bacillus_wudalianchiensis--RS_GCF_001685015.1	41.18%
Paenibacillus_ferrarius--RS_GCF_002027705.1	45.64%
Paenibacillus_tianmuensis--RS_GCF_900100345.1	52.39%
Paenibacillus_guangzhouensis--RS_GCF_009363075.1	47.5%
Paenibacillus_harenae--RS_GCF_000422465.1	50.68%
Paenibacillus_antri--RS_GCF_005765165.1	59.06%
