#Species	GC%
Altererythrobacter_salegens--RS_GCF_009827435.1	64.59%
Parvibaculum_lavamentivorans--RS_GCF_000017565.1	62.33%
Segnochrobactrum_spirostomi--RS_GCF_009600605.1	68.28%
Ensifer_mexicanus--RS_GCF_013488225.1	61.45%
Bartonella_bacilliformis--RS_GCF_000709795.1	37.46%
Brucella_anthropi--RS_GCF_000017405.1	56.13%
Hoeflea_phototrophica--RS_GCF_000154705.2	59.8%
Salaquimonas_pukyongi--RS_GCF_001953055.1	58.59%
Emcibacter_nanhaiensis--RS_GCF_006385175.1	56.23%
Kiloniella_majae--RS_GCF_002118315.1	45.52%
Roseospirillum_parvum--RS_GCF_900100455.1	69.9%
Thalassospira_profundimaris--RS_GCF_003326755.1	54.77%
Thalassospira_povalilytica--RS_GCF_002844235.1	54.83%
Thalassospira_australica--RS_GCF_000763295.1	53.63%
Thalassospira_xianhensis--RS_GCF_003326475.1	54.44%
Thalassospira_lucentensis--RS_GCF_011806425.1	53.22%
Thalassospira_lohafexi--RS_GCF_002844275.1	53.56%
Thalassospira_marina--RS_GCF_002844375.1	54.62%
Aestuariispira_insulae--RS_GCF_003385955.1	55.47%
Sphingobium_yanoikuyae--RS_GCF_000315525.1	64.01%
Sphingopyxis_macrogoltabida--RS_GCF_001314325.1	64.86%
Hoeflea_marina--RS_GCF_003182275.1	64.95%
Marinicauda_pacifica--RS_GCF_004793635.1	64.79%
Sphingosinicella_microcystinivorans--RS_GCF_003634215.1	63.97%
Sphingobium_lactosutens--RS_GCF_013393185.1	63.0%
Sphingopyxis_bauzanensis--RS_GCF_002205675.1	63.26%
Sphingopyxis_fribergensis--RS_GCF_000803645.1	63.75%
Sphingopyxis_alaskensis--RS_GCF_000013985.1	65.46%
Sphingopyxis_witflariensis--RS_GCF_002205635.1	63.34%
Sphingomicrobium_lutaoense--RS_GCF_014195685.1	63.86%
Novosphingobium_pentaromativorans--RS_GCF_000767465.1	63.02%
Pontixanthobacter_luteolus--RS_GCF_009828095.1	59.31%
