#Matching species	Similarity (%)
Salarchaeum japonicum--Halobacteriaceae--AB663433 (Valid)	72.05987170349252
Methanobacterium bryantii--Methanobacteriaceae--AY196657 (Valid)	72.02572347266882
Methanobacterium oryzae--Methanobacteriaceae--AF028690 (Valid)	71.97962154294032
Methanogenium frigidum--Methanomicrobiaceae--FR749908 (Valid)	71.97132616487455
Methanogenium cariaci--Methanomicrobiaceae--FR733663 (Valid)	71.9310839913855
Methanogenium marinum--Methanomicrobiaceae--DQ177344 (Valid)	71.8155197657394
Methanolinea tarda--Methanoregulaceae--AB162774 (Valid)	71.48093841642229
Methanobacterium veterum--Methanobacteriaceae--EF016285 (Valid)	71.43945163747144
Methanobacterium movens--Methanobacteriaceae--EU366499 (Valid)	71.42857142857143
Methanobacterium flexile--Methanobacteriaceae--EU333914 (Valid)	71.28427128427128
Halocalculus aciditolerans--Halobacteriaceae--AB844670 (Valid)	71.25534950071327
Methanoregula boonei--Methanoregulaceae--DQ282124 (Valid)	71.08088761632068
Halogeometricum pallidum--Haloferacaceae--HM185493 (Valid)	71.07142857142857
Methanobrevibacter smithii--Methanobacteriaceae--CP000678 (Valid)	71.0413694721826
Methanolacinia petrolearia--Methanomicrobiaceae--CP002117 (Valid)	71.03004291845494
Halorubrum aquaticum--Halorubraceae--AB663404 (Valid)	70.99073414112615
Halorubrum lacusprofundi--Halorubraceae--U17365 (Valid)	70.9700427960057
Halorubrum rubrum--Halorubraceae--JQ237124 (Valid)	70.9700427960057
Methanomicrobium antiquum--Methanomicrobiaceae--AB370246 (Valid)	70.941438102298
Halorubrum aidingense--Halorubraceae--DQ355813 (Valid)	70.91945830363507
Halodesulfurarchaeum formicicum--Halobacteriaceae--CP016804 (Valid)	70.8779443254818
Halorubrum depositum--Halorubraceae--KX376712 (Valid)	70.86956521739131
Halorubrum lipolyticum--Halorubraceae--DQ355814 (Valid)	70.84818246614397
Halorubrum glutamatedens--Halorubraceae--MG097855--NOT VALID	70.84818246614397
Methanobacterium alcaliphilum--Methanobacteriaceae--AB496639 (Valid)	70.79062957540263
Halorubrum cibi--Halorubraceae--AB663408 (Valid)	70.7769066286529
Halorubrum saccharovorum--Halorubraceae--U17364 (Valid)	70.75606276747504
Halorubrum orientale--Halorubraceae--AB663418 (Valid)	70.7056307911618
Halorubrum amylolyticum--Halorubraceae--KX376720--NOT VALID	70.63435495367071
Halorubrum alkaliphilum--Halorubraceae--AB663403 (Valid)	70.63435495367071
Methanobacterium aarhusense--Methanobacteriaceae--AY386124 (Valid)	70.61503416856492
Methanobacterium arcticum--Methanobacteriaceae--DQ517520 (Valid)	70.58388765705838
Halorubrum kocurii--Halorubraceae--AB663413 (Valid)	70.56307911617962
Methanobacterium lacus--Methanobacteriaceae--HQ110085 (Valid)	70.56074766355141
Methanobacterium aggregans--Methanobacteriaceae--KP006499 (Valid)	70.49780380673499
Halorubrum distributum--Halorubraceae--DQ355793 (Valid)	70.49180327868852
Halopelagius fulvigenes--Haloferacaceae--JQ996497 (Valid)	70.47075606276746
Halogeometricum rufum--Haloferacaceae--EU887286 (Valid)	70.44967880085653
Halobacterium jilantaiense--Halobacteriaceae--AB663359 (Valid)	70.42052744119744
Halorubrum tibetense--Halorubraceae--AY149598 (Valid)	70.39942938659058
Halobacterium noricense--Halobacteriaceae--AJ548827 (Valid)	70.37037037037037
Halobacterium rubrum--Halobacteriaceae--KC914879 (Valid)	70.27797576621525
Halogeometricum limi--Haloferacaceae--AB663428 (Valid)	70.20669992872416
Halanaeroarchaeum sulfurireducens--Halobacteriaceae--KM875608 (Valid)	70.20348837209302
Halobacterium litoreum--Halobacteriaceae--KC918831 (Valid)	70.17804154302671
Methanobacterium movilense--Methanobacteriaceae--JF812256 (Valid)	70.17280240420737
Halobacterium salinarum--Halobacteriaceae--AJ496185 (Valid)	70.08547008547008
Methanosalsum natronophilum--Methanosarcinaceae--HM053965 (Valid)	69.99271667880554
Halococcus salsus--Halococcaceae--MG097854 (Valid)	69.9215965787598
Methanobacterium beijingense--Methanobacteriaceae--AY350742 (Valid)	69.8986975397974
