#Species	GC%
Dissulfurirhabdus_thermomarina--RS_GCF_012979235.1	71.09%
Geobacter_lovleyi--RS_GCF_000020385.1	54.74%
Geobacter_thiogenes--RS_GCF_900167465.1	52.82%
Pelobacter_propionicus--RS_GCF_000015045.1	58.48%
Geobacter_pelophilus--RS_GCF_002117975.1	60.59%
Geobacter_metallireducens--GB_GCA_011046855.1	62.98%
Geobacter_pickeringii--RS_GCF_000817955.1	62.27%
Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1	57.94%
Geoalkalibacter_subterraneus--RS_GCF_000827125.1	56.68%
Desulfuromonas_acetoxidans--RS_GCF_000167355.1	51.83%
Melittangium_boletus--RS_GCF_002305855.1	68.44%
Stigmatella_aurantiaca--RS_GCF_900109545.1	69.15%
Minicystis_rosea--RS_GCF_001931535.1	69.1%
Polyangium_spumosum--RS_GCF_009649845.1	69.47%
Chondromyces_crocatus--RS_GCF_001189295.1	68.71%
Chondromyces_apiculatus--RS_GCF_000601485.1	70.29%
Haliangium_ochraceum--RS_GCF_000024805.1	69.48%
Desulforegula_conservatrix--RS_GCF_000426225.1	42.35%
Desulfatibacillum_aliphaticivorans--RS_GCF_000429905.1	54.4%
Desulfatibacillum_alkenivorans--RS_GCF_900142135.1	54.92%
Syntrophus_aciditrophicus--RS_GCF_000013405.1	51.46%
Desulforhopalus_singaporensis--RS_GCF_900104445.1	50.55%
Desulfurivibrio_alkaliphilus--RS_GCF_000092205.1	60.29%
Desulfacinum_hydrothermale--RS_GCF_900176285.1	60.96%
Desulfacinum_infernum--RS_GCF_900129305.1	61.97%
Desulfoglaeba_alkanexedens--RS_GCF_005377625.1	59.31%
Syntrophobacter_fumaroxidans--RS_GCF_000014965.1	59.95%
Dissulfuribacter_thermophilus--RS_GCF_001687335.1	43.28%
