#Species	GC%
Phycisphaera_mikurensis--RS_GCF_000284115.1	73.22%
Gandjariella_thermophila--RS_GCF_005405885.1	71.97%
Stackebrandtia_endophytica--RS_GCF_006716355.1	65.61%
Tessaracoccus_oleiagri--RS_GCF_900103275.1	69.66%
Naumannella_cuiyingiana--RS_GCF_013408305.1	70.95%
Thermomonospora_curvata--RS_GCF_000024385.1	71.64%
Actinomadura_rifamycini--RS_GCF_000425065.1	74.1%
Actinomadura_kijaniata--RS_GCF_001552175.1	73.18%
Actinomadura_macrotermitis--RS_GCF_009604375.1	73.14%
Streptomyces_thermovulgaris--RS_GCF_002155915.1	71.68%
Agrococcus_carbonis--RS_GCF_900104705.1	72.99%
Micrococcus_flavus--RS_GCF_014204815.1	73.35%
Rothia_nasimurium--RS_GCF_004569295.1	58.98%
Pedococcus_dokdonensis--RS_GCF_900104525.1	71.22%
Tetrasphaera_jenkinsii--RS_GCF_001046875.1	67.86%
Tetrasphaera_japonica--RS_GCF_001046855.1	70.91%
Knoellia_aerolata--RS_GCF_000768695.1	71.29%
Knoellia_remsis--RS_GCF_003002895.1	70.68%
Dermatophilus_congolensis--RS_GCF_900447215.1	59.07%
Ferrimicrobium_acidiphilum--RS_GCF_000745905.1	55.31%
Acidimicrobium_ferrooxidans--RS_GCF_000023265.1	68.29%
Euzebya_rosea--RS_GCF_003073135.1	71.29%
Euzebya_tangerina--RS_GCF_003074135.1	68.87%
Egibacter_rhizosphaerae--RS_GCF_004322855.1	71.67%
Conexibacter_woesei--RS_GCF_000025265.1	72.73%
Conexibacter_arvalis--RS_GCF_014199525.1	73.73%
Moorella_glycerini--RS_GCF_009735625.1	54.74%
Moorella_stamsii--RS_GCF_002995805.1	53.81%
Moorella_humiferrea--RS_GCF_002995755.1	53.52%
Stackebrandtia_nassauensis--RS_GCF_000024545.1	68.13%
Tessaracoccus_bendigoensis--RS_GCF_900141915.1	66.66%
Naumannella_halotolerans--RS_GCF_004364645.1	67.56%
Actinomadura_madurae--RS_GCF_900115095.1	72.1%
Streptomyces_albus--RS_GCF_000725885.1	72.73%
Agrococcus_jenensis--RS_GCF_003752465.1	72.75%
Agromyces_ramosus--RS_GCF_004216665.1	71.26%
Rothia_dentocariosa--RS_GCF_000164695.2	53.69%
Knoellia_sinensis--RS_GCF_000768705.1	68.34%
Sedimentisphaera_cyanobacteriorum--RS_GCF_001997385.1	46.2%
Sedimentisphaera_salicampi--RS_GCF_002117005.1	46.31%
Limihaloglobus_sulfuriphilus--RS_GCF_001999965.1	47.04%
Anaerohalosphaera_lusitana--RS_GCF_002007645.1	51.98%
