#Species	GC%
Actibacterium_pelagium--RS_GCF_002285415.1	57.82%
Rhodovulum_sulfidophilum--GB_GCA_003241785.1	69.86%
Paracoccus_aurantiacus--RS_GCF_007993065.1	62.54%
Paracoccus_kondratievae--RS_GCF_009301415.1	62.88%
Frigidibacter_albus--RS_GCF_009908165.1	67.58%
Gemmobacter_caeni--RS_GCF_003054195.1	64.71%
Thioclava_atlantica--RS_GCF_000737065.1	65.3%
Glycocaulis_profundi--RS_GCF_007050995.1	67.68%
Sphingomonas_desiccabilis--RS_GCF_004135605.1	68.24%
Sphingomonas_gilva--RS_GCF_003515075.1	67.64%
Sandarakinorhabdus_cyanobacteriorum--RS_GCF_002251755.1	66.16%
Sphingomonas_mesophila--RS_GCF_003499275.1	67.54%
Sphingobium_indicum--RS_GCF_000382885.1	62.67%
Sphingobium_quisquiliarum--RS_GCF_000445065.1	63.96%
Sphingobium_fuliginis--RS_GCF_004152845.1	64.89%
Sphingopyxis_bauzanensis--RS_GCF_002205675.1	63.26%
Sphingopyxis_alaskensis--RS_GCF_000013985.1	65.46%
Sphingopyxis_lindanitolerans--RS_GCF_002993885.1	65.14%
Parasphingopyxis_lamellibrachiae--RS_GCF_003385775.1	60.43%
Novosphingobium_malaysiense--RS_GCF_000802225.1	63.36%
Roseibium_aestuarii--RS_GCF_008477545.1	64.76%
Dichotomicrobium_thermohalophilum--RS_GCF_003550175.1	64.29%
Rhodobium_orientis--RS_GCF_003258835.1	65.38%
Martelella_endophytica--RS_GCF_000960975.1	62.14%
Notoacmeibacter_ruber--RS_GCF_003668555.1	60.04%
Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1	63.39%
Niveispirillum_lacus--RS_GCF_002251795.1	62.17%
Oleisolibacter_albus--RS_GCF_003336875.1	68.21%
Pararhodospirillum_photometricum--RS_GCF_000284415.1	64.74%
Rhodospirillum_rubrum--RS_GCF_000013085.1	65.38%
Roseospirillum_parvum--RS_GCF_900100455.1	69.9%
Actibacterium_mucosum--RS_GCF_000647975.1	60.84%
Gemmobacter_aquatilis--RS_GCF_900110025.1	65.06%
Thioclava_pacifica--RS_GCF_000714535.1	63.89%
Sphingomonas_paucimobilis--RS_GCF_000739895.2	65.7%
Sandarakinorhabdus_limnophila--RS_GCF_000420765.1	64.49%
Sphingobium_yanoikuyae--RS_GCF_000315525.1	64.01%
Sphingopyxis_macrogoltabida--RS_GCF_001314325.1	64.86%
Roseibium_denhamense--RS_GCF_009711415.1	57.28%
Rhizobium_leguminosarum--RS_GCF_002008365.1	60.58%
Notoacmeibacter_marinus--RS_GCF_002238045.1	61.52%
Pararhodospirillum_oryzae--RS_GCF_007992075.1	66.98%
Ruegeria_pomeroyi--RS_GCF_000011965.2	64.07%
Litorivita_pollutaquae--RS_GCF_003205515.1	58.69%
Actibacterium_atlanticum--RS_GCF_000671395.1	59.04%
