#Matching species	Similarity (%)
Methanoregula boonei--Methanoregulaceae--DQ282124 (Valid)	74.63295269168026
Methanoculleus taiwanensis--Methanomicrobiaceae--KM111599 (Valid)	74.61224489795917
Methanoregula formicica--Methanoregulaceae--AB479390 (Valid)	74.06199021207178
Methanogenium marinum--Methanomicrobiaceae--DQ177344 (Valid)	74.04081632653062
Methanoculleus chikugoensis--Methanomicrobiaceae--AB038795 (Valid)	73.95918367346938
Methanoculleus sediminis--Methanomicrobiaceae--KM111600 (Valid)	73.89885807504079
Methanogenium frigidum--Methanomicrobiaceae--FR749908 (Valid)	73.87755102040816
Methanoculleus horonobensis--Methanomicrobiaceae--AB436897 (Valid)	73.81729200652528
Methanolinea mesophila--Methanoregulaceae--AB447467 (Valid)	73.6541598694943
Methanolinea tarda--Methanoregulaceae--AB162774 (Valid)	73.6541598694943
Methanoculleus marisnigri--Methanomicrobiaceae--CP000562 (Valid)	73.6541598694943
Methanofollis formosanus--Methanomicrobiaceae--AY186542 (Valid)	73.63265306122449
Methanogenium cariaci--Methanomicrobiaceae--FR733663 (Valid)	73.63265306122449
Methanofollis fontis--Methanomicrobiaceae--MG437305--NOT VALID	73.58953393295175
Methanosphaerula palustris--Methanoregulaceae--CP001338 (Valid)	73.5725938009788
Methanoculleus submarinus--Methanomicrobiaceae--AF531178 (Valid)	73.5725938009788
Methanoculleus bourgensis--Methanomicrobiaceae--AY196674 (Valid)	73.52459016393442
Methanoculleus thermophilus--Methanomicrobiaceae--AJ862839 (Valid)	73.4910277324633
Methanoculleus receptaculi--Methanomicrobiaceae--DQ787476 (Valid)	73.4910277324633
Methanoculleus hydrogenitrophicus--Methanomicrobiaceae--FJ977567 (Valid)	73.4094616639478
Methanofollis ethanolicus--Methanomicrobiaceae--AB371073 (Valid)	73.38775510204081
Methanomethylovorans uponensis--Methanosarcinaceae--KC876048 (Valid)	73.14890154597234
Methanoplanus limicola--Methanomicrobiaceae--AHKP01000003 (Valid)	73.12091503267973
Methanofollis aquaemaris--Methanomicrobiaceae--AF262035 (Valid)	73.07692307692307
Methanomethylovorans hollandica--Methanosarcinaceae--AF120163 (Valid)	73.06753458096013
Methanoplanus endosymbiosus--Methanomicrobiaceae--FR733674 (Valid)	73.0392156862745
Methanomicrobium antiquum--Methanomicrobiaceae--AB370246 (Valid)	72.81632653061224
Methanomethylovorans thermophila--Methanosarcinaceae--AY672821 (Valid)	72.75693311582381
Methanocorpusculum labreanum--Methanocorpusculaceae--AY260436 (Valid)	72.67536704730831
Methanocorpusculum bavaricum--Methanocorpusculaceae--AUMX01000033 (Valid)	72.59380097879283
Methanofollis liminatans--Methanomicrobiaceae--AGCO01000007 (Valid)	72.57142857142857
Methanocalculus taiwanensis--Methanocalculaceae--AF411470 (Valid)	72.54901960784314
Methanocorpusculum sinense--Methanocorpusculaceae--FR749947 (Valid)	72.51223491027733
Methanocalculus pumilus--Methanocalculaceae--AB008853 (Valid)	72.29013854930724
Methanocalculus alkaliphilus--Methanocalculaceae--HM053969 (Valid)	72.26753670473083
Methanocalculus chunghsingensis--Methanocalculaceae--AF347025 (Valid)	72.20863895680522
Methanocalculus halotolerans--Methanocalculaceae--AF033672 (Valid)	72.10440456769985
Methanolacinia paynteri--Methanomicrobiaceae--AY196678 (Valid)	72.02625102543068
Methanocalculus natronophilus--Methanocalculaceae--JX966306 (Valid)	72.02283849918433
Methanolacinia petrolearia--Methanomicrobiaceae--CP002117 (Valid)	72.0
Methanomicrobium mobile--Methanomicrobiaceae--M59142 (Valid)	71.77814029363785
Methanocorpusculum aggregans--Methanocorpusculaceae--M59147 (Valid)	71.28874388254486
Methanofollis tationis--Methanomicrobiaceae--AF095272 (Valid)	71.26530612244898
Haladaptatus litoreus--Halobacteriaceae--EU887285 (Valid)	70.65040650406505
Haladaptatus cibarius--Halobacteriaceae--AB663345 (Valid)	70.30105777054516
