#Species	GC%
Sandaracinus_amylolyticus--RS_GCF_000737325.1	72.04%
Plesiocystis_pacifica--RS_GCF_000170895.1	70.66%
Haliangium_ochraceum--RS_GCF_000024805.1	69.48%
Lujinxingia_sediminis--RS_GCF_004005565.1	63.6%
Deferrisoma_camini--RS_GCF_000526155.1	70.08%
Lujinxingia_litoralis--RS_GCF_003260125.1	64.65%
Acidiferrobacter_thiooxydans--RS_GCF_003333315.1	63.69%
Desulforegula_conservatrix--RS_GCF_000426225.1	42.35%
Syntrophus_gentianae--RS_GCF_900109885.1	52.54%
Syntrophus_aciditrophicus--RS_GCF_000013405.1	51.46%
Dissulfuribacter_thermophilus--RS_GCF_001687335.1	43.28%
Melittangium_boletus--RS_GCF_002305855.1	68.44%
Stigmatella_aurantiaca--RS_GCF_900109545.1	69.15%
Anaeromyxobacter_dehalogenans--RS_GCF_000013385.1	74.91%
Byssovorax_cruenta--GB_GCA_001312805.1	66.56%
Minicystis_rosea--RS_GCF_001931535.1	69.1%
Polyangium_fumosum--RS_GCF_005144585.1	68.77%
Polyangium_spumosum--RS_GCF_009649845.1	69.47%
Sorangium_cellulosum--RS_GCF_004135735.1	72.58%
Chondromyces_crocatus--RS_GCF_001189295.1	68.71%
Chondromyces_apiculatus--RS_GCF_000601485.1	70.29%
Labilithrix_luteola--RS_GCF_001263205.1	66.14%
