#Species	GC%
Sulfurivirga_caldicuralii--RS_GCF_900141795.1	59.19%
Thiohalophilus_thiocyanatoxydans--RS_GCF_004366735.1	57.4%
Methylomagnum_ishizawai--RS_GCF_900155475.1	62.96%
Inmirania_thermothiophila--RS_GCF_003751635.1	74.26%
Immundisolibacter_cernigliae--RS_GCF_001697225.1	67.79%
Thioalbus_denitrificans--RS_GCF_003337735.1	68.43%
Bacteriovorax_stolpii--RS_GCF_002872415.1	40.88%
Geomonas_oryzae--RS_GCF_004117875.1	61.24%
Geomonas_edaphica--RS_GCF_004917075.1	60.45%
Geomonas_ferrireducens--RS_GCF_004917065.1	60.67%
Geobacter_daltonii--RS_GCF_000022265.1	53.47%
Geobacter_uraniireducens--RS_GCF_000016745.1	54.24%
Geobacter_lovleyi--RS_GCF_000020385.1	54.74%
Geobacter_thiogenes--RS_GCF_900167465.1	52.82%
Geobacter_metallireducens--GB_GCA_011046855.1	62.98%
Geobacter_pickeringii--RS_GCF_000817955.1	62.27%
Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1	57.94%
Geoalkalibacter_subterraneus--RS_GCF_000827125.1	56.68%
Geothermobacter_ehrlichii--RS_GCF_008124615.1	61.86%
Vulgatibacter_incomptus--RS_GCF_001263175.1	68.94%
Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1	51.94%
Alcanivorax_borkumensis--RS_GCF_000009365.1	54.73%
Desulfopila_aestuarii--RS_GCF_900143695.1	49.63%
Vibrio_pectenicida--RS_GCF_003937805.1	41.23%
Marinobacterium_georgiense--RS_GCF_900107855.1	54.89%
Haliea_salexigens--RS_GCF_000423125.1	60.79%
Microbulbifer_thermotolerans--RS_GCF_900112305.1	56.49%
Microbulbifer_flavimaris--RS_GCF_001641755.2	59.88%
Microbulbifer_yueqingensis--RS_GCF_900100355.1	62.01%
Alcanivorax_sediminis--RS_GCF_009601165.1	57.15%
Marichromatium_purpuratum--RS_GCF_000224005.2	67.86%
Marichromatium_gracile--RS_GCF_004343155.1	68.43%
Thiohalocapsa_marina--RS_GCF_008632335.1	65.94%
