#Species	GC%
Thermococcus_thioreducens--RS_GCF_002214545.1	53.45%
Thermococcus_piezophilus--RS_GCF_001647085.1	51.11%
Thermococcus_profundus--RS_GCF_002214585.1	53.09%
Thermococcus_celericrescens--RS_GCF_001484195.1	54.29%
Thermococcus_siculi--RS_GCF_002214505.1	54.99%
Thermococcus_cleftensis--RS_GCF_000265525.1	55.82%
Thermococcus_kodakarensis--RS_GCF_000009965.1	52.0%
Thermococcus_peptonophilus--RS_GCF_001592435.1	51.74%
Thermococcus_gammatolerans--RS_GCF_000022365.1	53.56%
Thermococcus_eurythermalis--RS_GCF_000769655.1	53.45%
Thermococcus_nautili--RS_GCF_000585495.1	54.84%
Thermococcus_guaymasensis--RS_GCF_000816105.1	52.86%
Thermococcus_zilligii--RS_GCF_000258515.1	54.48%
Thermococcus_pacificus--RS_GCF_002214485.1	54.24%
Thermococcus_gorgonarius--RS_GCF_002214385.1	51.67%
Thermococcus_barophilus--RS_GCF_000151105.2	41.67%
Palaeococcus_ferrophilus--RS_GCF_000966265.1	54.31%
Archaeoglobus_fulgidus--GB_GCA_011048195.1	43.08%
Geoglobus_ahangari--RS_GCF_001006045.1	53.11%
Archaeoglobus_sulfaticallidus--RS_GCF_000385565.1	43.24%
Methanococcus_vannielii--RS_GCF_000017165.1	31.33%
Methanococcus_aeolicus--RS_GCF_000017185.1	30.04%
Methanothermococcus_okinawensis--RS_GCF_000179575.2	29.28%
Methanothermococcus_thermolithotrophicus--RS_GCF_000376965.1	32.8%
Methanofervidicoccus_abyssi--RS_GCF_004310395.1	35.25%
Methanotorris_formicicus--RS_GCF_000243455.1	32.44%
Methanotorris_igneus--RS_GCF_000214415.1	32.3%
Methanocaldococcus_fervens--RS_GCF_000023985.1	32.22%
Methanocaldococcus_bathoardescens--RS_GCF_000739065.1	30.79%
Methanocaldococcus_jannaschii--RS_GCF_000091665.1	31.29%
Methanocaldococcus_vulcanius--RS_GCF_000024625.1	31.58%
Methanocaldococcus_infernus--RS_GCF_000092305.1	33.62%
Methanobacterium_formicicum--GB_GCA_001316325.1	41.24%
Methanolinea_tarda--GB_GCA_000235685.2	56.51%
Methanobacterium_veterum--RS_GCF_000745485.1	33.17%
Methanobacterium_bryantii--RS_GCF_002287175.1	33.19%
Methanothermus_fervidus--RS_GCF_000166095.1	31.64%
Thermococcus_celer--RS_GCF_002214365.1	56.45%
Thermococcus_barossii--RS_GCF_002214465.1	54.69%
