#Species	GC%
Caenibius_tardaugens--RS_GCF_003860345.1	61.25%
Novosphingobium_malaysiense--RS_GCF_000802225.1	63.36%
Erythrobacter_longus--RS_GCF_000715015.1	57.37%
Erythrobacter_insulae--RS_GCF_007004095.1	57.0%
Erythrobacter_litoralis--RS_GCF_000013005.1	63.07%
Parapontixanthobacter_aurantiacus--RS_GCF_009827635.1	61.25%
Altererythrobacter_xiamenensis--RS_GCF_900177715.1	61.78%
Altererythrobacter_ishigakiensis--RS_GCF_001663155.1	56.88%
Qipengyuania_sediminis--RS_GCF_004358425.1	66.75%
Altererythrobacter_soli--RS_GCF_009828065.1	66.97%
Altererythrobacter_rhizovicinus--RS_GCF_004135625.1	66.34%
Altererythrobacter_salegens--RS_GCF_009827435.1	64.59%
Altererythrobacter_atlanticus--RS_GCF_001008165.2	61.91%
Croceicoccus_marinus--RS_GCF_001661675.2	64.51%
