#Species	GC%
Microbulbifer_yueqingensis--RS_GCF_900100355.1	62.01%
Marinimicrobium_agarilyticum--RS_GCF_000423345.1	57.87%
Marinimicrobium_koreense--RS_GCF_003762925.1	58.79%
Alcanivorax_mobilis--RS_GCF_002864685.1	63.42%
Pokkaliibacter_plantistimulans--RS_GCF_003194385.1	55.84%
Thioflavicoccus_mobilis--RS_GCF_000327045.1	65.59%
Sulfurivirga_caldicuralii--RS_GCF_900141795.1	59.19%
Acidiferrobacter_thiooxydans--RS_GCF_003333315.1	63.69%
Methylococcus_capsulatus--RS_GCF_000424685.1	63.51%
Methyloterricola_oryzae--RS_GCF_000934725.1	61.1%
Ectothiorhodosinus_mongolicus--RS_GCF_900156225.1	55.62%
Acidihalobacter_aeolianus--RS_GCF_001753165.1	61.83%
Nitrococcus_mobilis--RS_GCF_000153205.1	59.87%
Alkalilimnicola_ehrlichii--RS_GCF_003399765.1	58.58%
Nitrosococcus_oceani--RS_GCF_000012805.1	50.34%
Thiohalorhabdus_denitrificans--RS_GCF_001399755.1	68.88%
Desulfovibrio_senegalensis--RS_GCF_008830225.1	58.13%
Desulfocurvus_vexinensis--RS_GCF_000519125.1	69.68%
Halomonas_elongata--RS_GCF_000196875.2	63.61%
Marinobacterium_georgiense--RS_GCF_900107855.1	54.89%
Alcanivorax_borkumensis--RS_GCF_000009365.1	54.73%
Acidihalobacter_prosperus--RS_GCF_000754095.2	64.42%
Salinivibrio_socompensis--RS_GCF_000513715.1	49.51%
Halomonas_nanhaiensis--RS_GCF_003990185.1	54.42%
Halomonas_utahensis--RS_GCF_900162675.1	61.8%
Hydrocarboniclastica_marina--RS_GCF_004851605.1	57.9%
Zooshikella_ganghwensis--RS_GCF_000428585.1	41.02%
Microbulbifer_marinus--RS_GCF_900107725.1	59.75%
Microbulbifer_pacificus--RS_GCF_002959965.1	57.36%
Microbulbifer_harenosus--RS_GCF_005771435.1	58.18%
Microbulbifer_aggregans--RS_GCF_001750105.1	58.85%
Microbulbifer_flavimaris--RS_GCF_001641755.2	59.88%
