#Species	GC%
Robertkochia_marina--RS_GCF_004799345.1	43.63%
Robertkochia_solimangrovi--RS_GCF_007279655.1	40.72%
Flavobacterium_ummariense--RS_GCF_900115115.1	34.73%
Bacteroides_eggerthii--RS_GCF_000155815.1	44.16%
Bacteroides_caecimuris--RS_GCF_001688725.2	42.61%
Bacteroides_acidifaciens--RS_GCF_903181435.1	42.71%
Bacteroides_caccae--RS_GCF_002222615.2	41.91%
Bacteroides_faecichinchillae--RS_GCF_000614145.1	38.73%
Bacteroides_salyersiae--RS_GCF_000381365.1	41.85%
Bacteroides_fragilis--RS_GCF_000025985.1	43.11%
Dysgonomonas_gadei--RS_GCF_000213555.1	39.53%
Proteiniphilum_acetatigenes--RS_GCF_000380985.1	43.14%
Parabacteroides_goldsteinii--RS_GCF_000969835.1	43.13%
Alkaliflexus_imshenetskii--RS_GCF_000517065.1	42.67%
Geofilum_rhodophaeum--RS_GCF_002210225.1	48.95%
Geofilum_rubicundum--RS_GCF_000974365.1	44.82%
Breznakibacter_xylanolyticus--RS_GCF_003254275.1	46.41%
Alkalitalea_saponilacus--RS_GCF_002201795.1	39.27%
Natronoflexus_pectinivorans--RS_GCF_004345615.1	39.6%
Anaerophaga_thermohalophila--RS_GCF_000250735.1	41.42%
Marinilabilia_salmonicolor--RS_GCF_003003035.1	42.45%
Odoribacter_splanchnicus--RS_GCF_000190535.1	43.36%
Labilibacter_sediminis--RS_GCF_005877885.1	35.88%
Saccharicrinis_carchari--RS_GCF_900182605.1	41.13%
Puteibacter_caeruleilacunae--RS_GCF_005217565.1	37.72%
Maribellus_luteus--RS_GCF_003576475.1	44.07%
Marinifilum_breve--RS_GCF_003202155.1	35.77%
Marinifilum_flexuosum--RS_GCF_003610555.1	35.88%
Cellulophaga_lytica--RS_GCF_000190595.1	32.11%
Winogradskyella_thalassocola--RS_GCF_900099995.1	33.27%
Nonlabens_tegetincola--RS_GCF_002954355.1	35.7%
Capnocytophaga_ochracea--RS_GCF_000023285.1	39.59%
Saccharicrinis_fermentans--RS_GCF_000517085.1	37.55%
Marinifilum_fragile--RS_GCF_001310955.1	35.71%
Cellulophaga_algicola--RS_GCF_000186265.1	33.77%
Lutibacter_citreus--RS_GCF_003260195.1	29.6%
Winogradskyella_sediminis--RS_GCF_003387355.1	33.55%
Flavivirga_eckloniae--RS_GCF_002886045.1	33.93%
Nonlabens_marinus--RS_GCF_000831385.1	39.53%
Capnocytophaga_granulosa--RS_GCF_000411115.1	41.38%
