#Species	GC%
Listeria_valentina--RS_GCF_011800755.1	40.07%
Alicyclobacillus_contaminans--RS_GCF_000429525.1	58.16%
Desulfosporosinus_lacus--RS_GCF_900129935.1	41.95%
Desulfosporosinus_hippei--RS_GCF_900100785.1	41.41%
Desulfitobacterium_chlororespirans--RS_GCF_900143285.1	47.29%
Desulfitobacterium_hafniense--RS_GCF_000021925.1	47.54%
Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	44.97%
Desulfitobacterium_metallireducens--RS_GCF_000231405.2	41.89%
Desulfallas_arcticus--RS_GCF_900113335.1	45.72%
Desulfotomaculum_ferrireducens--RS_GCF_002005145.1	45.38%
Desulfotomaculum_putei--RS_GCF_900129195.1	48.91%
Desulfofarcimen_acetoxidans--RS_GCF_000024205.1	41.55%
Dendrosporobacter_quercicolus--RS_GCF_900104455.1	48.8%
Desulfofundulus_australicus--RS_GCF_900129285.1	54.47%
Desulfofundulus_kuznetsovii--GB_GCA_000214705.1	54.88%
Desulfofundulus_thermosubterraneus--RS_GCF_900142025.1	54.85%
Desulfofundulus_thermobenzoicus--RS_GCF_009428905.1	55.79%
Mycobacterium_leprae--RS_GCF_000195855.1	57.8%
Syntrophomonas_wolfei--RS_GCF_000014725.1	44.87%
Calderihabitans_maritimus--RS_GCF_002207765.1	47.02%
Thermacetogenium_phaeum--RS_GCF_000305935.1	53.88%
Alicyclobacillus_acidocaldarius--RS_GCF_000024285.1	61.89%
Desulfosporosinus_orientis--RS_GCF_000235605.1	42.85%
Desulfotomaculum_nigrificans--RS_GCF_000189755.2	46.27%
Symbiobacterium_thermophilum--RS_GCF_000009905.1	68.67%
Mucispirillum_schaedleri--RS_GCF_000487995.1	30.98%
Desulfovibrio_piger--RS_GCF_000156375.1	62.15%
Desulfovibrio_vulgaris--RS_GCF_000195755.1	63.28%
Desulfonatronum_thiosulfatophilum--RS_GCF_900104215.1	56.2%
Desulfonatronum_thioautotrophicum--RS_GCF_000934745.1	56.92%
Desulfonatronum_thiodismutans--RS_GCF_000717475.1	58.74%
Desulfonatronum_lacustre--RS_GCF_000519265.1	59.32%
Listeria_goaensis--RS_GCF_900186125.1	40.3%
