#Matching species	Similarity (%)
Catalinimonas alkaloidigena--Catalimonadaceae--JN368461 (Valid)	96.14147909967846
Catalinimonas niigatensis--Catalimonadaceae--AB847959 (Valid)	95.66596194503171
Fulvivirga imtechensis--Fulvivirgaceae--FR687203 (Valid)	88.39662447257383
Tunicatimonas pelagia--Flammeovirgaceae--AB602437 (Valid)	88.26638477801268
Marinoscillum luteum--Reichenbachiellaceae--HM161878 (Valid)	87.65690376569037
Roseivirga thermotolerans--Roseivirgaceae--KT229616--NOT VALID	87.4727668845316
Roseivirga seohaensis--Roseivirgaceae--KM587636 (Valid)	87.24066390041494
Roseivirga maritima--Roseivirgaceae--KU507204 (Valid)	87.1822033898305
Fulvivirga kasyanovii--Fulvivirgaceae--DQ836305 (Valid)	87.14448236632538
Fulvivirga aurantia--Fulvivirgaceae--KX896698--NOT VALID	86.97478991596638
Roseivirga seohaensis--Roseivirgaceae--AY739663 (Valid)	86.97033898305084
Roseivirga ehrenbergii--Roseivirgaceae--AY608410 (Valid)	86.82252922422954
Imperialibacter roseus--Flammeovirgaceae--KC800928 (Valid)	86.78839957035446
Roseivirga spongicola--Roseivirgaceae--DQ080996 (Valid)	86.60812294182217
Marinoscillum pacificum--Reichenbachiellaceae--DQ660388 (Valid)	86.57648283038502
Marivirga atlantica--Marivirgaceae--KM117235 (Valid)	86.52849740932642
Marivirga tractuosa--Marivirgaceae--CP002349 (Valid)	86.43892339544513
Belliella kenyensis--Cyclobacteriaceae--KF976732 (Valid)	86.42105263157895
Nafulsella turpanensis--Cesiribacteraceae--ANNU01000014 (Valid)	86.41078838174275
Cesiribacter roseus--Cesiribacteraceae--HM775387 (Valid)	86.38344226579521
Roseivirga misakiensis--Roseivirgaceae--KM502320--NOT VALID	86.29707112970712
Cesiribacter andamanensis--Cesiribacteraceae--FN396961 (Valid)	86.29283489096574
Marinoscillum furvescens--Reichenbachiellaceae--AB078079 (Valid)	86.25792811839324
Nitritalea halalkaliphila--Cyclobacteriaceae--FM991866 (Valid)	86.19599578503689
Roseivirga halotolerans--Roseivirgaceae--DQ080995--NOT VALID	86.15548455804047
Roseivirga echinicomitans--Roseivirgaceae--AY753206 (Valid)	86.14072494669509
Roseivirga pacifica--Roseivirgaceae--KC005305--NOT VALID	85.94080338266384
Aureibacter tunicatorum--Persicobacteraceae--AB572584 (Valid)	85.93588417786971
Roseivirga marina--Roseivirgaceae--KP261822 (Valid)	85.91248665955176
Fulvivirga lutimaris--Fulvivirgaceae--KU563147 (Valid)	85.83509513742071
Reichenbachiella agariperforans--Reichenbachiellaceae--AB681089 (Valid)	85.83509513742071
Marivirga sericea--Marivirgaceae--AB078081 (Valid)	85.83509513742071
Belliella pelovolcani--Cyclobacteriaceae--EU685336 (Valid)	85.82010582010582
Marivirga harenae--Marivirgaceae--AB078071 (Valid)	85.7293868921776
Flexithrix dorotheae--Flammeovirgaceae--ARBP01000033 (Valid)	85.59585492227978
Pontibacter brevis--Hymenobacteraceae--MF410355 (Valid)	85.52223371251293
Marivirga lumbricoides--Marivirgaceae--HQ638976 (Valid)	85.51797040169133
Reichenbachiella versicolor--Reichenbachiellaceae--KU981020 (Valid)	85.5072463768116
Belliella buryatensis--Cyclobacteriaceae--LK021687 (Valid)	85.50420168067227
Reichenbachiella faecimaris--Reichenbachiellaceae--GU143096 (Valid)	85.41448058761804
Adhaeribacter rhizoryzae--Hymenobacteraceae--MH744625--NOT VALID	85.33755274261603
Pontibacter chitinilyticus--Hymenobacteraceae--KY924850--NOT VALID	85.30020703933747
Algoriphagus resistens--Cyclobacteriaceae--KX852396 (Valid)	85.25441329179647
Pontibacter silvestris--Hymenobacteraceae--MG547902 (Valid)	85.21199586349535
Edaphorhabdus rosea--Cytophagaceae--KY924608--NOT VALID	85.1153039832285
Algoriphagus lacus--Cyclobacteriaceae--MG593277--NOT VALID	85.09316770186336
Owenweeksia hongkongensis--Schleiferiaceae--AB125062 (Valid)	84.96319663512094
Algoriphagus kandeliae--Cyclobacteriaceae--MH532526--NOT VALID	84.81675392670157
Adhaeribacter aerolatus--Hymenobacteraceae--GQ421846 (Valid)	84.59152016546018
Ekhidna lutea--Reichenbachiellaceae--AM746475 (Valid)	84.47537473233405
