#Matching species	Similarity (%)
Methanocaldococcus infernus--Methanocaldococcaceae--CP002009 (Valid)	74.9015748031496
Methanocaldococcus indicus--Methanocaldococcaceae--AF547621 (Valid)	74.84536082474227
Methanothermococcus okinawensis--Methanococcaceae--CP002792 (Valid)	74.82792527040316
Methanococcus vannielii--Methanococcaceae--CP000742 (Valid)	74.53294001966569
Methanotorris formicicus--Methanocaldococcaceae--AGJL01000032 (Valid)	74.33628318584071
Methanothermococcus thermolithotrophicus--Methanococcaceae--AQXV01000039 (Valid)	74.2544731610338
Methanococcus aeolicus--Methanococcaceae--CP000743 (Valid)	74.13962635201572
Methanocaldococcus villosus--Methanocaldococcaceae--APMM01000060 (Valid)	74.08142999006951
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	74.04129793510324
Methanotorris igneus--Methanocaldococcaceae--CP002737 (Valid)	74.04129793510324
Ignisphaera aggregans--Desulfurococcaceae--DQ060321 (Valid)	73.75745526838966
Methanocaldococcus fervens--Methanocaldococcaceae--CP001696 (Valid)	73.72047244094489
Methanocaldococcus bathoardescens--Methanocaldococcaceae--CP009149 (Valid)	73.69970559371933
Nitrosopumilus maritimus--Nitrosopumilaceae--JQ346765 (Valid)	73.69007803790413
Methanocaldococcus jannaschii--Methanocaldococcaceae--L77117 (Valid)	73.6738703339882
Pyrodictium occultum--Pyrodictiaceae--M21087 (Valid)	73.6738703339882
Pyrodictium brockii--Pyrodictiaceae--KC139250 (Valid)	73.4624145785877
Halegenticoccus soli--Haloferacaceae--KX752787--NOT VALID	73.05801376597837
Methanocaldococcus vulcanius--Methanocaldococcaceae--AF051404 (Valid)	72.98969072164948
"Nitrosopumilus oxyclinae"--Nitrosopumilaceae--KX950758--NOT VALID	72.91462217860648
"Nitrosopumilus ureiphilus"--Nitrosopumilaceae--KX950759--NOT VALID	72.81648675171736
"Nitrosopumilus cobalaminigenes"--Nitrosopumilaceae--KX950757--NOT VALID	72.71835132482826
Nitrosopumilus adriaticus--Nitrosopumilaceae--MK139955 (Valid)	72.71835132482826
Nitrosarchaeum koreense--Nitrosopumilaceae--HQ331116 (Valid)	72.70811380400421
Methanolobus vulcani--Methanosarcinaceae--U20155 (Valid)	72.67080745341616
Nitrosopumilus piranensis--Nitrosopumilaceae--MK139956 (Valid)	72.62021589793916
Nitrososphaera viennensis--Nitrososphaeraceae--CP007536 (Valid)	72.2820763956905
Halomicrobium katesii--Haloarculaceae--EF533994 (Valid)	71.11574556830031
Methanopyrus kandleri--Methanopyraceae--AE009439 (Valid)	70.98039215686275
Methanococcus maripaludis--Methanococcaceae--U38484 (Valid)	70.92419522326064
Methanococcus voltae--Methanococcaceae--M59290 (Valid)	70.82514734774067
