#Species	GC%
Saccharopolyspora_phatthalungensis--RS_GCF_014203395.1	67.73%
Saccharopolyspora_rectivirgula--RS_GCF_000497205.1	68.92%
Thermostaphylospora_chromogena--RS_GCF_900099985.1	70.98%
Streptomyces_monomycini--RS_GCF_000715845.1	71.01%
Streptomyces_harbinensis--RS_GCF_900116145.1	72.95%
Motilibacter_peucedani--RS_GCF_003634695.1	73.63%
Nakamurella_flava--RS_GCF_005298075.1	71.57%
Nakamurella_multipartita--RS_GCF_000024365.1	70.92%
Geodermatophilus_nigrescens--RS_GCF_900129495.1	75.85%
Geodermatophilus_tzadiensis--RS_GCF_003002915.1	75.38%
Geodermatophilus_amargosae--RS_GCF_900116515.1	74.22%
Geodermatophilus_africanus--RS_GCF_900107105.1	74.3%
Geodermatophilus_poikilotrophus--RS_GCF_900111455.1	74.64%
Geodermatophilus_chilensis--RS_GCF_002802985.1	73.99%
Klenkia_marina--RS_GCF_900101025.1	74.42%
Blastococcus_atacamensis--RS_GCF_002938425.1	73.09%
Blastococcus_saxobsidens--RS_GCF_000284015.1	72.95%
Blastococcus_litoris--RS_GCF_003075095.1	73.65%
Spirochaeta_lutea--RS_GCF_000758165.1	53.74%
Marispirochaeta_aestuarii--RS_GCF_002087085.1	53.03%
Sediminispirochaeta_bajacaliforniensis--RS_GCF_000378205.1	49.15%
Sediminispirochaeta_smaragdinae--RS_GCF_000143985.1	48.97%
Treponema_caldarium--RS_GCF_000219725.1	45.58%
Streptomyces_albus--RS_GCF_000725885.1	72.73%
Geodermatophilus_obscurus--RS_GCF_000025345.1	73.98%
Blastococcus_aggregatus--RS_GCF_900221005.1	73.32%
Desulfovibrio_piger--RS_GCF_000156375.1	62.15%
Desulfonatronum_thiosulfatophilum--RS_GCF_900104215.1	56.2%
Desulfonatronum_lacustre--RS_GCF_000519265.1	59.32%
Desulfonauticus_submarinus--RS_GCF_900104045.1	32.47%
Desulfosarcina_alkanivorans--RS_GCF_009688945.1	56.63%
Geobacter_metallireducens--GB_GCA_011046855.1	62.98%
Saccharopolyspora_hirsuta--RS_GCF_008630535.1	71.4%
Saccharopolyspora_spinosa--RS_GCF_000194155.1	67.63%
