#Species	GC%
Chromobacterium_sphagni--RS_GCF_001855555.1	63.42%
Chitiniphilus_eburneus--RS_GCF_005048205.1	63.96%
Chitiniphilus_shinanonensis--RS_GCF_000374805.1	66.39%
Chitinimonas_taiwanensis--RS_GCF_900119825.1	62.86%
Algiphilus_aromaticivorans--RS_GCF_000733765.1	66.38%
Ereboglobus_luteus--RS_GCF_003096195.1	59.67%
Nibricoccus_aquaticus--RS_GCF_002310495.1	62.25%
Rhodopirellula_baltica--RS_GCF_000196115.1	55.4%
Rhodopirellula_rubra--RS_GCF_014192335.1	56.01%
Rubripirellula_obstinata--RS_GCF_001642955.1	54.11%
Roseimaritima_ulvae--RS_GCF_008065135.1	59.11%
Blastopirellula_cremea--RS_GCF_003335505.1	54.03%
Blastopirellula_marina--RS_GCF_002967715.1	55.35%
Posidoniimonas_corsicana--RS_GCF_007859765.1	66.66%
Lacipirellula_parvula--RS_GCF_009177095.1	61.73%
Thermogutta_terrifontis--RS_GCF_002277955.1	57.34%
Gimesia_maris--RS_GCF_008298035.1	50.42%
Rubinisphaera_brasiliensis--RS_GCF_000165715.2	56.45%
Planctopirus_limnophila--RS_GCF_000092105.1	53.68%
Planctopirus_hydrillae--RS_GCF_001707835.1	53.78%
Singulisphaera_acidiphila--RS_GCF_000242455.2	62.23%
Sedimentisphaera_cyanobacteriorum--RS_GCF_001997385.1	46.2%
Sedimentisphaera_salicampi--RS_GCF_002117005.1	46.31%
Limihaloglobus_sulfuriphilus--RS_GCF_001999965.1	47.04%
Anaerohalosphaera_lusitana--RS_GCF_002007645.1	51.98%
Algisphaera_agarilytica--RS_GCF_014207595.1	63.2%
Phycisphaera_mikurensis--RS_GCF_000284115.1	73.22%
Ottowia_thiooxydans--RS_GCF_000422885.1	58.55%
Paraburkholderia_graminis--RS_GCF_000172415.1	62.87%
Pandoraea_apista--RS_GCF_001465595.2	62.63%
Chromobacterium_violaceum--RS_GCF_000007705.1	64.83%
Psychrosphaera_haliotis--RS_GCF_009728465.1	39.52%
Sulfuricaulis_limicola--RS_GCF_002355735.1	61.42%
Malikia_granosa--RS_GCF_002980595.1	66.75%
Ottowia_oryzae--RS_GCF_003008535.1	66.8%
Paraburkholderia_bannensis--RS_GCF_000685015.1	63.96%
Pandoraea_fibrosis--RS_GCF_000807775.2	62.82%
Pandoraea_vervacti--RS_GCF_000934605.2	63.52%
