#Species	GC%
Desulfonauticus_submarinus--RS_GCF_900104045.1	32.47%
Desulfobacca_acetoxidans--GB_GCA_011333555.1	58.78%
Desulfarculus_baarsii--RS_GCF_000143965.1	65.7%
Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1	57.94%
Geoalkalibacter_subterraneus--RS_GCF_000827125.1	56.68%
Desulfuromonas_acetoxidans--RS_GCF_000167355.1	51.83%
Anaeromyxobacter_dehalogenans--RS_GCF_000013385.1	74.91%
Polyangium_fumosum--RS_GCF_005144585.1	68.77%
Thermosulfurimonas_dismutans--RS_GCF_001652585.1	50.12%
Thermosulfurimonas_marina--RS_GCF_012317585.1	58.9%
Thermodesulfatator_indicus--RS_GCF_000217795.1	42.43%
Thermodesulfatator_autotrophicus--RS_GCF_001642325.1	43.07%
Thermodesulfatator_atlanticus--GB_GCA_011321895.1	53.76%
Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1	51.94%
Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1	63.01%
Actinopolymorpha_singaporensis--RS_GCF_900104745.1	70.61%
Allostreptomyces_psammosilenae--RS_GCF_013407765.1	74.3%
Acidothermus_cellulolyticus--RS_GCF_000015025.1	66.91%
Egibacter_rhizosphaerae--RS_GCF_004322855.1	71.67%
Thermoleophilum_album--RS_GCF_900108055.1	69.12%
Moorella_thermoacetica--RS_GCF_001267405.1	55.95%
Thermaerobacter_subterraneus--RS_GCF_000183545.2	72.04%
Thermaerobacter_marianensis--RS_GCF_000184705.1	72.48%
Gemmatimonas_aurantiaca--RS_GCF_000010305.1	64.27%
Gemmatimonas_phototrophica--RS_GCF_000695095.2	64.37%
Longimicrobium_terrae--RS_GCF_014202995.1	69.48%
Hippea_maritima--RS_GCF_000194135.1	37.47%
Desulfohalovibrio_reitneri--RS_GCF_000711295.1	65.47%
Inmirania_thermothiophila--RS_GCF_003751635.1	74.26%
Hippea_alviniae--RS_GCF_000420385.1	37.03%
Desulfovibrio_vulgaris--RS_GCF_000195755.1	63.28%
Desulfovibrio_indonesiensis--RS_GCF_007625075.1	60.54%
Desulfovibrio_marinus--RS_GCF_013085545.1	62.45%
Desulfohalovibrio_alkalitolerans--RS_GCF_000422245.1	64.48%
Desulfovibrio_sulfodismutans--RS_GCF_013376455.1	63.57%
