#Species	GC%
Pedobacter_chitinilyticus--RS_GCF_003313385.1	39.19%
Pedobacter_agri--RS_GCF_000258495.1	38.01%
Fulvivirga_lutimaris--RS_GCF_009711525.1	37.81%
Flexithrix_dorotheae--RS_GCF_000379765.1	36.34%
Hymenobacter_perfusus--RS_GCF_003944765.1	60.28%
Hymenobacter_psychrophilus--RS_GCF_900107135.1	60.81%
Hymenobacter_rubripertinctus--RS_GCF_003583925.1	61.72%
Hymenobacter_persicinus--RS_GCF_004167665.1	62.53%
Pontibacter_indicus--RS_GCF_900156345.1	51.93%
Pontibacter_actiniarum--RS_GCF_003585765.1	53.16%
Pontibacter_oryzae--RS_GCF_003576375.1	48.27%
Pontibacter_lucknowensis--RS_GCF_900156415.1	50.15%
Botryobacter_ruber--RS_GCF_003347595.2	50.07%
Rufibacter_immobilis--RS_GCF_003721565.1	51.27%
Rufibacter_glacialis--RS_GCF_008271745.1	51.91%
Rufibacter_ruber--RS_GCF_001647275.1	51.54%
Rufibacter_roseus--RS_GCF_001647285.1	46.25%
Adhaeribacter_aquaticus--RS_GCF_000473365.1	39.64%
Adhaeribacter_swui--RS_GCF_014217805.1	43.04%
Adhaeribacter_aerolatus--RS_GCF_007991635.1	44.47%
Adhaeribacter_rhizoryzae--RS_GCF_008629685.1	43.35%
Fulvivirga_kasyanovii--RS_GCF_009711405.1	42.59%
Hymenobacter_roseosalivarius--RS_GCF_900176135.1	56.38%
Rufibacter_tibetensis--RS_GCF_001310085.1	47.43%
Owenweeksia_hongkongensis--RS_GCF_000236705.1	40.23%
Luteibaculum_oceani--RS_GCF_007995015.1	39.88%
Breznakibacter_xylanolyticus--RS_GCF_003254275.1	46.41%
Alkalitalea_saponilacus--RS_GCF_002201795.1	39.27%
Natronoflexus_pectinivorans--RS_GCF_004345615.1	39.6%
Marinilabilia_salmonicolor--RS_GCF_003003035.1	42.45%
Prolixibacter_denitrificans--RS_GCF_003014495.1	45.09%
Puteibacter_caeruleilacunae--RS_GCF_005217565.1	37.72%
Pedobacter_nanyangensis--RS_GCF_003313505.1	41.11%
