#Matching species	Similarity (%)
Salinivenus lutea--Salinibacteraceae--HQ197983 (Valid)	95.97197898423818
Salinibacter ruber--Salinibacteraceae--AF323500 (Valid)	95.34883720930233
Salinivenus iranica--Salinibacteraceae--HQ197982 (Valid)	95.09632224168126
Salinibacter altiplanensis--Salinibacteraceae--LT160741 (Valid)	92.95238095238095
Salisaeta longa--Salisaetaceae--ATTH01000001 (Valid)	87.16577540106952
Roseithermus sacchariphilus--Salisaetaceae--MG603595 (Valid)	86.09625668449198
Longimonas haloalkaliphila--Salinibacteraceae--KU720570 (Valid)	86.07142857142858
Natronotalea proteinilytica--Rhodothermaceae--KU720569 (Valid)	85.35714285714285
Longibacter salinarum--Salinibacteraceae--KU954547 (Valid)	85.21256931608133
Longimonas halophila--Salinibacteraceae--KF955302 (Valid)	84.84288354898337
Rhodothermus marinus--Rhodothermaceae--X80994 (Valid)	84.12698412698413
Rhodothermus profundi--Rhodothermaceae--FJ624399 (Valid)	83.82352941176471
Rubricoccus marinus--Rubricoccaceae--AB545808 (Valid)	83.54661791590493
Rubrivirga profundi--Rubricoccaceae--KR108283 (Valid)	82.55395683453237
Microbulbifer taiwanensis--Microbulbiferaceae--FR822983 (Valid)	82.14936247723132
Rubrivirga marina--Rubricoccaceae--JQ906088 (Valid)	81.92090395480226
Microbulbifer flavimaris--Microbulbiferaceae--KU996358 (Valid)	81.81818181818183
Microbulbifer aggregans--Microbulbiferaceae--KU736842 (Valid)	81.48820326678766
Microbulbifer hydrolyticus--Microbulbiferaceae--AJ608704 (Valid)	81.2962962962963
Microbulbifer maritimus--Microbulbiferaceae--AY377986 (Valid)	80.97928436911488
Microbulbifer marinus--Microbulbiferaceae--GQ262812 (Valid)	80.94373865698729
Microbulbifer celer--Microbulbiferaceae--EF486352 (Valid)	80.9433962264151
Microbulbifer salipaludis--Microbulbiferaceae--AF479688 (Valid)	80.9433962264151
Microbulbifer elongatus--Microbulbiferaceae--AF500006 (Valid)	80.41431261770245
Microbulbifer mangrovi--Microbulbiferaceae--HQ424446 (Valid)	80.36363636363636
Microbulbifer agarilyticus--Microbulbiferaceae--AB158515 (Valid)	80.15122873345936
Cobetia pacifica--Halomonadaceae--AB646233 (Valid)	79.27927927927928
Cobetia marina--Halomonadaceae--AJ306890 (Valid)	79.2418772563177
Anseongella ginsenosidimutans--Sphingobacteriaceae--EU370954 (Valid)	79.1970802919708
Sinobacterium caligoides--Spongiibacteraceae--HQ686140 (Valid)	79.17414721723519
Alcanivorax venustensis--Alcanivoracaceae--AF328762 (Valid)	79.03225806451613
Thiohalorhabdus denitrificans--Gammaproteobacteria incertae sedis--DQ469582 (Valid)	78.96825396825396
Thioprofundum hispidum--Thioprofundaceae--AB266389 (Valid)	78.9568345323741
Amphritea balenae--Oceanospirillaceae--AB330883 (Valid)	78.9179104477612
Amphritea japonica--Oceanospirillaceae--AB330881 (Valid)	78.73134328358209
Amphritea atlantica--Oceanospirillaceae--AM156910 (Valid)	78.51851851851852
Photobacterium leiognathi--Vibrionaceae--X74686 (Valid)	78.50799289520425
Sinobacterium norvegicum--Spongiibacteraceae--HG004165 (Valid)	78.44660194174757
Thioprofundum lithotrophicum--Thioprofundaceae--AB468957 (Valid)	78.30018083182641
Endozoicomonas montiporae--Endozoicomonadaceae--JOKG01000005 (Valid)	78.16901408450704
Alcanivorax marinus--Alcanivoracaceae--KC415169 (Valid)	77.99642218246869
Gramella aquimixticola--Flavobacteriaceae--KR868710 (Valid)	77.24770642201835
Kushneria pakistanensis--Halomonadaceae--AB970675 (Valid)	77.12031558185404
Neptunomonas antarctica--Oceanospirillaceae--FJ713802 (Valid)	77.04626334519573
Gramella aestuarii--Flavobacteriaceae--JF751047 (Valid)	76.28318584070797
Nonlabens marinus--Flavobacteriaceae--AP014548 (Valid)	75.48845470692717
Urechidicola croceus--Flavobacteriaceae--KX066850--NOT VALID	75.22123893805309
Nonlabens dokdonensis--Flavobacteriaceae--CP001397 (Valid)	74.77797513321492
Nonlabens xiamenensis--Flavobacteriaceae--MK567889--NOT VALID	74.55968688845401
Nonlabens halophilus--Flavobacteriaceae--KU719509 (Valid)	74.41016333938293
