#Species	GC%
Microbulbifer_mangrovi--RS_GCF_002009015.1	57.15%
Microbulbifer_agarilyticus--RS_GCF_000220505.1	56.81%
Microbulbifer_flavimaris--RS_GCF_001641755.2	59.88%
Thiohalorhabdus_denitrificans--RS_GCF_001399755.1	68.88%
Gramella_aestuarii--RS_GCF_009735585.1	42.13%
Nonlabens_dokdonensis--GB_GCA_002162835.1	35.19%
Nonlabens_xiamenensis--RS_GCF_003865345.1	41.11%
Nonlabens_marinus--RS_GCF_000831385.1	39.53%
Anseongella_ginsenosidimutans--RS_GCF_008033235.1	49.92%
Longimonas_halophila--RS_GCF_002554705.1	60.49%
Longibacter_salinarum--RS_GCF_002554795.1	59.33%
Salisaeta_longa--RS_GCF_000419585.1	63.47%
Salinibacter_altiplanensis--RS_GCF_002894645.1	64.38%
Salinibacter_ruber--RS_GCF_000013045.1	66.13%
Salinivenus_iranica--RS_GCF_002894665.1	65.66%
Rubrivirga_marina--RS_GCF_002283365.1	72.41%
Rubricoccus_marinus--RS_GCF_002257665.1	68.79%
Rhodothermus_marinus--RS_GCF_000024845.1	64.3%
Rhodothermus_profundi--RS_GCF_900142415.1	58.96%
Kushneria_aurantia--RS_GCF_000382245.1	62.64%
Alcanivorax_borkumensis--RS_GCF_000009365.1	54.73%
Gramella_echinicola--RS_GCF_000423065.1	36.9%
Nonlabens_tegetincola--RS_GCF_002954355.1	35.7%
Photobacterium_leiognathi--RS_GCF_000950415.1	40.91%
Cobetia_marina--RS_GCF_001720485.1	62.44%
Amphritea_atlantica--RS_GCF_900111095.1	51.0%
Amphritea_balenae--RS_GCF_003858655.1	47.71%
Neptunomonas_antarctica--RS_GCF_001305295.1	45.73%
Endozoicomonas_montiporae--RS_GCF_001583435.1	48.37%
Sinobacterium_caligoides--RS_GCF_003752585.1	49.97%
Microbulbifer_marinus--RS_GCF_900107725.1	59.75%
Microbulbifer_aggregans--RS_GCF_001750105.1	58.85%
Microbulbifer_hydrolyticus--RS_GCF_009931115.1	57.6%
