#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k141_6060644_length_89014_cov_18.0003_88 -          TIGR00037            TIGR00037    1.8e-43  143.7   2.6   1.9e-43  143.6   2.6   1.0   1   0   0   1   1   1   1 # 87629 # 88024 # -1 # ID=2_88;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.386
k141_6060644_length_89014_cov_18.0003_50 -          TIGR00064            TIGR00064    1.7e-90  299.2   6.1   1.7e-90  299.2   6.1   2.4   3   0   0   3   3   1   1 # 45173 # 46696 # 1 # ID=2_50;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374
k141_5105846_length_450543_cov_18.9016_320 -          TIGR00065            TIGR00065   8.9e-132  435.8  16.1  1.2e-131  435.4  16.1   1.0   1   0   0   1   1   1   1 # 338537 # 339667 # 1 # ID=1_320;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.427
k141_5105846_length_450543_cov_18.9016_309 -          TIGR00065            TIGR00065   9.3e-120  396.3  16.2  1.2e-119  395.9  16.2   1.0   1   0   0   1   1   1   1 # 324805 # 325863 # -1 # ID=1_309;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.422
k141_5105846_length_450543_cov_18.9016_255 -          TIGR00111            TIGR00111    9.9e-66  218.5  14.7   1.1e-65  218.4  14.7   1.0   1   0   0   1   1   1   1 # 266305 # 267363 # -1 # ID=1_255;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.347
k141_5105846_length_450543_cov_18.9016_148 -          TIGR00134            TIGR00134   2.2e-185  613.6   6.7  3.5e-185  612.9   6.7   1.2   1   1   0   1   1   1   1 # 142134 # 144005 # -1 # ID=1_148;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.362
k141_3659388_length_57060_cov_18.0181_4 -          TIGR00194            TIGR00194   2.3e-158  524.6  16.5  2.6e-158  524.4  16.5   1.0   1   0   0   1   1   1   1 # 5677 # 7236 # 1 # ID=7_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.392
k141_5105846_length_450543_cov_18.9016_94 -          TIGR00264            TIGR00264    3.7e-37  123.3   8.0   4.1e-37  123.2   8.0   1.0   1   0   0   1   1   1   1 # 82910 # 83251 # 1 # ID=1_94;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.380
k141_1990996_length_61048_cov_35.5269_8 -          TIGR00270            TIGR00270      5e-31  103.7  10.2   6.6e-31  103.3  10.2   1.1   1   0   0   1   1   1   1 # 4809 # 5315 # -1 # ID=6_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
k141_472632_length_66782_cov_18.0000_25 -          TIGR00279            TIGR00279    1.4e-57  190.3   0.4   2.2e-57  189.6   0.4   1.2   1   0   0   1   1   1   1 # 40256 # 40981 # -1 # ID=4_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.394
