#Matching species	Similarity (%)
Geobacter soli--Geobacteraceae--KJ620987 (Valid)	81.99811498586239
Geobacter anodireducens--Geobacteraceae--KF006333 (Valid)	81.44126357354394
Desulfovibrio indonesiensis--Desulfovibrionaceae--Y09504 (Valid)	81.23809523809524
Geoalkalibacter ferrihydriticus--Geobacteraceae--DQ309326 (Valid)	81.20868744098206
Geobacter sulfurreducens--Geobacteraceae--U13928 (Valid)	81.11111111111111
Natronospira proteinivora--Ectothiorhodospiraceae--KU720568 (Valid)	80.97514340344169
Thermoactinomyces daqus--Thermoactinomycetaceae--KF590624 (Valid)	80.87535680304472
Pelobacter carbinolicus--Desulfuromonadaceae--CP000142 (Valid)	80.71161048689139
Geothermobacter ehrlichii--Geobacteraceae--AY155599 (Valid)	80.6390977443609
Exiguobacterium mexicanum--Caryophanales incertae sedis--AM072764 (Valid)	80.62678062678063
Desulfarculus baarsii--Desulfarculaceae--CP002085 (Valid)	80.62381852551985
Ectobacillus funiculus--Bacillaceae--AB049195--NOT VALID	80.34188034188034
Neobacillus cucumis--Bacillaceae--KT895286--NOT VALID	80.30160226201697
Sporosarcina luteola--Caryophanaceae--AB473560 (Valid)	80.27079303675049
Pelobacter acetylenicus--Desulfuromonadaceae--X70955 (Valid)	80.24459078080903
Exiguobacterium acetylicum--Caryophanales incertae sedis--DQ019167 (Valid)	80.20833333333334
Exiguobacterium sibiricum--Caryophanales incertae sedis--CP001022 (Valid)	80.05671077504726
Exiguobacterium indicum--Caryophanales incertae sedis--AJ846291 (Valid)	80.01912045889101
Bacillus thermotolerans--Bacillaceae--JX261934 (Valid)	80.0
Exiguobacterium aurantiacum--Caryophanales incertae sedis--AB680657 (Valid)	79.98075072184793
Exiguobacterium aestuarii--Caryophanales incertae sedis--AY594264 (Valid)	79.96146435452793
Metabacillus mangrovi--Bacillaceae--HG974242--NOT VALID	79.94241842610364
Cytobacillus gottheilii--Bacillaceae--FN995266--NOT VALID	79.81132075471699
Desulfobacca acetoxidans--Syntrophaceae--CP002629 (Valid)	79.77422389463781
Ectobacillus polymachus--Bacillaceae--KJ995984--NOT VALID	79.74927675988428
Chryseomicrobium deserti--Caryophanaceae--KX456188 (Valid)	79.69494756911344
Mesobacillus zeae--Bacillaceae--KY114944--NOT VALID	79.62264150943396
Desulfuromonas michiganensis--Desulfuromonadaceae--AF357915 (Valid)	79.60151802656547
Sporosarcina koreensis--Caryophanaceae--DQ073393 (Valid)	79.57813998082455
Effusibacillus consociatus--Alicyclobacillaceae--HE613268 (Valid)	79.55426356589147
Ammoniphilus oxalaticus--Paenibacillaceae--Y14578 (Valid)	79.53443258971872
Neobacillus notoginsengisoli--Bacillaceae--KP076294--NOT VALID	79.53051643192488
Planococcus salinus--Caryophanaceae--KX008965 (Valid)	79.41454202077432
Ammoniphilus resinae--Paenibacillaceae--HM193518 (Valid)	79.26356589147287
Filibacter tadaridae--Caryophanaceae--MK290395 (Valid)	79.18250950570342
Ureibacillus thermophilus--Caryophanaceae--DQ348072 (Valid)	79.15094339622641
Paenisporosarcina indica--Caryophanaceae--FN397659 (Valid)	79.15094339622641
Mesobacillus maritimus--Bacillaceae--KP317497--NOT VALID	79.07634307257304
Psychrobacillus lasiicapitis--Bacillaceae--KP219721 (Valid)	79.05660377358491
Chryseomicrobium excrementi--Caryophanaceae--KU230523 (Valid)	79.03682719546742
Exiguobacterium profundum--Caryophanales incertae sedis--AY818050 (Valid)	78.9272030651341
Sporosarcina limicola--Caryophanaceae--AJ292316--NOT VALID	78.87725975261655
Ureibacillus composti--Caryophanaceae--DQ348071 (Valid)	78.8679245283019
Sporosarcina siberiensis--Caryophanaceae--KF258678 (Valid)	78.77358490566037
Psychrobacillus glaciei--Bacillaceae--MN416951--NOT VALID	78.73345935727788
Sporosarcina ureae--Caryophanaceae--AF202057 (Valid)	78.6743515850144
Bacillus wudalianchiensis--Bacillaceae--KT362901 (Valid)	78.51782363977486
Sporosarcina contaminans--Caryophanaceae--FN298444 (Valid)	78.45410628019323
Exiguobacterium alkaliphilum--Caryophanales incertae sedis--EU379016 (Valid)	78.1190019193858
Sporosarcina soli--Caryophanaceae--DQ073394 (Valid)	78.08349146110058
