#Species	GC%
Dysgonomonas_gadei--RS_GCF_000213555.1	39.53%
Alkalitalea_saponilacus--RS_GCF_002201795.1	39.27%
Thermophagus_xiamenensis--RS_GCF_900112795.1	39.09%
Saccharicrinis_aurantiacus--RS_GCF_001660705.2	35.06%
Labilibacter_sediminis--RS_GCF_005877885.1	35.88%
Sunxiuqinia_indica--RS_GCF_009847015.1	40.51%
Mariniphaga_anaerophila--RS_GCF_900129025.1	41.77%
Draconibacterium_orientale--RS_GCF_000626635.1	41.31%
Draconibacterium_sediminis--RS_GCF_000949475.1	40.94%
Marinifilum_breve--RS_GCF_003202155.1	35.77%
Lentimicrobium_saccharophilum--RS_GCF_001192835.1	46.68%
Anseongella_ginsenosidimutans--RS_GCF_008033235.1	49.92%
Rufibacter_roseus--RS_GCF_001647285.1	46.25%
Gracilimonas_mengyeensis--RS_GCF_900182705.1	44.45%
Gracilimonas_tropica--RS_GCF_000375425.1	42.94%
Gracilimonas_amylolytica--RS_GCF_002911695.1	43.75%
Balneola_vulgaris--RS_GCF_000375465.1	39.78%
Aliifodinibius_halophilus--RS_GCF_011059105.1	42.52%
Aliifodinibius_saliphilus--RS_GCF_005869845.1	40.84%
Fodinibius_salinus--RS_GCF_008124865.1	42.46%
Rhodohalobacter_barkolensis--RS_GCF_002834295.1	42.48%
Rhodohalobacter_halophilus--RS_GCF_001715195.1	44.43%
Aliifodinibius_roseus--RS_GCF_900129315.1	48.33%
Aliifodinibius_sediminis--RS_GCF_900182555.1	48.9%
Rubricoccus_marinus--RS_GCF_002257665.1	68.79%
Rhodothermus_marinus--RS_GCF_000024845.1	64.3%
Saccharicrinis_fermentans--RS_GCF_000517085.1	37.55%
Sunxiuqinia_elliptica--RS_GCF_900113005.1	41.66%
Marinifilum_fragile--RS_GCF_001310955.1	35.71%
Rufibacter_tibetensis--RS_GCF_001310085.1	47.43%
Salinimicrobium_catena--RS_GCF_900102915.1	43.75%
Robertkochia_marina--RS_GCF_004799345.1	43.63%
Flavobacterium_lacus--RS_GCF_003268815.1	34.88%
Flavobacterium_piscinae--RS_GCF_004122145.1	34.33%
Flavobacterium_beibuense--RS_GCF_000769915.1	37.71%
Flavobacterium_rakeshii--RS_GCF_009741375.1	37.59%
Fluviicola_taffensis--RS_GCF_000194605.1	36.49%
