#Species	GC%
Pseudomonas_xinjiangensis--GB_GCA_011050525.1	57.42%
Pseudomonas_sabulinigri--GB_GCA_011053055.1	55.75%
Pseudomonas_salegens--RS_GCF_900105655.1	57.69%
Aliikangiella_coralliicola--RS_GCF_007004725.1	41.45%
Thiocapsa_marina--RS_GCF_000223985.1	64.11%
Lamprocystis_purpurea--RS_GCF_000379525.1	64.29%
Thiorhodospira_sibirica--RS_GCF_000227725.1	56.7%
Acidihalobacter_prosperus--RS_GCF_000754095.2	64.42%
Acidihalobacter_aeolianus--RS_GCF_001753165.1	61.83%
Nitrococcus_mobilis--RS_GCF_000153205.1	59.87%
Halorhodospira_halophila--RS_GCF_000015585.1	67.98%
Thermodesulfobacterium_thermophilum--RS_GCF_000421605.1	37.07%
Thermosulfurimonas_dismutans--RS_GCF_001652585.1	50.12%
Thermosulfurimonas_marina--RS_GCF_012317585.1	58.9%
Thermodesulfatator_indicus--RS_GCF_000217795.1	42.43%
Thermosulfuriphilus_ammonigenes--RS_GCF_011207455.1	51.94%
Acetohalobium_arabaticum--RS_GCF_000144695.1	36.63%
Halanaerobium_saccharolyticum--RS_GCF_003053565.1	35.69%
Halothermothrix_orenii--RS_GCF_000020485.1	37.88%
Thermus_antranikianii--RS_GCF_000423905.1	64.77%
Caldicellulosiruptor_acetigenus--RS_GCF_000421725.1	36.12%
Caldicellulosiruptor_owensensis--RS_GCF_000166335.1	35.44%
Caldicellulosiruptor_bescii--RS_GCF_000022325.1	35.19%
Caldicellulosiruptor_hydrothermalis--RS_GCF_000166355.1	36.11%
Caldicellulosiruptor_saccharolyticus--RS_GCF_000016545.1	35.25%
Dictyoglomus_thermophilum--RS_GCF_000020965.1	33.74%
Dictyoglomus_turgidum--RS_GCF_000021645.1	33.96%
Aliikangiella_marina--RS_GCF_007004765.1	41.9%
Thiocapsa_roseopersicina--RS_GCF_900106925.1	64.32%
Thermodesulfobacterium_commune--RS_GCF_000734015.1	36.98%
Halanaerobium_praevalens--RS_GCF_000165465.1	30.29%
Thermus_aquaticus--RS_GCF_001280255.1	67.12%
Pseudomonas_lini--RS_GCF_001042905.1	58.82%
Pseudomonas_prosekii--RS_GCF_900105155.1	59.56%
Pseudomonas_chlororaphis--RS_GCF_001023535.1	62.03%
Pseudomonas_silesiensis--RS_GCF_001661075.1	59.58%
Pseudomonas_laurylsulfatiphila--RS_GCF_002934665.1	60.15%
Pseudomonas_bauzanensis--RS_GCF_900114735.1	60.24%
