#Species	GC%
Salinibacterium_hongtaonis--RS_GCF_003065485.1	64.1%
Microterricola_pindariensis--RS_GCF_002936985.1	69.79%
Microterricola_viridarii--RS_GCF_900104895.1	69.64%
Protaetiibacter_intestinalis--RS_GCF_003627075.1	71.5%
Lysinibacter_cavernae--RS_GCF_011758565.1	60.31%
Planctomonas_deserti--RS_GCF_003067705.1	70.4%
Alpinimonas_psychrophila--RS_GCF_014137865.1	58.6%
Aurantimicrobium_minutum--RS_GCF_002355535.1	52.76%
Amnibacterium_flavum--RS_GCF_003097495.1	68.64%
Cryobacterium_soli--RS_GCF_003611035.1	68.41%
Tropheryma_whipplei--RS_GCF_000007485.1	46.33%
Pontimonas_salivibrio--RS_GCF_002950575.1	58.33%
Curtobacterium_pusillum--RS_GCF_002025645.1	70.35%
Curtobacterium_flaccumfaciens--RS_GCF_000349565.1	70.65%
Leucobacter_aridicollis--RS_GCF_013409595.1	67.32%
Glutamicibacter_halophytocola--RS_GCF_001302565.1	59.99%
Tetrasphaera_australiensis--RS_GCF_001050535.1	68.15%
Phycicoccus_elongatus--RS_GCF_000367525.1	68.62%
Segeticoccus_rhizosphaerae--RS_GCF_009192725.1	70.06%
Knoellia_sinensis--RS_GCF_000768705.1	68.34%
Knoellia_flava--RS_GCF_000768675.1	71.52%
Sanguibacter_inulinus--RS_GCF_013415325.1	70.82%
Sanguibacter_keddieii--RS_GCF_001064145.1	65.37%
Ilumatobacter_coccineus--RS_GCF_000348785.1	67.29%
Ilumatobacter_nonamiensis--RS_GCF_000350145.1	66.99%
Ilumatobacter_fluminis--RS_GCF_004364865.1	68.59%
Desertimonas_flava--RS_GCF_003426815.1	70.19%
Ferrimicrobium_acidiphilum--RS_GCF_000745905.1	55.31%
Ferrithrix_thermotolerans--RS_GCF_900128965.1	51.02%
Microlunatus_phosphovorus--RS_GCF_000270245.1	67.27%
Salinibacterium_amurskyense--RS_GCF_002797685.1	61.88%
Amnibacterium_kyonggiense--RS_GCF_004364555.1	73.1%
Cryobacterium_psychrophilum--RS_GCF_004365915.1	64.84%
Curtobacterium_citreum--RS_GCF_006715175.1	71.93%
Tetrasphaera_japonica--RS_GCF_001046855.1	70.91%
Phycicoccus_jejuensis--RS_GCF_000720925.1	73.54%
Friedmanniella_luteola--RS_GCF_900105065.1	73.72%
Microbacterium_sediminis--RS_GCF_004564075.1	71.62%
Microbacterium_wangchenii--RS_GCF_004564355.1	70.62%
Microbacterium_hydrocarbonoxydans--RS_GCF_900105205.1	68.58%
Microbacterium_maritypicum--RS_GCF_000455825.1	68.24%
