#Matching species	Similarity (%)
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	75.23975588491717
Methanothermococcus okinawensis--Methanococcaceae--CP002792 (Valid)	74.08376963350786
Methanococcus aeolicus--Methanococcaceae--CP000743 (Valid)	73.47294938917976
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	73.40889276373147
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	73.29842931937172
Methanothermus fervidus--Methanothermaceae--CP002278 (Valid)	72.97297297297297
Methanothermus sociabilis--Methanothermaceae--HE654004 (Valid)	72.73519163763066
Thermofilum pendens--Thermofilaceae--X14835 (Valid)	72.63986013986013
Methanolacinia paynteri--Methanomicrobiaceae--AY196678 (Valid)	72.63636363636363
Methanomicrobium antiquum--Methanomicrobiaceae--AB370246 (Valid)	72.22707423580786
Methanolacinia petrolearia--Methanomicrobiaceae--CP002117 (Valid)	72.22707423580786
Methanogenium marinum--Methanomicrobiaceae--DQ177344 (Valid)	72.22707423580786
Methanolinea mesophila--Methanoregulaceae--AB447467 (Valid)	72.2027972027972
Methanogenium cariaci--Methanomicrobiaceae--FR733663 (Valid)	72.13973799126637
Methanospirillum hungatei--Methanospirillaceae--CP000254 (Valid)	72.09098862642169
Methanoplanus limicola--Methanomicrobiaceae--AHKP01000003 (Valid)	71.9650655021834
Methanogenium frigidum--Methanomicrobiaceae--FR749908 (Valid)	71.9650655021834
Methanoplanus endosymbiosus--Methanomicrobiaceae--FR733674 (Valid)	71.87772925764192
Halorubrum xinjiangense--Halorubraceae--AY510707 (Valid)	71.83958151700087
Halorubrum aquaticum--Halorubraceae--AB663404 (Valid)	71.8150087260035
Methanospirillum psychrodurum--Methanospirillaceae--KF153052 (Valid)	71.77858439201452
Halorubrum trapanicum--Halorubraceae--AB663424 (Valid)	71.75239755884917
Halorubrum halophilum--Halorubraceae--KF848218 (Valid)	71.68989547038328
Salarchaeum japonicum--Halobacteriaceae--AB663433 (Valid)	71.68989547038328
Methanosphaerula palustris--Methanoregulaceae--CP001338 (Valid)	71.67832167832168
Thermofilum adornatum--Thermofilaceae--CP006646--NOT VALID	71.64048865619547
Halorubrum depositum--Halorubraceae--KX376712 (Valid)	71.602787456446
Methanolinea tarda--Methanoregulaceae--AB162774 (Valid)	71.5909090909091
Halorubrum aethiopicum--Halorubraceae--KX150521 (Valid)	71.55322862129145
Halorubrum kocurii--Halorubraceae--AB663413 (Valid)	71.51567944250871
Methanocalculus chunghsingensis--Methanocalculaceae--AF347025 (Valid)	71.50537634408603
Methanofollis formosanus--Methanomicrobiaceae--AY186542 (Valid)	71.5034965034965
Halorubrum aidingense--Halorubraceae--DQ355813 (Valid)	71.42857142857143
Thermogymnomonas acidicola--Thermoplasmatales incertae sedis--AB269873 (Valid)	71.37870855148341
Halorubrum luteum--Halorubraceae--AB663417 (Valid)	71.29144851657941
Methanogenium organophilum--Methanomicrobiaceae--M59131 (Valid)	71.26637554585152
Halorubrum lipolyticum--Halorubraceae--DQ355814 (Valid)	71.25435540069687
Methanoculleus taiwanensis--Methanomicrobiaceae--KM111599 (Valid)	71.17903930131004
Haloarchaeobius amylolyticus--Halobacteriaceae--JQ937359 (Valid)	71.16724738675958
Methanoregula formicica--Methanoregulaceae--AB479390 (Valid)	71.15384615384616
Halorubrum rutilum--Halorubraceae--KC918819 (Valid)	71.0896309314587
Methanocalculus alkaliphilus--Methanocalculaceae--HM053969 (Valid)	71.06643356643356
Methanoregula boonei--Methanoregulaceae--DQ282124 (Valid)	70.8916083916084
Halobacterium jilantaiense--Halobacteriaceae--AB663359 (Valid)	70.88055797733217
Methanoculleus receptaculi--Methanomicrobiaceae--DQ787476 (Valid)	70.75971731448763
Methanoculleus thermophilus--Methanomicrobiaceae--AJ862839 (Valid)	70.71678321678321
Halobacterium rubrum--Halobacteriaceae--KC914879 (Valid)	70.70619006102878
Methanofollis ethanolicus--Methanomicrobiaceae--AB371073 (Valid)	70.62937062937063
Methanofollis fontis--Methanomicrobiaceae--MG437305--NOT VALID	70.54195804195804
Methanofollis liminatans--Methanomicrobiaceae--AGCO01000007 (Valid)	70.3056768558952
