#Species	GC%
Desulfosporosinus_lacus--RS_GCF_900129935.1	41.95%
Desulfosporosinus_hippei--RS_GCF_900100785.1	41.41%
Desulfosporosinus_youngiae--RS_GCF_000244895.1	44.16%
Desulfosporosinus_acidiphilus--RS_GCF_000255115.2	42.11%
Desulfosporosinus_acididurans--RS_GCF_001029285.1	41.79%
Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	44.97%
Desulfitobacterium_metallireducens--RS_GCF_000231405.2	41.89%
Dehalobacter_restrictus--RS_GCF_000512895.1	44.56%
Syntrophobotulus_glycolicus--RS_GCF_000190635.1	46.35%
Desulfonispora_thiosulfatigenes--RS_GCF_900176035.1	31.92%
Megasphaera_paucivorans--RS_GCF_900103535.1	40.2%
Dialister_invisus--RS_GCF_000160055.1	45.49%
Selenomonas_sputigena--RS_GCF_000208405.1	57.11%
Mitsuokella_jalaludinii--RS_GCF_000702905.1	58.07%
Mitsuokella_multacida--RS_GCF_000155955.1	58.01%
Selenomonas_bovis--RS_GCF_000381005.1	59.05%
Selenomonas_ruminantium--RS_GCF_900113715.1	52.61%
Thermosinus_carboxydivorans--RS_GCF_000169155.1	51.5%
Sporomusa_sphaeroides--RS_GCF_001941975.1	47.22%
Sporomusa_malonica--RS_GCF_900176355.1	44.39%
Anaerosporomusa_subterranea--RS_GCF_001611555.1	47.08%
Acidaminococcus_intestini--RS_GCF_000425045.1	49.91%
Succinispira_mobilis--RS_GCF_000384135.1	36.24%
Moorella_thermoacetica--RS_GCF_001267405.1	55.95%
Carboxydothermus_hydrogenoformans--RS_GCF_000012865.1	42.05%
Carboxydothermus_pertinax--RS_GCF_001950255.1	40.69%
Thermoanaerobacter_wiegelii--RS_GCF_000147695.2	34.34%
Thermoanaerobacter_pseudethanolicus--RS_GCF_000019085.1	34.51%
Cohnella_thermotolerans--RS_GCF_000429825.1	58.22%
Alicyclobacillus_acidocaldarius--RS_GCF_000024285.1	61.89%
Desulfosporosinus_orientis--RS_GCF_000235605.1	42.85%
Megasphaera_elsdenii--RS_GCF_003010495.1	52.78%
Staphylococcus_croceilyticus--GB_GCA_002902575.1	33.34%
Bacillus_ndiopicus--RS_GCF_000612805.1	37.03%
Ureibacillus_thermosphaericus--RS_GCF_012396605.1	35.71%
Paenibacillus_taiwanensis--RS_GCF_000425125.1	44.79%
Cohnella_phaseoli--RS_GCF_003386235.1	53.6%
Alicyclobacillus_kakegawensis--RS_GCF_001552655.1	59.11%
