#Matching species	Similarity (%)
Halomicrobium zhouii--Haloarculaceae--HM063952 (Valid)	76.4222069910898
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	76.35366689513366
Halodesulfurarchaeum formicicum--Halobacteriaceae--CP016804 (Valid)	75.94242631939684
Halosimplex litoreum--Haloarculaceae--KM386641 (Valid)	75.82191780821917
Halomicrobium mukohataei--Haloarculaceae--EF645690 (Valid)	75.68493150684932
Haloarcula tradensis--Haloarculaceae--FJ429313 (Valid)	75.46264564770391
Halomicroarcula limicola--Haloarculaceae--JQ237128 (Valid)	75.32556545579165
Natronoarchaeum mannanilyticum--Halobacteriaceae--AB935415 (Valid)	75.25702535983551
Natronoarchaeum philippinense--Halobacteriaceae--AB457580 (Valid)	75.10518934081347
Halorientalis brevis--Haloarculaceae--JQ237120 (Valid)	75.06849315068493
Haloarcula sebkhae--Haloarculaceae--HQ844527 (Valid)	75.0
Halorhabdus tiamatea--Haloarculaceae--AB663399 (Valid)	74.93150684931507
Halomicroarcula amylolytica--Haloarculaceae--MH620372--NOT VALID	74.8457847840987
Halorhabdus utahensis--Haloarculaceae--CP001687 (Valid)	74.72602739726028
Halorientalis pallida--Haloarculaceae--MH447285--NOT VALID	74.58100558659217
Halorientalis persicus--Haloarculaceae--KF313134 (Valid)	74.5632424877708
Halobaculum gomorrense--Halorubraceae--HM159610 (Valid)	74.45205479452055
Halorussus salinus--Halobacteriaceae--KC918821 (Valid)	74.4345442083619
Halomicrobium katesii--Haloarculaceae--EF533994 (Valid)	74.39372325249643
Thermogladius calderae--Desulfurococcaceae--CP003531 (Valid)	74.17582417582418
Halorussus rarus--Halobacteriaceae--GQ282618 (Valid)	74.09184372858122
Methanolacinia petrolearia--Methanomicrobiaceae--CP002117 (Valid)	74.07152682255847
Methanoregula boonei--Methanoregulaceae--DQ282124 (Valid)	73.94023627519111
Haloplanus ruber--Haloferacaceae--HM159597 (Valid)	73.9010989010989
Methanoplanus endosymbiosus--Methanomicrobiaceae--FR733674 (Valid)	73.79642365887207
Halosiccatus urmianus--Halobacteriaceae--KM596805 (Valid)	73.68789363191043
Haloplanus vescus--Haloferacaceae--EU931578 (Valid)	73.56164383561644
Methanolinea tarda--Methanoregulaceae--AB162774 (Valid)	73.50667603654252
Desulfurococcus mucosus--Desulfurococcaceae--CP002363 (Valid)	73.48901098901099
Methanoculleus taiwanensis--Methanomicrobiaceae--KM111599 (Valid)	73.36647727272727
Methanoregula formicica--Methanoregulaceae--AB479390 (Valid)	73.34770114942529
Methanolinea mesophila--Methanoregulaceae--AB447467 (Valid)	73.34770114942529
Methanosphaerula palustris--Methanoregulaceae--CP001338 (Valid)	73.29662766689607
Methanoplanus limicola--Methanomicrobiaceae--AHKP01000003 (Valid)	73.26869806094183
Desulfurococcus amylolyticus--Desulfurococcaceae--AZUU01000002 (Valid)	73.01038062283737
Methanoculleus marisnigri--Methanomicrobiaceae--CP000562 (Valid)	72.97111416781293
Methanospirillum hungatei--Methanospirillaceae--CP000254 (Valid)	72.90233837689132
Methanoculleus chikugoensis--Methanomicrobiaceae--AB038795 (Valid)	72.89325842696628
Methanoculleus thermophilus--Methanomicrobiaceae--AJ862839 (Valid)	72.89073305670816
Methanoculleus hydrogenitrophicus--Methanomicrobiaceae--FJ977567 (Valid)	72.63157894736842
Methanogenium frigidum--Methanomicrobiaceae--FR749908 (Valid)	72.62723521320495
Methanofollis liminatans--Methanomicrobiaceae--AGCO01000007 (Valid)	72.59515570934256
Methanoculleus receptaculi--Methanomicrobiaceae--DQ787476 (Valid)	72.40089753178759
Methanogenium marinum--Methanomicrobiaceae--DQ177344 (Valid)	72.37026647966339
Methanogenium cariaci--Methanomicrobiaceae--FR733663 (Valid)	72.3331039229181
Methanospirillum psychrodurum--Methanospirillaceae--KF153052 (Valid)	72.2463768115942
Methanoculleus horonobensis--Methanomicrobiaceae--AB436897 (Valid)	72.17146872803936
Methanofollis fontis--Methanomicrobiaceae--MG437305--NOT VALID	72.12643678160919
Methanoculleus palmolei--Methanomicrobiaceae--Y16382 (Valid)	71.94950911640954
Methanomethylovorans hollandica--Methanosarcinaceae--AF120163 (Valid)	71.875
