#Matching species	Similarity (%)
Methanonatronarchaeum thermophilum--Methanonatroarchaeaceae--KY449317 (Valid)	73.14225053078556
Methanobrevibacter millerae--Methanobacteriaceae--AY196673 (Valid)	72.98170075349839
Methanobacterium bryantii--Methanobacteriaceae--AY196657 (Valid)	72.98170075349839
Methanobacterium arcticum--Methanobacteriaceae--DQ517520 (Valid)	72.74655355249205
Methanobacterium veterum--Methanobacteriaceae--EF016285 (Valid)	72.64050901378579
Methanothermobacter thermoflexus--Methanobacteriaceae--X99047 (Valid)	72.51336898395722
Methanobrevibacter boviskoreani--Methanobacteriaceae--KC608769 (Valid)	72.48618784530386
Methanobacterium oryzae--Methanobacteriaceae--AF028690 (Valid)	72.39915074309978
Methanobacterium movilense--Methanobacteriaceae--JF812256 (Valid)	72.32237539766702
Methanothermobacter defluvii--Methanobacteriaceae--X99046 (Valid)	72.29299363057325
Methanobacterium subterraneum--Methanobacteriaceae--X99044--NOT VALID	72.28144989339019
Methanobrevibacter arboriphilus--Methanobacteriaceae--AY196665 (Valid)	72.22820236813779
Methanothermobacter marburgensis--Methanobacteriaceae--X15364 (Valid)	72.1868365180467
Methanobacterium aarhusense--Methanobacteriaceae--AY386124 (Valid)	72.18614718614718
Methanothermobacter thermophilus--Methanobacteriaceae--X99048 (Valid)	72.11538461538461
Methanobrevibacter wolinii--Methanobacteriaceae--U55240 (Valid)	72.1102863202545
Methanobacterium formicicum--Methanobacteriaceae--AF169245 (Valid)	72.1102863202545
Methanosphaera stadtmanae--Methanobacteriaceae--CP000102 (Valid)	72.00424178154825
Methanobrevibacter curvatus--Methanobacteriaceae--U62533 (Valid)	71.898197242842
Methanobacterium aggregans--Methanobacteriaceae--KP006499 (Valid)	71.898197242842
Methanobacterium lacus--Methanobacteriaceae--HQ110085 (Valid)	71.898197242842
Methanothermobacter thermautotrophicus--Methanobacteriaceae--AE000666 (Valid)	71.86836518046708
Methanobacterium paludis--Methanobacteriaceae--CP002772 (Valid)	71.79215270413573
Methanobacterium petrolearium--Methanobacteriaceae--AB542742 (Valid)	71.68610816542949
Methanosphaera cuniculi--Methanobacteriaceae--HE582783 (Valid)	71.61016949152543
Methanobrevibacter thaueri--Methanobacteriaceae--U55236 (Valid)	71.58006362672322
Methanobacterium palustre--Methanobacteriaceae--AF093061 (Valid)	71.58006362672322
Methanobrevibacter smithii--Methanobacteriaceae--CP000678 (Valid)	71.5042372881356
Methanobrevibacter gottschalkii--Methanobacteriaceae--U55238 (Valid)	71.47401908801697
Methanobacterium ferruginis--Methanobacteriaceae--AB542743 (Valid)	71.47401908801697
Methanobacterium congolense--Methanobacteriaceae--AF233586 (Valid)	71.47401908801697
Methanobacterium ivanovii--Methanobacteriaceae--AF095261 (Valid)	71.33689839572193
Methanobacterium alcaliphilum--Methanobacteriaceae--AB496639 (Valid)	71.26193001060446
Methanobacterium flexile--Methanobacteriaceae--EU333914 (Valid)	71.26193001060446
Methanothermobacter wolfei--Methanobacteriaceae--AB104858 (Valid)	71.15588547189819
Methanobacterium movens--Methanobacteriaceae--EU366499 (Valid)	71.04984093319194
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	71.04984093319194
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	70.94379639448569
Methanobacterium kanagiense--Methanobacteriaceae--AB368917 (Valid)	70.59447983014861
Methanobacterium thermaggregans--Methanobacteriaceae--AF095264 (Valid)	69.6068012752391
Methanobacterium espanolae--Methanobacteriaceae--AF095260 (Valid)	68.25902335456475
