#Matching species	Similarity (%)
Methanothermobacter thermophilus--Methanobacteriaceae--X99048 (Valid)	78.67730900798176
Methanobrevibacter cuticularis--Methanobacteriaceae--U41095 (Valid)	78.6036036036036
Methanotorris formicicus--Methanocaldococcaceae--AGJL01000032 (Valid)	78.35738068812431
Methanothermobacter thermautotrophicus--Methanobacteriaceae--AE000666 (Valid)	78.2560706401766
Methanothermobacter thermoflexus--Methanobacteriaceae--X99047 (Valid)	78.2122905027933
Methanothermobacter defluvii--Methanobacteriaceae--X99046 (Valid)	78.13540510543841
Methanothermococcus okinawensis--Methanococcaceae--CP002792 (Valid)	78.02441731409544
Methanocaldococcus vulcanius--Methanocaldococcaceae--AF051404 (Valid)	77.98672566371681
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	77.96052631578947
Methanobacterium bryantii--Methanobacteriaceae--AY196657 (Valid)	77.93939393939394
Methanobacterium aarhusense--Methanobacteriaceae--AY386124 (Valid)	77.89987789987791
Methanobrevibacter smithii--Methanobacteriaceae--CP000678 (Valid)	77.8516057585825
Methanothermobacter marburgensis--Methanobacteriaceae--X15364 (Valid)	77.83902976846747
Methanothermobacter wolfei--Methanobacteriaceae--AB104858 (Valid)	77.76536312849161
Methanotorris igneus--Methanocaldococcaceae--CP002737 (Valid)	77.71618625277162
Palaeococcus helgesonii--Thermococcaceae--AY134472 (Valid)	77.71428571428571
Methanobrevibacter arboriphilus--Methanobacteriaceae--AY196665 (Valid)	77.62998790810157
Methanobacterium movens--Methanobacteriaceae--EU366499 (Valid)	77.55331088664423
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	77.5330396475771
Methanobrevibacter ruminantium--Methanobacteriaceae--CP001719 (Valid)	77.53058954393771
Methanobacterium alcaliphilum--Methanobacteriaceae--AB496639 (Valid)	77.51677852348993
Methanothermococcus thermolithotrophicus--Methanococcaceae--AQXV01000039 (Valid)	77.46947835738068
Methanobacterium veterum--Methanobacteriaceae--EF016285 (Valid)	77.41203178206584
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	77.34375
Methanobacterium oryzae--Methanobacteriaceae--AF028690 (Valid)	77.29789590254707
Geoglobus ahangari--Archaeoglobaceae--AF220165 (Valid)	77.10437710437711
Methanococcus voltae--Methanococcaceae--M59290 (Valid)	77.06013363028953
Methanobacterium lacus--Methanobacteriaceae--HQ110085 (Valid)	77.04194260485652
Archaeoglobus veneficus--Archaeoglobaceae--CP002588 (Valid)	77.03296703296704
Methanobacterium arcticum--Methanobacteriaceae--DQ517520 (Valid)	76.95700110253583
Methanococcus aeolicus--Methanococcaceae--CP000743 (Valid)	76.91453940066593
Methanobacterium aggregans--Methanobacteriaceae--KP006499 (Valid)	76.85393258426966
Methanobacterium paludis--Methanobacteriaceae--CP002772 (Valid)	76.78767876787678
Archaeoglobus sulfaticallidus--Archaeoglobaceae--FJ810190 (Valid)	76.75977653631286
Methanobacterium subterraneum--Methanobacteriaceae--X99044--NOT VALID	76.73888255416192
Methanobacterium flexile--Methanobacteriaceae--EU333914 (Valid)	76.7337807606264
Methanobacterium ferruginis--Methanobacteriaceae--AB542743 (Valid)	76.64804469273743
Methanocaldococcus jannaschii--Methanocaldococcaceae--L77117 (Valid)	76.5934065934066
Methanofollis formosanus--Methanomicrobiaceae--AY186542 (Valid)	76.49769585253456
Methanobacterium congolense--Methanobacteriaceae--AF233586 (Valid)	76.38418079096046
Archaeoglobus infectus--Archaeoglobaceae--AB274307 (Valid)	76.34285714285714
Archaeoglobus profundus--Archaeoglobaceae--CP001857 (Valid)	76.2987012987013
Thermococcus zilligii--Thermococcaceae--AJLF01000002 (Valid)	76.2114537444934
Thermogladius calderae--Desulfurococcaceae--CP003531 (Valid)	76.19047619047619
Methanosphaera cuniculi--Methanobacteriaceae--HE582783 (Valid)	76.12761276127613
Staphylothermus hellenicus--Desulfurococcaceae--CP002051 (Valid)	75.64935064935064
Ferroglobus placidus--Archaeoglobaceae--CP001899 (Valid)	75.56756756756758
Ignisphaera aggregans--Desulfurococcaceae--DQ060321 (Valid)	75.45945945945945
Geoglobus acetivorans--Archaeoglobaceae--FJ216404 (Valid)	75.0
Desulfurococcus amylolyticus--Desulfurococcaceae--AZUU01000002 (Valid)	74.4864864864865
