#Species	GC%
Desulfohalovibrio_reitneri--RS_GCF_000711295.1	65.47%
Desulfofustis_glycolicus--RS_GCF_900130015.1	56.31%
Geobacter_pelophilus--RS_GCF_002117975.1	60.59%
Geoalkalibacter_subterraneus--RS_GCF_000827125.1	56.68%
Thermodesulfatator_indicus--RS_GCF_000217795.1	42.43%
Thermodesulfatator_atlanticus--GB_GCA_011321895.1	53.76%
Bacillus_ndiopicus--RS_GCF_000612805.1	37.03%
Pradoshia_eiseniae--RS_GCF_002946355.1	42.54%
Neobacillus_jeddahensis--RS_GCF_000612625.1	39.42%
Mesobacillus_foraminis--RS_GCF_004340465.1	42.97%
Geobacillus_lituanicus--GB_GCA_002243605.1	52.14%
Geobacillus_kaustophilus--RS_GCF_000948285.1	51.69%
Geobacillus_vulcani--RS_GCF_000733845.1	52.4%
Geobacillus_proteiniphilus--RS_GCF_001908025.1	51.76%
Geobacillus_thermocatenulatus--RS_GCF_002217655.1	51.77%
Geobacillus_stearothermophilus--RS_GCF_001277805.1	53.05%
Geobacillus_jurassicus--RS_GCF_001544315.1	52.22%
Geobacillus_icigianus--RS_GCF_000750005.1	52.03%
Geobacillus_thermodenitrificans--RS_GCF_000496575.1	49.05%
Geobacillus_subterraneus--RS_GCF_001618685.1	52.2%
Parageobacillus_thermoglucosidasius--RS_GCF_001655645.1	43.15%
Metabacillus_indicus--RS_GCF_000708755.2	44.38%
Melghirimyces_thermohalophilus--RS_GCF_900102685.1	52.91%
Anoxybacter_fermentans--RS_GCF_003991135.1	35.88%
Marmoricola_mangrovicus--RS_GCF_003674065.1	71.95%
Calderihabitans_maritimus--RS_GCF_002207765.1	47.02%
Moorella_thermoacetica--RS_GCF_001267405.1	55.95%
Thioalkalivibrio_versutus--RS_GCF_001999325.1	66.35%
Halorhodospira_halophila--RS_GCF_000015585.1	67.98%
Metabacillus_fastidiosus--RS_GCF_001591625.1	35.1%
Melghirimyces_algeriensis--RS_GCF_900182565.1	46.4%
Marmoricola_aurantiacus--RS_GCF_003752505.1	72.71%
Spongiibacter_tropicus--RS_GCF_000420325.1	57.28%
Lamprocystis_purpurea--RS_GCF_000379525.1	64.29%
Thioalkalivibrio_nitratireducens--RS_GCF_000321415.2	66.5%
Halorhodospira_halochloris--RS_GCF_002356555.2	56.03%
Methylohalobius_crimeensis--RS_GCF_000421465.1	58.28%
Desulfovibrio_alaskensis--RS_GCF_000482745.1	57.96%
