#Species	GC%
Massilia_eurypsychrophila--RS_GCF_002760655.1	63.96%
Massilia_plicata--RS_GCF_004421005.1	65.04%
Massilia_buxea--RS_GCF_009720835.1	65.91%
Duganella_phyllosphaerae--RS_GCF_001758785.1	63.68%
Duganella_pernnla--RS_GCF_009857535.1	63.18%
Duganella_levis--RS_GCF_009857605.1	62.49%
Janthinobacterium_violaceinigrum--RS_GCF_009208555.1	63.43%
Janthinobacterium_lividum--RS_GCF_000242815.1	60.6%
Janthinobacterium_agaricidamnosum--RS_GCF_000723165.1	61.05%
Herminiimonas_fonticola--RS_GCF_003293745.1	51.59%
Herbaspirillum_rubrisubalbicans--RS_GCF_003719195.1	61.5%
Nitrosomonas_aestuarii--RS_GCF_003046585.1	44.36%
Zavarzinia_aquatilis--RS_GCF_003173035.1	67.19%
Geothermobacter_ehrlichii--RS_GCF_008124615.1	61.86%
Desulfuribacillus_stibiiarsenatis--RS_GCF_001742305.1	38.18%
Desulfitobacterium_metallireducens--RS_GCF_000231405.2	41.89%
Halanaerobium_congolense--RS_GCF_004366375.1	33.1%
Halanaerobium_saccharolyticum--RS_GCF_003053565.1	35.69%
Halanaerobium_praevalens--RS_GCF_000165465.1	30.29%
Halanaerobium_kushneri--RS_GCF_900156285.1	34.18%
Halanaerobium_salsuginis--RS_GCF_900114545.1	32.73%
Halothermothrix_orenii--RS_GCF_000020485.1	37.88%
Halarsenatibacter_silvermanii--RS_GCF_900103135.1	45.07%
Massilia_timonae--RS_GCF_000315425.1	64.38%
Duganella_zoogloeoides--GB_GCA_000383895.1	63.64%
Herbaspirillum_seropedicae--RS_GCF_001040945.1	63.4%
Nitrosomonas_europaea--RS_GCF_900167395.1	50.69%
Desulfuribacillus_alkaliarsenatis--RS_GCF_001730225.1	37.52%
Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	44.97%
Aestuariirhabdus_litorea--RS_GCF_003864255.1	59.82%
Cellvibrio_japonicus--RS_GCF_000019225.1	51.99%
Massilia_namucuonensis--RS_GCF_900116645.1	66.67%
Massilia_frigida--RS_GCF_011682175.1	63.68%
Massilia_rubra--RS_GCF_011682065.1	63.8%
Massilia_mucilaginosa--RS_GCF_011682145.1	64.16%
Massilia_violaceinigra--RS_GCF_002752675.1	63.47%
Massilia_atriviolacea--RS_GCF_003953935.1	65.36%
