#Species	GC%
Paenibacillus_ginsengihumi--RS_GCF_000380965.1	57.06%
Paenibacillus_guangzhouensis--RS_GCF_009363075.1	47.5%
Paenibacillus_lupini--RS_GCF_011761355.1	46.84%
Paenibacillus_flagellatus--RS_GCF_003217775.1	59.92%
Alkalihalobacillus_hemicellulosilyticus--RS_GCF_000513115.1	38.18%
Risungbinella_massiliensis--RS_GCF_000942395.1	40.25%
Thermohalobacter_berrensis--RS_GCF_003609645.1	29.82%
Clostridium_neonatale--RS_GCF_001458595.1	28.42%
Clostridium_isatidis--RS_GCF_002285495.1	28.91%
Clostridium_tarantellae--RS_GCF_009295725.1	25.77%
Clostridium_perfringens--RS_GCF_000013285.1	28.38%
Clostridium_amylolyticum--RS_GCF_900142075.1	32.07%
Clostridium_cavendishii--RS_GCF_900141845.1	27.87%
Clostridium_collagenovorans--RS_GCF_900130005.1	28.88%
Acetivibrio_cellulolyticus--RS_GCF_000179595.2	35.49%
Acetivibrio_alkalicellulosi--GB_GCA_008125075.1	31.66%
Petroclostridium_xylanilyticum--RS_GCF_002252565.1	37.24%
Mycobacterium_basiliense--RS_GCF_900292015.1	65.02%
Mycobacterium_marinum--RS_GCF_003391395.1	65.72%
Mycobacterium_aquaticum--RS_GCF_002086485.1	66.48%
Dietzia_psychralcaliphila--RS_GCF_003096095.1	69.66%
Dietzia_lutea--RS_GCF_003096075.1	70.9%
Antrihabitans_stalactiti--RS_GCF_012932915.1	63.81%
Pseudonocardia_cypriaca--RS_GCF_006717045.1	72.74%
Actinoallomurus_bryophytorum--RS_GCF_006716425.1	70.11%
Blastococcus_atacamensis--RS_GCF_002938425.1	73.09%
Acidothermus_cellulolyticus--RS_GCF_000015025.1	66.91%
Alkalihalobacillus_alcalophilus--RS_GCF_000292245.2	37.39%
Pseudonocardia_thermophila--RS_GCF_900142365.1	72.93%
Blastococcus_aggregatus--RS_GCF_900221005.1	73.32%
Desulfurispirillum_indicum--RS_GCF_000177635.2	56.11%
Allofustis_seminis--RS_GCF_000374325.1	37.58%
Listeria_goaensis--RS_GCF_900186125.1	40.3%
Listeria_valentina--RS_GCF_011800755.1	40.07%
Listeria_costaricensis--RS_GCF_900183385.1	43.63%
Paenibacillus_helianthi--RS_GCF_001909055.1	49.43%
Paenibacillus_ferrarius--RS_GCF_002027705.1	45.64%
