#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
c_000000021275_25    -          TIGR00037            TIGR00037    5.2e-38  125.6   0.8   5.4e-38  125.5   0.8   1.0   1   0   0   1   1   1   1 # 21024 # 21434 # -1 # ID=6_25;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.389
c_000000000079_178   -          TIGR00042            TIGR00042    7.1e-36  119.1   0.0   8.2e-36  118.8   0.0   1.0   1   0   0   1   1   1   1 # 211380 # 211910 # -1 # ID=1_178;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.411
c_000000000151_230   -          TIGR00064            TIGR00064    7.7e-83  273.7   0.9   9.8e-83  273.3   0.9   1.1   1   0   0   1   1   1   1 # 218817 # 219836 # 1 # ID=3_230;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.411
c_000000000079_175   -          TIGR00065            TIGR00065   4.9e-128  423.1  15.4  6.3e-128  422.7  15.4   1.0   1   0   0   1   1   1   1 # 209631 # 210677 # 1 # ID=1_175;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.440
c_000000000151_170   -          TIGR00065            TIGR00065   2.6e-111  368.1  14.5  3.1e-111  367.8  14.5   1.0   1   0   0   1   1   1   1 # 160182 # 161213 # 1 # ID=3_170;partial=00;start_type=ATG;rbs_motif=AGGAG(G)/GGAGG;rbs_spacer=13-15bp;gc_cont=0.438
c_000000000079_27    -          TIGR00111            TIGR00111    3.8e-62  206.3   7.5   4.1e-62  206.2   7.5   1.0   1   0   0   1   1   1   1 # 63305 # 64336 # 1 # ID=1_27;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.391
c_000000000123_46    -          TIGR00134            TIGR00134   6.3e-126  416.8   1.9  1.7e-104  345.9   0.2   2.0   1   1   1   2   2   1   1 # 39269 # 40678 # 1 # ID=2_46;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.399
c_000000000123_235   -          TIGR00264            TIGR00264    2.8e-31  103.9   3.4     3e-31  103.8   3.4   1.0   1   0   0   1   1   1   1 # 215396 # 215734 # -1 # ID=2_235;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.407
c_000000000123_124   -          TIGR00279            TIGR00279    9.5e-52  170.9   2.2   1.1e-51  170.6   2.2   1.1   1   0   0   1   1   1   1 # 108361 # 108891 # -1 # ID=2_124;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.416
c_000000021275_1     -          TIGR00283            TIGR00283    5.5e-38  125.6   0.5   6.3e-38  125.4   0.5   1.0   1   0   0   1   1   1   1 # 46 # 387 # 1 # ID=6_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.462
c_000000000079_146   -          TIGR00291            TIGR00291    8.6e-50  165.0   1.7     1e-49  164.8   1.7   1.0   1   0   0   1   1   1   1 # 184266 # 184973 # 1 # ID=1_146;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.412
c_000000000151_229   -          TIGR00293            TIGR00293      2e-16   56.1   3.6   2.3e-16   55.9   3.6   1.0   1   0   0   1   1   1   1 # 218464 # 218817 # 1 # ID=3_229;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.367
c_000000000079_248   -          TIGR00307            TIGR00307    3.8e-34  113.3   5.1   4.1e-34  113.2   5.1   1.0   1   0   0   1   1   1   1 # 273901 # 274281 # 1 # ID=1_248;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.388
