#Matching species	Similarity (%)
Oceanipulchritudo coccoides--Puniceicoccaceae--MN689931--NOT VALID	90.83769633507853
Ruficoccus amylovorans--Puniceicoccaceae--KT751307 (Valid)	86.87350835322196
Coraliomargarita akajimensis--Puniceicoccaceae--CP001998 (Valid)	85.97285067873304
Coraliomargarita sinensis--Puniceicoccaceae--MG490168 (Valid)	85.29411764705883
Cerasicoccus arenae--Puniceicoccaceae--AB292183 (Valid)	84.91484184914842
Puniceicoccus vermicola--Puniceicoccaceae--DQ539046 (Valid)	84.81927710843374
Pelagicoccus croceus--Puniceicoccaceae--AB297922 (Valid)	84.66981132075472
Pelagicoccus albus--Puniceicoccaceae--AB286016 (Valid)	83.88625592417061
Pelagicoccus mobilis--Puniceicoccaceae--AB286015 (Valid)	83.88625592417061
Roseibacillus ishigakijimensis--Verrucomicrobiaceae--AB331888 (Valid)	83.7378640776699
Pelagicoccus litoralis--Puniceicoccaceae--AB286017 (Valid)	83.53221957040573
Akkermansia muciniphila--Akkermansiaceae--CP001071 (Valid)	83.29297820823246
Haloferula sargassicola--Verrucomicrobiaceae--AB372856 (Valid)	83.17073170731707
Luteolibacter flavescens--Verrucomicrobiaceae--KX185934 (Valid)	83.05489260143199
Cephaloticoccus primus--Opitutaceae--KM066004 (Valid)	82.94930875576037
Oleiharenicola lentus--Opitutaceae--MH493678--NOT VALID	82.89786223277909
Alterococcus agarolyticus--Opitutaceae--AF075271 (Valid)	82.52427184466019
Cephaloticoccus capnophilus--Opitutaceae--KM066003 (Valid)	82.48847926267281
Haloferula phyci--Verrucomicrobiaceae--AB372854 (Valid)	82.28155339805825
Geminisphaera colitermitum--Opitutaceae--ABEA03000104 (Valid)	82.17592592592592
Roseibacillus ponti--Verrucomicrobiaceae--AB331889 (Valid)	82.09718670076727
Roseibacillus persicicus--Verrucomicrobiaceae--AB331890 (Valid)	82.03883495145631
Persicirhabdus sediminis--Verrucomicrobiaceae--AB331886 (Valid)	81.79611650485437
Opitutus terrae--Opitutaceae--CP001032 (Valid)	81.71296296296296
Akkermansia glycaniphila--Akkermansiaceae--KT254068 (Valid)	81.63265306122449
Haloferula harenae--Verrucomicrobiaceae--AB372852 (Valid)	81.28205128205128
Nibricoccus aquaticus--Opitutaceae--CP023344 (Valid)	81.00686498855835
Ereboglobus luteus--Opitutaceae--KU670677 (Valid)	80.91787439613528
Jatrophihabitans fulvus--Jatrophihabitantaceae--KF056992 (Valid)	80.54187192118226
Luteolibacter arcticus--Verrucomicrobiaceae--KP101281 (Valid)	80.10335917312662
Haloferula rosea--Verrucomicrobiaceae--AB372853 (Valid)	80.09708737864078
Luteolibacter pohnpeiensis--Verrucomicrobiaceae--AB331895 (Valid)	80.04866180048663
Luteolibacter gellanilyticus--Verrucomicrobiaceae--LN833280 (Valid)	80.0
Rariglobus hedericola--Opitutaceae--MN197844--NOT VALID	79.45205479452055
Nocardioides silvaticus--Nocardioidaceae--MH341589 (Valid)	79.4486215538847
Oleiharenicola alkalitolerans--Opitutaceae--KJ721192 (Valid)	79.33884297520662
Tenggerimyces mesophilus--Actinopolymorphaceae--KP284443 (Valid)	79.24528301886792
Terrimicrobium sacchariphilum--Terrimicrobiaceae--GU129926 (Valid)	78.92156862745098
Nitratiruptor tergarcus--Nautiliaceae--AB175499 (Valid)	78.78048780487805
Luteolibacter luojiensis--Verrucomicrobiaceae--JN630810 (Valid)	78.66666666666666
Microbacterium suaedae--Microbacteriaceae--MF084212 (Valid)	78.55477855477857
Luteolibacter yonseiensis--Verrucomicrobiaceae--JQ319003 (Valid)	78.49462365591397
Gryllotalpicola reticulitermitis--Microbacteriaceae--JQ864374 (Valid)	78.3529411764706
Brachybacterium avium--Dermabacteraceae--CP022316 (Valid)	78.32167832167832
Brevibacterium samyangense--Brevibacteriaceae--DQ344485 (Valid)	78.0361757105943
Haloferula chungangensis--Verrucomicrobiaceae--JN001489 (Valid)	77.77777777777779
Gryllotalpicola protaetiae--Microbacteriaceae--MH989595--NOT VALID	77.7262180974478
Brachybacterium vulturis--Dermabacteraceae--CP023563 (Valid)	77.3892773892774
Sinomonas mesophila--Micrococcaceae--KJ809567 (Valid)	77.23004694835682
Peptoclostridium acidaminophilum--Peptostreptococcaceae--CP007452 (Valid)	77.1689497716895
