#Species	GC%
Novosphingobium_malaysiense--RS_GCF_000802225.1	63.36%
Cohaesibacter_intestini--RS_GCF_003324485.1	55.58%
Parvibaculum_lavamentivorans--RS_GCF_000017565.1	62.33%
Filomicrobium_insigne--RS_GCF_900104305.1	57.4%
Hyphomicrobium_zavarzinii--RS_GCF_000383415.1	63.66%
Bartonella_kosoyi--RS_GCF_003606325.2	38.4%
Bartonella_tribocorum--RS_GCF_000196435.1	38.82%
Bartonella_krasnovii--RS_GCF_003606345.3	38.1%
Bartonella_birtlesii--RS_GCF_000273375.1	37.11%
Bartonella_doshiae--RS_GCF_000278155.1	37.66%
Bartonella_quintana--RS_GCF_009936175.1	38.76%
Brucella_anthropi--RS_GCF_000017405.1	56.13%
Brucella_cytisi--GB_GCA_012103075.1	55.6%
Brucella_melitensis--RS_GCF_000007125.1	57.22%
Salaquimonas_pukyongi--RS_GCF_001953055.1	58.59%
Nitratireductor_indicus--RS_GCF_000300515.1	60.85%
Oceanibacterium_hippocampi--RS_GCF_900172325.1	66.66%
Hypericibacter_terrae--RS_GCF_008728855.1	66.02%
Oceanibaculum_pacificum--RS_GCF_001618175.1	65.69%
Azospirillum_oryzae--RS_GCF_008364795.1	67.36%
Azospirillum_griseum--RS_GCF_003966125.1	66.57%
Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1	63.39%
Niveispirillum_lacus--RS_GCF_002251795.1	62.17%
Oleisolibacter_albus--RS_GCF_003336875.1	68.21%
Magnetospirillum_kuznetsovii--RS_GCF_003284725.1	63.44%
Magnetospirillum_gryphiswaldense--RS_GCF_000513295.1	63.28%
Magnetospirillum_molischianum--RS_GCF_000294655.1	61.51%
Roseospira_marina--RS_GCF_014197855.1	67.79%
Roseospira_navarrensis--RS_GCF_009601025.1	69.71%
Rhodospira_trueperi--RS_GCF_900101965.1	67.02%
Pararhodospirillum_photometricum--RS_GCF_000284415.1	64.74%
Rhodospirillum_rubrum--RS_GCF_000013085.1	65.38%
Caenispirillum_bisanense--RS_GCF_900230255.1	70.16%
Roseospirillum_parvum--RS_GCF_900100455.1	69.9%
Cohaesibacter_gelatinilyticus--RS_GCF_900215605.1	50.47%
Nitratireductor_aquibiodomus--RS_GCF_000615975.1	61.35%
Oceanibaculum_indicum--RS_GCF_000299935.1	65.5%
Pararhodospirillum_oryzae--RS_GCF_007992075.1	66.98%
Oceanicella_actignis--RS_GCF_008124525.1	72.34%
Marinicaulis_flavus--RS_GCF_002943565.1	60.62%
Sandarakinorhabdus_cyanobacteriorum--RS_GCF_002251755.1	66.16%
Sandarakinorhabdus_limnophila--RS_GCF_000420765.1	64.49%
