#Matching species	Similarity (%)
Roseospirillum parvum--Rhodospirillaceae--FNCV01000025 (Valid)	86.0587002096436
Magnetospira thiophila--Thalassospiraceae--EU861390 (Valid)	85.60687432867884
Roseospira marina--Rhodospirillaceae--AJ298879 (Valid)	84.87124463519314
Pararhodospirillum photometricum--Rhodospirillaceae--HE663493 (Valid)	84.85804416403786
Salaquimonas pukyongi--Phyllobacteriaceae--MG889584--NOT VALID	84.82613277133825
Roseospira navarrensis--Rhodospirillaceae--AJ298880 (Valid)	84.75675675675676
Marispirillum indicum--Rhodospirillaceae--EU642410 (Valid)	84.63157894736842
Oleisolibacter albus--Rhodospirillaceae--MH244128--NOT VALID	84.52631578947368
Rhodospirillum rubrum--Rhodospirillaceae--CP000230 (Valid)	84.5100105374078
Butyratibacter algicola--Tepidamorphaceae--KX989462 (Valid)	84.43743427970557
Caenispirillum bisanense--Rhodospirillaceae--EF100694 (Valid)	84.3010752688172
Rhodospira trueperi--Rhodospirillaceae--X99671 (Valid)	84.28270042194093
Parvibaculum lavamentivorans--Parvibaculaceae--CP000774 (Valid)	84.22712933753942
Oleiliquidispirillum nitrogeniifigens--Rhodospirillaceae--MK373037--NOT VALID	84.15529905561385
Niveispirillum cyanobacteriorum--Azospirillaceae--KJ862840 (Valid)	84.08851422550052
Brucella anthropi--Brucellaceae--CP000758--NOT VALID	84.07172995780591
Brucella cytisi--Brucellaceae--AY776289--NOT VALID	84.07172995780591
Bartonella tribocorum--Bartonellaceae--AM260525 (Valid)	84.0670859538784
Filomicrobium insigne--Hyphomicrobiaceae--EF117253 (Valid)	84.05491024287223
Marinicauda salina--Hyphomonadaceae--MG601758--NOT VALID	84.01682439537329
Bartonella birtlesii--Bartonellaceae--AKIP01000005 (Valid)	84.01682439537329
Oceanibaculum pacificum--Thalassobaculaceae--FJ463255 (Valid)	84.01682439537329
Aquaspirillum polymorphum--Chromobacteriaceae--FJ562215 (Valid)	84.01682439537329
Azospirillum soli--Azospirillaceae--KC297124 (Valid)	83.97435897435898
Bartonella kosoyi--Bartonellaceae--MN627780--NOT VALID	83.9622641509434
Brucella microti--Brucellaceae--CP001579 (Valid)	83.92857142857143
Brucella melitensis--Brucellaceae--AF220149 (Valid)	83.92857142857143
Sandarakinorhabdus limnophila--Sphingosinicellaceae--ATVO01000004 (Valid)	83.91167192429022
Altererythrobacter marinus--Erythrobacteraceae--EU726272 (Valid)	83.91167192429022
Oceanibacterium hippocampi--Sneathiellaceae--FN687912 (Valid)	83.91167192429022
Brucella lupini--Brucellaceae--AY457038--NOT VALID	83.8777660695469
Bartonella quintana--Bartonellaceae--M11927 (Valid)	83.85744234800838
Marinicaulis flavus--"Parvularculaceae"--KY861741 (Valid)	83.80651945320714
Novosphingobium malaysiense--Erythrobacteraceae--KC907395 (Valid)	83.80651945320714
Cohaesibacter intestini--Cohaesibacteraceae--MH396689--NOT VALID	83.80651945320714
Nitratireductor indicus--Phyllobacteriaceae--GU447302 (Valid)	83.77239199157007
Bartonella krasnovii--Bartonellaceae--MN627781--NOT VALID	83.75262054507337
Bartonella taylorii--Bartonellaceae--Z31350 (Valid)	83.73557187827912
Bartonella doshiae--Bartonellaceae--AILV01000006 (Valid)	83.70136698212409
Hypericibacter terrae--Rhodospirillaceae--MG271952--NOT VALID	83.70136698212409
Sandarakinorhabdus cyanobacteriorum--Sphingosinicellaceae--MG519281 (Valid)	83.63064008394544
Oceanicella actignis--Rhodobacteraceae--JQ864435 (Valid)	83.56164383561644
Azospirillum griseum--Azospirillaceae--MH997485--NOT VALID	83.56164383561644
Niveispirillum lacus--Azospirillaceae--MF776580 (Valid)	83.56164383561644
Magnetospirillum kuznetsovii--Rhodospirillaceae--MH571849 (Valid)	83.33333333333334
Magnetospirillum gryphiswaldense--Rhodospirillaceae--AM085146 (Valid)	83.2807570977918
Magnetospirillum molischianum--Rhodospirillaceae--FR733695--NOT VALID	83.21013727560718
Azospirillum canadense--Azospirillaceae--HM636056 (Valid)	83.17560462670873
Hyphomicrobium zavarzinii--Hyphomicrobiaceae--ARTG01000014 (Valid)	83.15789473684211
Azospirillum oryzae--Azospirillaceae--AB185396 (Valid)	83.15789473684211
