#Species	GC%
Nitrococcus_mobilis--RS_GCF_000153205.1	59.87%
Halorhodospira_halophila--RS_GCF_000015585.1	67.98%
Alkalispirillum_mobile--RS_GCF_003664325.1	66.38%
Alkalilimnicola_ehrlichii--RS_GCF_003399765.1	58.58%
Bilophila_wadsworthia--RS_GCF_000701705.1	59.22%
Desulfohalovibrio_reitneri--RS_GCF_000711295.1	65.47%
Desulfohalovibrio_alkalitolerans--RS_GCF_000422245.1	64.48%
Desulforegula_conservatrix--RS_GCF_000426225.1	42.35%
Geoalkalibacter_ferrihydriticus--RS_GCF_000820505.1	57.94%
Thermoactinomyces_daqus--RS_GCF_000763315.1	48.83%
Marininema_halotolerans--RS_GCF_900116235.1	44.78%
Melghirimyces_algeriensis--RS_GCF_900182565.1	46.4%
Melghirimyces_profundicolus--RS_GCF_003054245.1	55.07%
Melghirimyces_thermohalophilus--RS_GCF_900102685.1	52.91%
Rubrobacter_radiotolerans--RS_GCF_900175965.1	66.52%
Rubrobacter_xylanophilus--RS_GCF_007164525.1	68.69%
Alcanivorax_borkumensis--RS_GCF_000009365.1	54.73%
Thiocapsa_roseopersicina--RS_GCF_900106925.1	64.32%
Thermoactinomyces_vulgaris--RS_GCF_003688725.1	47.9%
Marininema_mesophilum--RS_GCF_900106775.1	44.8%
Microbulbifer_marinus--RS_GCF_900107725.1	59.75%
Microbulbifer_aggregans--RS_GCF_001750105.1	58.85%
Alcanivorax_nanhaiticus--RS_GCF_000756665.1	56.44%
Alcanivorax_sediminis--RS_GCF_009601165.1	57.15%
Thiocapsa_marina--RS_GCF_000223985.1	64.11%
Lamprocystis_purpurea--RS_GCF_000379525.1	64.29%
Thiohalocapsa_marina--RS_GCF_008632335.1	65.94%
Thioflavicoccus_mobilis--RS_GCF_000327045.1	65.59%
Sulfurivirga_caldicuralii--RS_GCF_900141795.1	59.19%
Spiribacter_curvatus--RS_GCF_000485905.1	63.86%
Spiribacter_salinus--RS_GCF_000319575.2	62.65%
