#Species	GC%
Paenibacillus_taihuensis--RS_GCF_003386535.1	51.6%
Paenibacillus_humicus--RS_GCF_004000905.1	58.07%
Paenibacillus_cellulosilyticus--RS_GCF_003182255.1	50.44%
Paenibacillus_catalpae--RS_GCF_900112695.1	49.47%
Alkalihalobacillus_shacheensis--RS_GCF_001484965.1	47.11%
Alkalihalobacillus_clausii--RS_GCF_001598215.1	44.28%
Brevibacillus_porteri--RS_GCF_003013475.1	47.12%
Brevibacillus_fortis--RS_GCF_003013395.1	47.15%
Laceyella_sediminis--RS_GCF_003003125.1	48.9%
Laceyella_sacchari--RS_GCF_004343255.1	48.67%
Gordonia_amarae--RS_GCF_000241345.1	67.45%
Alkalispirochaeta_alkalica--RS_GCF_000373545.1	60.23%
Alkalispirochaeta_americana--RS_GCF_900156105.1	57.54%
Spirochaeta_africana--RS_GCF_000242595.2	57.77%
Salinispira_pacifica--RS_GCF_000507245.1	51.86%
Spirochaeta_lutea--RS_GCF_000758165.1	53.74%
Sphaerochaeta_globosa--RS_GCF_000190435.1	48.87%
Sphaerochaeta_halotolerans--RS_GCF_003429665.1	46.75%
Sediminispirochaeta_bajacaliforniensis--RS_GCF_000378205.1	49.15%
Treponema_caldarium--RS_GCF_000219725.1	45.58%
Enterococcus_faecalis--RS_GCF_000392875.1	37.58%
Planococcus_citreus--RS_GCF_003664125.1	48.57%
Alkalihalobacillus_alcalophilus--RS_GCF_000292245.2	37.39%
Enterococcus_sulfureus--RS_GCF_000407605.1	37.91%
Enterococcus_italicus--RS_GCF_000185365.1	37.43%
Enterococcus_cecorum--RS_GCF_000407565.1	36.49%
Listeria_goaensis--RS_GCF_900186125.1	40.3%
Listeria_valentina--RS_GCF_011800755.1	40.07%
Listeria_costaricensis--RS_GCF_900183385.1	43.63%
Salinicoccus_roseus--RS_GCF_003814515.1	49.54%
Planococcus_maitriensis--RS_GCF_003289925.1	49.91%
Paenibacillus_taiwanensis--RS_GCF_000425125.1	44.79%
Paenibacillus_montanisoli--RS_GCF_003268025.1	52.82%
