#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
c_000000056139_12    -          TIGR00006            TIGR00006    4.9e-90  299.7   0.0   5.8e-90  299.5   0.0   1.0   1   0   0   1   1   1   1 # 10554 # 11594 # 1 # ID=195_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.733
c_000000432187_2     -          TIGR00019            TIGR00019     4e-136  451.3   0.1  4.7e-136  451.1   0.1   1.0   1   0   0   1   1   1   1 # 837 # 1910 # 1 # ID=815_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.716
c_000000288218_1     -          TIGR00020            TIGR00020   1.2e-101  338.0   1.0  1.3e-101  337.8   1.0   1.0   1   0   0   1   1   1   1 # 2 # 733 # 1 # ID=136_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.687
c_000000073192_6     -          TIGR00029            TIGR00029    1.9e-21   74.0  14.9   2.1e-21   73.9  14.9   1.0   1   0   0   1   1   1   1 # 4556 # 4810 # -1 # ID=464_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.647
c_000000114946_6     -          TIGR00042            TIGR00042    9.3e-45  149.9   0.0     1e-44  149.8   0.0   1.0   1   0   0   1   1   1   1 # 6249 # 6824 # -1 # ID=507_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.731
c_000000137539_6     -          TIGR00043            TIGR00043    8.5e-28   94.4   0.0     1e-27   94.1   0.0   1.1   1   0   0   1   1   1   1 # 4418 # 4936 # -1 # ID=841_6;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.740
c_000000306584_3     -          TIGR00054            TIGR00054    6.7e-38  128.3   1.4   3.3e-24   83.1   0.2   2.5   1   1   1   2   2   1   1 # 2109 # 3362 # -1 # ID=532_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.674
c_000000194480_2     -          TIGR00059            TIGR00059    2.8e-33  112.3   0.8   3.4e-33  112.0   0.8   1.0   1   0   0   1   1   1   1 # 697 # 1065 # -1 # ID=501_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.664
c_000000255793_2     -          TIGR00064            TIGR00064     5e-102  338.5   0.1  6.1e-102  338.3   0.1   1.1   1   0   0   1   1   1   1 # 1631 # 2779 # 1 # ID=755_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.699
c_000000172696_5     -          TIGR00065            TIGR00065     5e-125  415.1  10.0  6.5e-125  414.7  10.0   1.0   1   0   0   1   1   1   1 # 2442 # 3536 # -1 # ID=768_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.689
c_000000670191_3     -          TIGR00082            TIGR00082    3.1e-16   57.6   0.0   3.9e-16   57.3   0.0   1.0   1   0   0   1   1   1   1 # 895 # 1311 # 1 # ID=710_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.679
c_000000875121_2     -          TIGR00083            TIGR00083    2.8e-84  280.6   0.0   3.2e-84  280.4   0.0   1.0   1   0   0   1   1   1   1 # 178 # 1122 # -1 # ID=802_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.720
c_000000185850_4     -          TIGR00084            TIGR00084    2.5e-40  135.7   0.0     3e-40  135.4   0.0   1.0   1   0   0   1   1   1   1 # 2667 # 3254 # -1 # ID=817_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.718
c_000000161957_2     -          TIGR00086            TIGR00086    6.5e-50  166.6   0.0     8e-50  166.3   0.0   1.1   1   0   0   1   1   1   1 # 207 # 719 # 1 # ID=333_2;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.690
c_000000156739_2     -          TIGR00088            TIGR00088    5.3e-74  246.0   0.0   6.5e-74  245.7   0.0   1.0   1   0   0   1   1   1   1 # 1288 # 2031 # -1 # ID=476_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.734
c_000000284287_1     -          TIGR00090            TIGR00090    3.4e-30  101.8   0.1     4e-30  101.6   0.1   1.1   1   0   0   1   1   1   1 # 107 # 514 # -1 # ID=65_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.696
c_000000063820_5     -          TIGR00095            TIGR00095    2.2e-40  136.0   0.0   7.9e-40  134.2   0.0   1.7   1   1   0   1   1   1   1 # 4097 # 4675 # 1 # ID=367_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.725
c_000000307504_3     -          TIGR00115            TIGR00115    1.5e-93  311.5   0.3   1.7e-93  311.3   0.3   1.0   1   0   0   1   1   1   1 # 1156 # 2709 # 1 # ID=56_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.694
c_000000238624_1     -          TIGR00116            TIGR00116    5.2e-48  161.4   0.0   6.2e-48  161.1   0.0   1.1   1   0   0   1   1   1   1 # 3 # 680 # 1 # ID=750_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.693
