#Species	GC%
Pelagicoccus_albus--RS_GCF_014230145.1	52.27%
Geminisphaera_colitermitum--RS_GCF_000171235.2	60.93%
Rariglobus_hedericola--RS_GCF_007559335.1	60.63%
Opitutus_terrae--RS_GCF_000019965.1	65.34%
Ereboglobus_luteus--RS_GCF_003096195.1	59.67%
Nibricoccus_aquaticus--RS_GCF_002310495.1	62.25%
Cephaloticoccus_primus--RS_GCF_001580015.1	63.03%
Cephaloticoccus_capnophilus--RS_GCF_001580045.1	60.54%
Oleiharenicola_lentus--RS_GCF_004118375.1	65.3%
Arthrobacter_psychrolactophilus--RS_GCF_003219795.1	60.66%
Ferrimicrobium_acidiphilum--RS_GCF_000745905.1	55.31%
Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1	51.93%
Desulfatibacillum_aliphaticivorans--RS_GCF_000429905.1	54.4%
Desulfobacter_vibrioformis--RS_GCF_000745975.1	48.64%
Desulfobacter_postgatei--GB_GCA_002747145.1	47.0%
Desulfatibacillum_alkenivorans--RS_GCF_900142135.1	54.92%
Lujinxingia_litoralis--RS_GCF_003260125.1	64.65%
Lujinxingia_sediminis--RS_GCF_004005565.1	63.6%
Haloferula_luteola--RS_GCF_014201715.1	58.99%
Rubritalea_marina--RS_GCF_000378105.1	51.56%
Rubritalea_profundi--RS_GCF_002954445.1	47.51%
Rubritalea_squalenifaciens--RS_GCF_900141815.1	51.96%
Coraliomargarita_akajimensis--RS_GCF_000025905.1	53.6%
Coraliomargarita_sinensis--RS_GCF_003185655.1	54.69%
Puniceicoccus_vermicola--RS_GCF_014230055.1	54.67%
Ruficoccus_amylovorans--RS_GCF_014230085.1	60.3%
