#Species	GC%
Hymenobacter_metallilatus--RS_GCF_003944705.1	59.84%
Hymenobacter_gelipurpurascens--RS_GCF_900187375.1	56.99%
Hymenobacter_mucosus--RS_GCF_900188255.1	55.77%
Hymenobacter_perfusus--RS_GCF_003944765.1	60.28%
Hymenobacter_chitinivorans--RS_GCF_002797555.1	61.24%
Hymenobacter_coccineus--RS_GCF_001816125.1	63.14%
Pontibacter_chinhatensis--RS_GCF_900113285.1	52.04%
Pontibacter_mucosus--RS_GCF_003054055.1	52.59%
Pontibacter_indicus--RS_GCF_900156345.1	51.93%
Pontibacter_korlensis--RS_GCF_000973725.1	47.34%
Pontibacter_actiniarum--RS_GCF_003585765.1	53.16%
Pontibacter_oryzae--RS_GCF_003576375.1	48.27%
Pontibacter_lucknowensis--RS_GCF_900156415.1	50.15%
Pontibacter_roseus--RS_GCF_000373265.1	52.65%
Pontibacter_virosus--RS_GCF_003096355.1	50.09%
Pontibacter_ummariensis--RS_GCF_900188175.1	50.31%
Rufibacter_ruber--RS_GCF_001647275.1	51.54%
Rufibacter_roseus--RS_GCF_001647285.1	46.25%
Adhaeribacter_aerolatus--RS_GCF_007991635.1	44.47%
Adhaeribacter_rhizoryzae--RS_GCF_008629685.1	43.35%
Hymenobacter_roseosalivarius--RS_GCF_900176135.1	56.38%
Rufibacter_tibetensis--RS_GCF_001310085.1	47.43%
Adhaeribacter_aquaticus--RS_GCF_000473365.1	39.64%
Schleiferia_thermophila--RS_GCF_003337435.1	42.92%
Pedobacter_nanyangensis--RS_GCF_003313505.1	41.11%
Cesiribacter_andamanensis--RS_GCF_000348925.1	54.6%
Nafulsella_turpanensis--RS_GCF_000346615.1	45.67%
Marivirga_sericea--RS_GCF_900177665.1	35.93%
Marivirga_tractuosa--RS_GCF_000183425.1	35.52%
Cecembia_calidifontis--RS_GCF_004216715.1	40.94%
Cecembia_lonarensis--RS_GCF_000298295.1	40.96%
Flexithrix_dorotheae--RS_GCF_000379765.1	36.34%
Hymenobacter_sediminis--RS_GCF_003231285.1	57.09%
