#Species	GC%
Owenweeksia_hongkongensis--RS_GCF_000236705.1	40.23%
Vicingus_serpentipes--RS_GCF_007993035.1	31.05%
Phaeocystidibacter_luteus--RS_GCF_008933115.1	46.47%
Alkaliflexus_imshenetskii--RS_GCF_000517065.1	42.67%
Geofilum_rhodophaeum--RS_GCF_002210225.1	48.95%
Geofilum_rubicundum--RS_GCF_000974365.1	44.82%
Breznakibacter_xylanolyticus--RS_GCF_003254275.1	46.41%
Alkalitalea_saponilacus--RS_GCF_002201795.1	39.27%
Natronoflexus_pectinivorans--RS_GCF_004345615.1	39.6%
Anaerophaga_thermohalophila--RS_GCF_000250735.1	41.42%
Marinilabilia_salmonicolor--RS_GCF_003003035.1	42.45%
Marinilabilia_rubra--RS_GCF_003121985.1	40.85%
Saccharicrinis_aurantiacus--RS_GCF_001660705.2	35.06%
Labilibacter_sediminis--RS_GCF_005877885.1	35.88%
Saccharicrinis_carchari--RS_GCF_900182605.1	41.13%
Saccharicrinis_fermentans--RS_GCF_000517085.1	37.55%
Mangrovibacterium_diazotrophicum--RS_GCF_003610535.1	44.6%
Mangrovibacterium_marinum--RS_GCF_003046625.1	46.75%
Sunxiuqinia_indica--RS_GCF_009847015.1	40.51%
Sunxiuqinia_elliptica--RS_GCF_900113005.1	41.66%
Prolixibacter_bellariivorans--RS_GCF_000621705.1	44.2%
Prolixibacter_denitrificans--RS_GCF_003014495.1	45.09%
Puteibacter_caeruleilacunae--RS_GCF_005217565.1	37.72%
Mariniphaga_anaerophila--RS_GCF_900129025.1	41.77%
Mariniphaga_sediminis--RS_GCF_003573545.1	41.74%
Maribellus_luteus--RS_GCF_003576475.1	44.07%
Draconibacterium_sediminis--RS_GCF_000949475.1	40.94%
Draconibacterium_mangrovi--RS_GCF_010586825.1	40.83%
Marinifilum_breve--RS_GCF_003202155.1	35.77%
Marinifilum_flexuosum--RS_GCF_003610555.1	35.88%
Marinifilum_fragile--RS_GCF_001310955.1	35.71%
Mucilaginibacter_pedocola--RS_GCF_002013915.1	46.14%
Bizionia_paragorgiae--RS_GCF_900107625.1	35.21%
Draconibacterium_orientale--RS_GCF_000626635.1	41.31%
Mucilaginibacter_paludis--RS_GCF_000166195.2	42.86%
Bizionia_argentinensis--RS_GCF_000224335.1	33.77%
Apibacter_adventoris--RS_GCF_002964975.1	29.14%
Apibacter_mensalis--RS_GCF_001418685.1	30.41%
Crocinitomix_catalasitica--RS_GCF_000621625.1	34.05%
Putridiphycobacter_roseus--RS_GCF_003234935.1	34.1%
