#Species	GC%
Paenibacillus_aquistagni--RS_GCF_900177815.1	47.47%
Desulfuribacillus_alkaliarsenatis--RS_GCF_001730225.1	37.52%
Hazenella_coriacea--RS_GCF_004341825.1	39.45%
Desulfofundulus_thermobenzoicus--RS_GCF_009428905.1	55.79%
Thermodesulfobium_acidiphilum--RS_GCF_003057965.1	33.67%
Thermodesulfobium_narugense--RS_GCF_000212395.1	33.87%
Leifsonia_psychrotolerans--RS_GCF_013410665.1	64.24%
Renibacterium_salmoninarum--RS_GCF_000018885.1	56.27%
Rothia_koreensis--RS_GCF_004136575.1	64.51%
Nesterenkonia_aurantiaca--RS_GCF_004364585.1	67.58%
Thermus_oshimai--RS_GCF_000373145.1	68.72%
Meiothermus_luteus--RS_GCF_003574085.1	65.12%
Meiothermus_granaticius--RS_GCF_003574355.1	63.01%
Crinalium_epipsammum--RS_GCF_000317495.1	40.16%
Prochlorothrix_hollandica--RS_GCF_000332315.1	54.19%
Longimonas_halophila--RS_GCF_002554705.1	60.49%
Rubricoccus_marinus--RS_GCF_002257665.1	68.79%
Spirochaeta_thermophila--RS_GCF_000147075.1	61.88%
Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1	51.93%
Desulfofundulus_kuznetsovii--GB_GCA_000214705.1	54.88%
Rothia_dentocariosa--RS_GCF_000164695.2	53.69%
Thermus_aquaticus--RS_GCF_001280255.1	67.12%
Helicobacter_baculiformis--RS_GCF_900197685.1	45.04%
Nautilia_profundicola--RS_GCF_000021725.1	33.51%
Lebetimonas_natsushimae--RS_GCF_002335445.1	30.36%
Caminibacter_mediatlanticus--RS_GCF_005843985.1	26.85%
Geobacillus_proteiniphilus--RS_GCF_001908025.1	51.76%
Geobacillus_stearothermophilus--RS_GCF_001277805.1	53.05%
Paenibacillus_massiliensis--RS_GCF_000377505.1	48.49%
Paenibacillus_panacisoli--RS_GCF_000426545.1	48.22%
Paenibacillus_lautus--RS_GCF_004000945.1	49.51%
Paenibacillus_taiwanensis--RS_GCF_000425125.1	44.79%
