#Species	GC%
Geobacillus_thermodenitrificans--RS_GCF_000496575.1	49.05%
Geobacillus_subterraneus--RS_GCF_001618685.1	52.2%
Parageobacillus_thermoglucosidasius--RS_GCF_001655645.1	43.15%
Parageobacillus_thermantarcticus--RS_GCF_900111865.1	43.63%
Thermolongibacillus_altinsuensis--RS_GCF_004341205.1	40.79%
Saccharococcus_thermophilus--RS_GCF_011761475.1	44.88%
Anoxybacillus_flavithermus--RS_GCF_002742685.1	41.48%
Anoxybacillus_mongoliensis--RS_GCF_014201515.1	41.39%
Anoxybacillus_pushchinoensis--RS_GCF_900111795.1	41.97%
Anoxybacillus_thermarum--RS_GCF_000836725.1	41.96%
Anoxybacillus_gonensis--RS_GCF_001187595.1	41.67%
Anoxybacillus_calidus--RS_GCF_013760845.1	38.89%
Anoxybacillus_vitaminiphilus--RS_GCF_003259935.1	40.04%
Anoxybacillus_tepidamans--RS_GCF_014201465.1	42.52%
Anoxybacillus_caldiproteolyticus--RS_GCF_013761245.1	40.65%
Anoxybacillus_voinovskiensis--RS_GCF_014196205.1	43.94%
Anoxybacillus_amylolyticus--RS_GCF_001634285.1	43.62%
Aeribacillus_composti--RS_GCF_007827555.1	38.79%
Bacillus_smithii--RS_GCF_001050115.1	40.75%
Bacillus_taeanensis--RS_GCF_003318295.1	36.75%
Anaerobacillus_alkalilacustris--RS_GCF_001866005.1	35.01%
Anaerobacillus_alkalidiazotrophicus--RS_GCF_001866055.1	34.82%
Anaerobacillus_arseniciselenatis--RS_GCF_001865995.1	36.09%
Alkalihalobacillus_lonarensis--RS_GCF_900096965.1	43.26%
Geobacillus_stearothermophilus--RS_GCF_001277805.1	53.05%
Alkalihalobacillus_alcalophilus--RS_GCF_000292245.2	37.39%
Bhargavaea_beijingensis--RS_GCF_900101985.1	54.08%
Bhargavaea_cecembensis--RS_GCF_000348905.1	54.83%
Bacillus_marinisedimentorum--RS_GCF_001644195.2	46.26%
Pradoshia_eiseniae--RS_GCF_002946355.1	42.54%
Mesobacillus_zeae--RS_GCF_003570705.1	43.2%
Mesobacillus_foraminis--RS_GCF_004340465.1	42.97%
Bacillus_methanolicus--RS_GCF_008764295.1	38.37%
Geobacillus_jurassicus--RS_GCF_001544315.1	52.22%
