#Species	GC%
Afifella_aestuarii--RS_GCF_004023665.1	63.47%
Ferruginivarius_sediminum--RS_GCF_003344765.1	65.57%
Desulfocurvus_vexinensis--RS_GCF_000519125.1	69.68%
Hymenobacter_psychrophilus--RS_GCF_900107135.1	60.81%
Gracilimonas_mengyeensis--RS_GCF_900182705.1	44.45%
Gracilimonas_tropica--RS_GCF_000375425.1	42.94%
Gracilimonas_amylolytica--RS_GCF_002911695.1	43.75%
Aliifodinibius_halophilus--RS_GCF_011059105.1	42.52%
Aliifodinibius_saliphilus--RS_GCF_005869845.1	40.84%
Aliifodinibius_roseus--RS_GCF_900129315.1	48.33%
Aliifodinibius_sediminis--RS_GCF_900182555.1	48.9%
Longimonas_halophila--RS_GCF_002554705.1	60.49%
Longibacter_salinarum--RS_GCF_002554795.1	59.33%
Salisaeta_longa--RS_GCF_000419585.1	63.47%
Salinibacter_altiplanensis--RS_GCF_002894645.1	64.38%
Salinibacter_ruber--RS_GCF_000013045.1	66.13%
Salinivenus_iranica--RS_GCF_002894665.1	65.66%
Rubrivirga_marina--RS_GCF_002283365.1	72.41%
Rubricoccus_marinus--RS_GCF_002257665.1	68.79%
Rhodothermus_marinus--RS_GCF_000024845.1	64.3%
Rhodothermus_profundi--RS_GCF_900142415.1	58.96%
Hymenobacter_roseosalivarius--RS_GCF_900176135.1	56.38%
Bradyrhizobium_daqingense--RS_GCF_007830205.1	63.73%
Bradyrhizobium_shewense--RS_GCF_900094605.1	63.22%
Bradyrhizobium_japonicum--RS_GCF_000482425.1	64.29%
Bradyrhizobium_ottawaense--RS_GCF_002278135.2	63.83%
Bradyrhizobium_symbiodeficiens--RS_GCF_002266465.2	64.27%
Bradyrhizobium_yuanmingense--RS_GCF_900094575.1	63.77%
Bradyrhizobium_ivorense--RS_GCF_900696085.1	64.21%
Bradyrhizobium_neotropicale--RS_GCF_001641695.1	63.58%
Methyloligella_halotolerans--RS_GCF_001708935.1	63.56%
Afifella_marina--RS_GCF_900102695.1	63.25%
