#Species	GC%
Robertkochia_solimangrovi--RS_GCF_007279655.1	40.72%
Flavobacterium_johnsoniae--RS_GCF_000016645.1	34.11%
Flavobacterium_notoginsengisoli--RS_GCF_014207905.1	33.46%
Flavobacterium_pallidum--RS_GCF_003097535.1	43.67%
Flavobacterium_sufflavum--RS_GCF_004016525.1	34.21%
Flavobacterium_gilvum--RS_GCF_001761465.1	35.17%
Flavobacterium_piscis--RS_GCF_001686925.1	34.07%
Flavobacterium_hercynium--RS_GCF_002217285.1	33.78%
Flavobacterium_cupreum--RS_GCF_003996965.1	37.22%
Flavobacterium_macacae--RS_GCF_003865365.1	36.64%
Flavobacterium_caeni--RS_GCF_900101895.1	48.92%
Ichthyobacterium_seriolicida--RS_GCF_002369955.1	32.76%
Fluviicola_taffensis--RS_GCF_000194605.1	36.49%
Putridiphycobacter_roseus--RS_GCF_003234935.1	34.1%
Phaeocystidibacter_luteus--RS_GCF_008933115.1	46.47%
Anaerophaga_thermohalophila--RS_GCF_000250735.1	41.42%
Thermophagus_xiamenensis--RS_GCF_900112795.1	39.09%
Marinilabilia_salmonicolor--RS_GCF_003003035.1	42.45%
Saccharicrinis_aurantiacus--RS_GCF_001660705.2	35.06%
Labilibacter_sediminis--RS_GCF_005877885.1	35.88%
Saccharicrinis_carchari--RS_GCF_900182605.1	41.13%
Mangrovibacterium_marinum--RS_GCF_003046625.1	46.75%
Sunxiuqinia_indica--RS_GCF_009847015.1	40.51%
Puteibacter_caeruleilacunae--RS_GCF_005217565.1	37.72%
Draconibacterium_orientale--RS_GCF_000626635.1	41.31%
Draconibacterium_sediminis--RS_GCF_000949475.1	40.94%
Ancylomarina_longa--RS_GCF_003996985.1	35.7%
Labilibaculum_antarcticum--RS_GCF_002356295.1	35.99%
Marinifilum_breve--RS_GCF_003202155.1	35.77%
Marinifilum_flexuosum--RS_GCF_003610555.1	35.88%
Rikenella_microfusus--RS_GCF_000427365.1	57.0%
Mangrovimonas_yunxiaonensis--RS_GCF_000733475.1	39.24%
Formosa_algae--RS_GCF_001439665.1	33.4%
Capnocytophaga_ochracea--RS_GCF_000023285.1	39.59%
Robertkochia_marina--RS_GCF_004799345.1	43.63%
Saccharicrinis_fermentans--RS_GCF_000517085.1	37.55%
Mangrovibacterium_diazotrophicum--RS_GCF_003610535.1	44.6%
Sunxiuqinia_elliptica--RS_GCF_900113005.1	41.66%
Ancylomarina_subtilis--RS_GCF_004217115.1	36.88%
Labilibaculum_manganireducens--RS_GCF_002843385.1	36.32%
Marinifilum_fragile--RS_GCF_001310955.1	35.71%
Mangrovimonas_spongiae--RS_GCF_003944795.1	33.95%
Formosa_agariphila--RS_GCF_000723205.1	33.28%
Capnocytophaga_gingivalis--RS_GCF_000174755.1	40.49%
