#Species	GC%
Cellulophaga_tyrosinoxydans--RS_GCF_900176415.1	33.05%
Flavicella_sediminum--RS_GCF_006381105.1	33.57%
Psychroserpens_burtonensis--RS_GCF_000425305.1	33.37%
Bizionia_argentinensis--RS_GCF_000224335.1	33.77%
Formosa_maritima--RS_GCF_008084905.1	31.06%
Mangrovimonas_spongiae--RS_GCF_003944795.1	33.95%
Mangrovimonas_yunxiaonensis--RS_GCF_000733475.1	39.24%
Formosa_haliotis--RS_GCF_001685485.1	34.36%
Gillisia_limnaea--RS_GCF_000243235.1	37.58%
Salinimicrobium_catena--RS_GCF_900102915.1	43.75%
Mesonia_mobilis--RS_GCF_000423405.1	35.1%
Mesonia_phycicola--RS_GCF_900141885.1	31.39%
Leeuwenhoekiella_aestuarii--RS_GCF_004104055.1	37.8%
Leeuwenhoekiella_aequorea--RS_GCF_004104375.1	35.41%
Leeuwenhoekiella_nanhaiensis--RS_GCF_002744755.1	42.1%
Nonlabens_dokdonensis--GB_GCA_002162835.1	35.19%
Nonlabens_marinus--RS_GCF_000831385.1	39.53%
Flavobacterium_fluviatile--RS_GCF_010645065.1	34.98%
Flavobacterium_collinsii--RS_GCF_013393195.1	33.9%
Flavobacterium_cupreum--RS_GCF_003996965.1	37.22%
Flavobacterium_circumlabens--RS_GCF_004345565.1	35.84%
Flavobacterium_frigidarium--RS_GCF_000425505.1	34.04%
Flavobacterium_limicola--RS_GCF_003634755.1	33.94%
Chryseobacterium_aurantiacum--RS_GCF_003020585.1	35.76%
Fluviicola_taffensis--RS_GCF_000194605.1	36.49%
Putridiphycobacter_roseus--RS_GCF_003234935.1	34.1%
Owenweeksia_hongkongensis--RS_GCF_000236705.1	40.23%
Vicingus_serpentipes--RS_GCF_007993035.1	31.05%
Phaeocystidibacter_luteus--RS_GCF_008933115.1	46.47%
Phaeocystidibacter_marisrubri--RS_GCF_008933165.1	44.74%
Salibacter_halophilus--RS_GCF_008806325.1	40.31%
Prolixibacter_bellariivorans--RS_GCF_000621705.1	44.2%
Prolixibacter_denitrificans--RS_GCF_003014495.1	45.09%
Puteibacter_caeruleilacunae--RS_GCF_005217565.1	37.72%
Cellulophaga_lytica--RS_GCF_000190595.1	32.11%
Flavicella_marina--RS_GCF_009193215.1	33.94%
Bizionia_paragorgiae--RS_GCF_900107625.1	35.21%
Formosa_algae--RS_GCF_001439665.1	33.4%
Mesonia_algae--RS_GCF_003253545.1	33.14%
Nonlabens_tegetincola--RS_GCF_002954355.1	35.7%
Chryseobacterium_gleum--RS_GCF_900636535.1	36.86%
Robiginitalea_biformata--RS_GCF_000024125.1	55.29%
Robiginitalea_sediminis--RS_GCF_002198115.1	54.96%
Robiginitalea_myxolifaciens--RS_GCF_900115205.1	48.84%
