#Species	GC%
Paenibacillus_stellifer--RS_GCF_000758685.1	53.54%
Paenibacillus_wynnii--RS_GCF_000757885.1	44.87%
Paenibacillus_borealis--RS_GCF_000758665.1	51.39%
Paenibacillus_macquariensis--RS_GCF_900156375.1	40.7%
Paenibacillus_taiwanensis--RS_GCF_000425125.1	44.79%
Paenibacillus_thiaminolyticus--RS_GCF_007066085.1	53.63%
Paenibacillus_ehimensis--RS_GCF_004000785.1	54.24%
Paenibacillus_chitinolyticus--RS_GCF_000739915.1	52.38%
Paenibacillus_swuensis--RS_GCF_001644605.1	48.93%
Paenibacillus_castaneae--RS_GCF_002884445.1	44.66%
Tepidibacillus_fermentans--RS_GCF_004342885.1	36.63%
Gottschalkia_acidurici--RS_GCF_000299355.1	29.93%
Thermohalobacter_berrensis--RS_GCF_003609645.1	29.82%
Monoglobus_pectinilyticus--RS_GCF_002874775.1	37.39%
Ruminiclostridium_cellulolyticum--RS_GCF_000022065.1	37.4%
Ruminiclostridium_josui--RS_GCF_000526495.1	36.08%
Ruminiclostridium_cellobioparum--RS_GCF_000350485.1	41.2%
Ruminiclostridium_sufflavum--RS_GCF_003208175.1	38.62%
Ruminiclostridium_hungatei--RS_GCF_002051585.1	42.27%
Pseudobacteroides_cellulosolvens--RS_GCF_001262605.1	35.55%
Acetivibrio_cellulolyticus--RS_GCF_000179595.2	35.49%
Acetivibrio_alkalicellulosi--GB_GCA_008125075.1	31.66%
Acetivibrio_clariflavus--RS_GCF_000237085.1	35.72%
Acetivibrio_thermocellus--RS_GCF_000015865.1	38.99%
Acetivibrio_mesophilus--RS_GCF_004102745.1	38.05%
Mageeibacillus_indolicus--RS_GCF_000025225.2	44.21%
Petroclostridium_xylanilyticum--RS_GCF_002252565.1	37.24%
Desulfitobacterium_hafniense--RS_GCF_000021925.1	47.54%
Desulfitobacterium_metallireducens--RS_GCF_000231405.2	41.89%
Dehalobacter_restrictus--RS_GCF_000512895.1	44.56%
Desulfotomaculum_reducens--RS_GCF_000016165.1	42.28%
Desulfotomaculum_hydrothermale--RS_GCF_000315365.1	49.47%
Succinispira_mobilis--RS_GCF_000384135.1	36.24%
Desulfitobacterium_dehalogenans--RS_GCF_000243155.2	44.97%
Desulfotomaculum_nigrificans--RS_GCF_000189755.2	46.27%
Exiguobacterium_undae--RS_GCF_000620805.1	47.41%
Exiguobacterium_antarcticum--RS_GCF_000685865.1	47.07%
Bacillus_fungorum--RS_GCF_002746455.1	34.99%
Bacillus_wiedmannii--RS_GCF_001583695.1	35.19%
Halobacillus_halophilus--RS_GCF_000284515.1	41.82%
