#Species	GC%
Rubidibacter_lacunae--RS_GCF_000473895.1	56.22%
Prochlorothrix_hollandica--RS_GCF_000332315.1	54.19%
Gloeomargarita_lithophora--RS_GCF_001870225.1	51.34%
Vampirovibrio_chlorellavorus--GB_GCA_003149345.1	53.07%
Methyloligella_halotolerans--RS_GCF_001708935.1	63.56%
Niveispirillum_cyanobacteriorum--RS_GCF_002868735.1	63.39%
Niveispirillum_lacus--RS_GCF_002251795.1	62.17%
Turicibacter_sanguinis--RS_GCF_013046825.1	34.37%
Clostridium_populeti--RS_GCF_900112775.1	36.01%
Anaerobium_acetethylicum--RS_GCF_900096945.1	43.51%
Helcococcus_kunzii--RS_GCF_000245755.1	29.17%
Tissierella_praeacuta--RS_GCF_900128955.1	30.13%
Tissierella_creatinini--RS_GCF_005046945.1	35.74%
Tepidimicrobium_xylanilyticum--RS_GCF_900106765.1	33.24%
Anaerosalibacter_bizertensis--RS_GCF_009696605.1	29.94%
Sporanaerobacter_acetigenes--RS_GCF_900130025.1	31.15%
Ruminococcus_flavefaciens--RS_GCF_900119535.1	44.68%
Thermoclostridium_stercorarium--RS_GCF_000331995.1	42.24%
Halothermothrix_orenii--RS_GCF_000020485.1	37.88%
Crinalium_epipsammum--RS_GCF_000317495.1	40.16%
