#Species	GC%
Amycolatopsis_lurida--RS_GCF_900105055.1	68.68%
Amycolatopsis_acidicola--RS_GCF_007713735.2	69.7%
Amycolatopsis_taiwanensis--RS_GCF_000519205.1	68.35%
Lentzea_albidocapillata--RS_GCF_000719115.1	68.7%
Actinoplanes_missouriensis--RS_GCF_000284295.1	70.82%
Nocardioides_terrae--RS_GCF_900112345.1	71.52%
Aeromicrobium_camelliae--RS_GCF_003850045.1	69.35%
Mumia_xiangluensis--RS_GCF_010994095.1	70.74%
Kribbella_monticola--RS_GCF_003261635.1	67.82%
Kribbella_qitaiheensis--RS_GCF_014217565.1	67.43%
Kribbella_sandramycini--RS_GCF_013131805.1	69.16%
Kribbella_flavida--RS_GCF_000024345.1	70.57%
Kitasatospora_cineracea--RS_GCF_003751605.1	73.91%
Kitasatospora_phosalacinea--RS_GCF_000716545.1	74.07%
Thermacetogenium_phaeum--RS_GCF_000305935.1	53.88%
Thermaerobacter_subterraneus--RS_GCF_000183545.2	72.04%
Thermaerobacter_marianensis--RS_GCF_000184705.1	72.48%
Thermomicrobium_roseum--RS_GCF_000021685.1	64.28%
Nitrolancea_hollandica--RS_GCF_000297255.1	62.56%
Sphaerobacter_thermophilus--RS_GCF_000024985.1	68.11%
Thermoflexus_hugenholtzii--RS_GCF_900187885.1	67.34%
Levilinea_saccharolytica--RS_GCF_001306035.1	59.8%
Ornatilinea_apprima--RS_GCF_001306115.1	55.04%
Longilinea_arvoryzae--RS_GCF_001050235.1	56.84%
Leptolinea_tardivitalis--RS_GCF_001050275.1	46.82%
Bellilinea_caldifistulae--RS_GCF_001306055.1	52.82%
Pelolinea_submarina--RS_GCF_003966975.1	50.61%
Anaerolinea_thermophila--RS_GCF_000199675.1	53.85%
Anaerolinea_thermolimosa--RS_GCF_001050195.2	53.72%
Flexilinea_flocculi--RS_GCF_001192795.1	41.35%
Aggregatilinea_lenta--RS_GCF_003569045.1	62.93%
Ardenticatena_maritima--RS_GCF_001306175.1	59.56%
Caldilinea_aerophila--RS_GCF_000281175.1	58.77%
Litorilinea_aerophila--RS_GCF_006569185.1	64.24%
Dehalogenimonas_lykanthroporepellens--RS_GCF_000143165.1	55.04%
Dehalococcoides_mccartyi--RS_GCF_000011905.1	48.85%
Tepidiforma_bonchosmolovskayae--RS_GCF_008838325.1	69.88%
Ammonifex_degensii--RS_GCF_000024605.1	59.47%
Desulfofundulus_kuznetsovii--GB_GCA_000214705.1	54.88%
Amycolatopsis_orientalis--RS_GCF_000478275.1	68.96%
Mumia_flava--RS_GCF_002797495.1	72.0%
Kitasatospora_setae--RS_GCF_000269985.1	74.2%
Thermobrachium_celere--RS_GCF_000430995.1	28.93%
Desulfofundulus_thermobenzoicus--RS_GCF_009428905.1	55.79%
Amycolatopsis_alba--RS_GCF_000384215.1	68.68%
