#Matching species	Similarity (%)
Anaerolinea thermophila--Anaerolineaceae--AP012029 (Valid)	88.4861407249467
Longilinea arvoryzae--Anaerolineaceae--AB243673 (Valid)	88.03827751196172
Leptolinea tardivitalis--Anaerolineaceae--AB109438 (Valid)	88.03827751196172
Aggregatilinea lenta--Aggregatilineaceae--AB598278 (Valid)	87.79904306220095
Pelolinea submarina--Anaerolineaceae--AP018437 (Valid)	87.63326226012794
Anaerolinea thermolimosa--Anaerolineaceae--AB109437 (Valid)	87.41092636579573
Bellilinea caldifistulae--Anaerolineaceae--AB243672 (Valid)	87.38095238095238
Thermomarinilinea lacunifontana--Anaerolineae incertae sedis--AB669272 (Valid)	87.38095238095238
Litorilinea aerophila--Caldilineaceae--JQ733906 (Valid)	87.04883227176221
Levilinea saccharolytica--Anaerolineaceae--AB109439 (Valid)	86.96682464454977
Ammonifex degensii--Thermoanaerobacteraceae--CP001785 (Valid)	86.88172043010752
Caldilinea aerophila--Caldilineaceae--AP012337 (Valid)	86.78038379530916
Flexilinea flocculi--Anaerolineae incertae sedis--LC049585 (Valid)	86.60287081339713
Thermacetogenium phaeum--Thermoanaerobacteraceae--CP003732 (Valid)	86.23655913978494
Ornatilinea apprima--Anaerolineaceae--JQ292916 (Valid)	86.17511520737328
Desulfofundulus solfataricus--Peptococcaceae--AY084078 (Valid)	86.17021276595744
Thermaerobacter subterraneus--Eubacteriales incertae sedis--AF343566 (Valid)	86.14072494669509
Kitasatospora phosalacinea--Streptomycetaceae--AB022869 (Valid)	86.11111111111111
Sphaerobacter thermophilus--Sphaerobacteraceae--CP001824 (Valid)	86.05150214592274
Kitasatospora cineracea--Streptomycetaceae--AB022875 (Valid)	85.9275053304904
Kitasatospora niigatensis--Streptomycetaceae--AB022876 (Valid)	85.9275053304904
Desulfofundulus thermobenzoicus--Peptococcaceae--AJ294430 (Valid)	85.8974358974359
Thermaerobacter marianensis--Eubacteriales incertae sedis--CP002344 (Valid)	85.80645161290322
Plantactinospora sonchi--Micromonosporaceae--KM108473 (Valid)	85.74468085106382
Aeromicrobium camelliae--Nocardioidaceae--KJ874351 (Valid)	85.71428571428571
Kribbella sandramycini--Kribbellaceae--AY253864 (Valid)	85.71428571428571
Ardenticatena maritima--Ardenticatenaceae--AB576167 (Valid)	85.71428571428571
Amycolatopsis taiwanensis--Pseudonocardiaceae--DQ160215 (Valid)	85.56263269639066
Thermobrachium celere--Clostridiaceae--CAVN010000111 (Valid)	85.53191489361703
Amycolatopsis alba--Pseudonocardiaceae--AF051340 (Valid)	85.53191489361703
Amycolatopsis lurida--Pseudonocardiaceae--AJ293755 (Valid)	85.53191489361703
Amycolatopsis acidicola--Pseudonocardiaceae--MN399887--NOT VALID	85.35031847133759
Mumia xiangluensis--Nocardioidaceae--KT220418 (Valid)	85.31914893617021
Kribbella qitaiheensis--Kribbellaceae--KM094178 (Valid)	85.31914893617021
Kribbella monticola--Kribbellaceae--MG729590 (Valid)	85.28784648187633
Kribbella flavida--Kribbellaceae--AY253863 (Valid)	85.28784648187633
Nitrolancea hollandica--Sphaerobacteraceae--JQ345500 (Valid)	85.26077097505669
Actinoplanes missouriensis--Micromonosporaceae--AP012319 (Valid)	85.13800424628451
Tepidiforma bonchosmolovskayae--Tepidiformaceae--CP042829--NOT VALID	85.13800424628451
Nocardioides terrae--Nocardioidaceae--FJ423762 (Valid)	85.1063829787234
Longispora urticae--Micromonosporaceae--KY788225 (Valid)	84.8936170212766
Actinomycetospora atypica--Pseudonocardiaceae--KC412867 (Valid)	84.71337579617835
Thermomicrobium roseum--Thermomicrobiaceae--CP001275 (Valid)	84.71337579617835
Lentzea albidocapillata--Pseudonocardiaceae--AF328680 (Valid)	84.68085106382979
Lentzea albidocapillata--Pseudonocardiaceae--AJ242633 (Valid)	84.64818763326227
Actinoplanes rhizophilus--Micromonosporaceae--KF600711 (Valid)	84.50106157112526
Dehalococcoides mccartyi--Dehalococcoidaceae--CP000027 (Valid)	84.49074074074075
Lentzea cavernae--Pseudonocardiaceae--KX817996 (Valid)	84.43496801705757
Dehalogenimonas lykanthroporepellens--Dehalococcoidaceae--CP002084 (Valid)	84.22174840085287
Thermoflexus hugenholtzii--Thermoflexaceae--KC526151 (Valid)	82.02247191011236
