#Matching species	Similarity (%)
Ignisphaera aggregans--Desulfurococcaceae--DQ060321 (Valid)	78.28571428571428
Saccharolobus caldissimus--Sulfolobaceae--LC275065 (Valid)	77.52489331436699
Methanobacterium oryzae--Methanobacteriaceae--AF028690 (Valid)	77.48538011695906
Nitrososphaera viennensis--Nitrososphaeraceae--CP007536 (Valid)	77.05882352941177
Stetteria hydrogenophila--Desulfurococcaceae--Y07784 (Valid)	76.97841726618705
Aeropyrum pernix--Desulfurococcaceae--D83259 (Valid)	76.52916073968706
Pyrodictium delaneyi--Pyrodictiaceae--CP013011 (Valid)	76.45390070921985
Pyrodictium brockii--Pyrodictiaceae--KC139250 (Valid)	76.45390070921985
Thermofilum adornatum--Thermofilaceae--CP006646--NOT VALID	76.41242937853107
Methanobacterium aggregans--Methanobacteriaceae--KP006499 (Valid)	76.410998552822
Thermogladius calderae--Desulfurococcaceae--CP003531 (Valid)	76.31205673758865
Pyrodictium occultum--Pyrodictiaceae--M21087 (Valid)	76.31205673758865
Hyperthermus butylicus--Pyrodictiaceae--CP000493 (Valid)	76.31205673758865
Aeropyrum camini--Desulfurococcaceae--AP012489 (Valid)	76.31205673758865
Thermofilum pendens--Thermofilaceae--X14835 (Valid)	76.27118644067797
Thermofilum uzonense--Thermofilaceae--CP009961 (Valid)	76.27118644067797
Methanobacterium paludis--Methanobacteriaceae--CP002772 (Valid)	76.26628075253257
Sulfolobus acidocaldarius--Sulfolobaceae--D14876 (Valid)	76.24466571834992
Methanobacterium movilense--Methanobacteriaceae--JF812256 (Valid)	76.2258543833581
Staphylothermus hellenicus--Desulfurococcaceae--CP002051 (Valid)	76.20396600566572
Desulfurococcus mucosus--Desulfurococcaceae--CP002363 (Valid)	75.99431818181817
Sulfophobococcus zilligii--Desulfurococcaceae--X98064 (Valid)	75.88652482269504
Methanobacterium congolense--Methanobacteriaceae--AF233586 (Valid)	75.83212735166425
Vulcanisaeta distributa--Thermoproteaceae--CP002100 (Valid)	75.8132956152758
Vulcanisaeta souniana--Thermoproteaceae--AB063645 (Valid)	75.77903682719547
Methanotorris igneus--Methanocaldococcaceae--CP002737 (Valid)	75.73099415204678
Desulfurococcus amylolyticus--Desulfurococcaceae--AZUU01000002 (Valid)	75.71022727272727
Vulcanisaeta thermophila--Thermoproteaceae--HM594677 (Valid)	75.70621468926554
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	75.68740955137481
Sulfurisphaera ohwakuensis--Sulfolobaceae--D85507 (Valid)	75.53342816500711
Sulfolobus yangmingensis--Sulfolobaceae--AB010957 (Valid)	75.53342816500711
Sulfurisphaera tokodaii--Sulfolobaceae--BA000023 (Valid)	75.39118065433856
Thermodiscus maritimus--Desulfurococcaceae--X99554 (Valid)	75.2840909090909
Methanotorris formicicus--Methanocaldococcaceae--AGJL01000032 (Valid)	75.25622254758419
Ignicoccus islandicus--Desulfurococcaceae--X99562 (Valid)	75.24893314366999
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	75.21739130434783
Methanothermococcus okinawensis--Methanococcaceae--CP002792 (Valid)	75.10980966325037
Stygiolobus azoricus--Sulfolobaceae--D85520 (Valid)	75.07122507122507
Ignicoccus pacificus--Desulfurococcaceae--AJ271794 (Valid)	75.07122507122507
Sulfurisphaera javensis--Sulfolobaceae--LC332080 (Valid)	74.96443812233285
Pyrobaculum islandicum--Thermoproteaceae--L07511 (Valid)	74.96443812233285
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	74.89239598278336
Thermocladium modestius--Thermoproteaceae--AB005296 (Valid)	74.75317348377996
Pyrobaculum organotrophum--Thermoproteaceae--AB063647 (Valid)	74.68175388967468
Methanocaldococcus indicus--Methanocaldococcaceae--AF547621 (Valid)	74.60087082728593
Thermosphaera aggregans--Desulfurococcaceae--CP001939 (Valid)	74.46808510638297
Acidianus infernus--Sulfolobaceae--D85505 (Valid)	74.21652421652422
Fervidicoccus fontis--Fervidicoccaceae--CP003423 (Valid)	73.55021216407354
Metallosphaera cuprina--Sulfolobaceae--FN796482 (Valid)	72.97297297297297
Metallosphaera hakonensis--Sulfolobaceae--D86414 (Valid)	72.97297297297297
