#Species	GC%
Thiobaca_trueperi--RS_GCF_004342175.1	62.13%
Chromatium_okenii--RS_GCF_002958735.1	49.75%
Thiorhodococcus_minor--RS_GCF_010820565.1	64.81%
Thiorhodococcus_mannitoliphagus--RS_GCF_010915725.1	62.53%
Allochromatium_humboldtianum--RS_GCF_013385175.1	63.88%
Allochromatium_vinosum--RS_GCF_000025485.1	64.19%
Marichromatium_purpuratum--RS_GCF_000224005.2	67.86%
Marichromatium_gracile--RS_GCF_004343155.1	68.43%
Marichromatium_bheemlicum--RS_GCF_012276755.1	67.2%
Imhoffiella_purpurea--RS_GCF_000585215.1	64.78%
Thiocapsa_rosea--RS_GCF_003634315.1	63.86%
Thiocapsa_roseopersicina--RS_GCF_900106925.1	64.32%
Thiocapsa_marina--RS_GCF_000223985.1	64.11%
Lamprocystis_purpurea--RS_GCF_000379525.1	64.29%
Thiohalocapsa_marina--RS_GCF_008632335.1	65.94%
Thioflavicoccus_mobilis--RS_GCF_000327045.1	65.59%
Thiorhodospira_sibirica--RS_GCF_000227725.1	56.7%
Thioalbus_denitrificans--RS_GCF_003337735.1	68.43%
