#Species	GC%
Desulfatirhabdium_butyrativorans--GB_GCA_011362395.1	55.24%
Desulfatibacillum_aliphaticivorans--RS_GCF_000429905.1	54.4%
Desulfatibacillum_alkenivorans--RS_GCF_900142135.1	54.92%
Desulfatiglans_anilini--RS_GCF_000422285.1	58.75%
Desulfobacca_acetoxidans--GB_GCA_011333555.1	58.78%
Syntrophus_gentianae--RS_GCF_900109885.1	52.54%
Syntrophus_aciditrophicus--RS_GCF_000013405.1	51.46%
Desulfarculus_baarsii--RS_GCF_000143965.1	65.7%
Desulfurivibrio_alkaliphilus--RS_GCF_000092205.1	60.29%
Desulfobulbus_propionicus--GB_GCA_002746685.1	47.78%
Desulfobulbus_mediterraneus--RS_GCF_000429965.1	57.51%
Dissulfurirhabdus_thermomarina--RS_GCF_012979235.1	71.09%
Geobacter_metallireducens--GB_GCA_011046855.1	62.98%
Desulfuromonas_acetoxidans--RS_GCF_000167355.1	51.83%
Geothermobacter_ehrlichii--RS_GCF_008124615.1	61.86%
Desulfovibrio_magneticus--RS_GCF_000526455.1	64.72%
Desulfobacter_curvatus--RS_GCF_000373985.1	46.85%
Desulfoluna_butyratoxydans--RS_GCF_900699765.1	57.91%
Desulfoluna_spongiiphila--RS_GCF_900101345.1	57.2%
Desulforegula_conservatrix--RS_GCF_000426225.1	42.35%
Desulfosalsimonas_propionicica--RS_GCF_013761005.1	53.75%
Desulfococcus_multivorans--RS_GCF_001854245.1	56.83%
Desulfosarcina_cetonica--RS_GCF_001311845.1	55.73%
Desulfosarcina_ovata--RS_GCF_009689005.1	53.88%
Desulfosarcina_widdelii--RS_GCF_009688965.1	53.98%
Desulfosarcina_alkanivorans--RS_GCF_009688945.1	56.63%
Desulfatitalea_tepidiphila--RS_GCF_001293685.1	56.68%
