#Species	GC%
Pirellula_staleyi--RS_GCF_000025185.1	57.46%
Posidoniimonas_corsicana--RS_GCF_007859765.1	66.66%
Lacipirellula_parvula--RS_GCF_009177095.1	61.73%
Thermogutta_terrifontis--RS_GCF_002277955.1	57.34%
Gimesia_maris--RS_GCF_008298035.1	50.42%
Fuerstia_marisgermanicae--RS_GCF_001983935.1	55.9%
Thalassoglobus_neptunius--RS_GCF_007859735.1	52.75%
Planctomicrobium_piriforme--RS_GCF_900113665.1	58.76%
Rubinisphaera_brasiliensis--RS_GCF_000165715.2	56.45%
Planctopirus_limnophila--RS_GCF_000092105.1	53.68%
Schlesneria_paludicola--RS_GCF_000255655.1	55.26%
Aquisphaera_giovannonii--RS_GCF_008087625.1	70.76%
Paludisphaera_borealis--RS_GCF_001956985.1	66.26%
Isosphaera_pallida--RS_GCF_000186345.1	62.49%
Tuwongella_immobilis--RS_GCF_901538355.1	58.11%
Sedimentisphaera_cyanobacteriorum--RS_GCF_001997385.1	46.2%
Sedimentisphaera_salicampi--RS_GCF_002117005.1	46.31%
Limihaloglobus_sulfuriphilus--RS_GCF_001999965.1	47.04%
Anaerohalosphaera_lusitana--RS_GCF_002007645.1	51.98%
Algisphaera_agarilytica--RS_GCF_014207595.1	63.2%
Phycisphaera_mikurensis--RS_GCF_000284115.1	73.22%
Amycolatopsis_coloradensis--RS_GCF_001953865.1	68.43%
Amycolatopsis_alba--RS_GCF_000384215.1	68.68%
Amycolatopsis_keratiniphila--RS_GCF_001620365.2	68.92%
Amycolatopsis_decaplanina--RS_GCF_000342005.1	68.6%
Amycolatopsis_lurida--RS_GCF_900105055.1	68.68%
Euzebya_rosea--RS_GCF_003073135.1	71.29%
Egibacter_rhizosphaerae--RS_GCF_004322855.1	71.67%
Nitriliruptor_alkaliphilus--RS_GCF_000969705.1	72.05%
Egicoccus_halophilus--RS_GCF_004300825.1	72.61%
Moorella_glycerini--RS_GCF_009735625.1	54.74%
Moorella_humiferrea--RS_GCF_002995755.1	53.52%
Gemmatimonas_phototrophica--RS_GCF_000695095.2	64.37%
Longimicrobium_terrae--RS_GCF_014202995.1	69.48%
Amycolatopsis_orientalis--RS_GCF_000478275.1	68.96%
Euzebya_tangerina--RS_GCF_003074135.1	68.87%
Gemmatimonas_aurantiaca--RS_GCF_000010305.1	64.27%
Rhodopirellula_baltica--RS_GCF_000196115.1	55.4%
Rhodopirellula_rubra--RS_GCF_014192335.1	56.01%
Rubripirellula_obstinata--RS_GCF_001642955.1	54.11%
Roseimaritima_ulvae--RS_GCF_008065135.1	59.11%
Blastopirellula_marina--RS_GCF_002967715.1	55.35%
