#Matching species	Similarity (%)
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	74.00145243282498
Methanothermococcus okinawensis--Methanococcaceae--CP002792 (Valid)	73.71096586782862
Thermococcus celericrescens--Thermococcaceae--AB107768 (Valid)	73.51233671988389
Thermococcus cleftensis--Thermococcaceae--CP003651 (Valid)	73.51233671988389
Palaeococcus helgesonii--Thermococcaceae--AY134472 (Valid)	73.49310094408133
Thermococcus atlanticus--Thermococcaceae--AJ310754 (Valid)	73.38181818181818
Thermococcus eurythermalis--Thermococcaceae--CP008887 (Valid)	73.31399564902102
Thermococcus zilligii--Thermococcaceae--AJLF01000002 (Valid)	73.29919531821507
Thermococcus thioreducens--Thermococcaceae--AF394925 (Valid)	73.29462989840349
Thermococcus piezophilus--Thermococcaceae--CP015520 (Valid)	73.24147933284989
Thermococcus stetteri--Thermococcaceae--AY099186 (Valid)	73.22485207100591
Thermococcus siculi--Thermococcaceae--AY099185 (Valid)	73.20503330866025
Thermococcus waiotapuensis--Thermococcaceae--AY099187 (Valid)	73.1454005934718
Thermococcus paralvinellae--Thermococcaceae--CP006965 (Valid)	73.11046511627907
Methanothermobacter marburgensis--Methanobacteriaceae--X15364 (Valid)	73.07692307692307
Thermococcus coalescens--Thermococcaceae--AB107767 (Valid)	73.07692307692307
Methanothermobacter thermautotrophicus--Methanobacteriaceae--AE000666 (Valid)	73.05737109658679
Thermococcus kodakarensis--Thermococcaceae--D38650 (Valid)	73.02393038433648
Thermococcus gammatolerans--Thermococcaceae--CP001398 (Valid)	73.02393038433648
Pyrococcus kukulkanii--Thermococcaceae--CP010835 (Valid)	73.02393038433648
Thermococcus litoralis--Thermococcaceae--CP006670 (Valid)	73.02393038433648
Pyrococcus furiosus--Thermococcaceae--AE009950 (Valid)	73.00435413642961
Methanothermobacter defluvii--Methanobacteriaceae--X99046 (Valid)	72.95690936106983
Thermococcus pacificus--Thermococcaceae--AY099182 (Valid)	72.90274684484038
Thermococcus chitonophagus--Thermococcaceae--AY099175 (Valid)	72.84321080270068
Methanococcus aeolicus--Methanococcaceae--CP000743 (Valid)	72.8395061728395
Methanothermobacter thermoflexus--Methanobacteriaceae--X99047 (Valid)	72.80058651026393
Thermococcus sibiricus--Thermococcaceae--CP001463 (Valid)	72.71407837445574
Pyrococcus glycovorans--Thermococcaceae--AY099168 (Valid)	72.70029673590504
Palaeococcus ferrophilus--Thermococcaceae--AB019239 (Valid)	72.6998491704374
Methanothermobacter wolfei--Methanobacteriaceae--AB104858 (Valid)	72.68722466960352
Thermococcus prieurii--Thermococcaceae--FN396976 (Valid)	72.65803503427266
Methanotorris formicicus--Methanocaldococcaceae--AGJL01000032 (Valid)	72.56894049346879
Thermococcus guaymasensis--Thermococcaceae--AY099178 (Valid)	72.52994011976048
Thermococcus aegaeus--Thermococcaceae--AY099171--NOT VALID	72.49814677538917
Methanococcus vannielii--Methanococcaceae--CP000742 (Valid)	72.49637155297532
Methanothermococcus thermolithotrophicus--Methanococcaceae--AQXV01000039 (Valid)	72.49451353328456
Methanobacterium beijingense--Methanobacteriaceae--AY350742 (Valid)	72.47774480712165
Thermococcus barophilus--Thermococcaceae--AY099172 (Valid)	72.47023809523809
Methanobrevibacter smithii--Methanobacteriaceae--CP000678 (Valid)	72.42380261248186
Methanosphaera stadtmanae--Methanobacteriaceae--CP000102 (Valid)	72.29876722262509
Methanobacterium paludis--Methanobacteriaceae--CP002772 (Valid)	72.27866473149493
Methanotorris igneus--Methanocaldococcaceae--CP002737 (Valid)	72.27866473149493
Methanobacterium arcticum--Methanobacteriaceae--DQ517520 (Valid)	72.27272727272728
Palaeococcus pacificus--Thermococcaceae--HQ696462 (Valid)	72.16876387860843
Thermococcus alcaliphilus--Thermococcaceae--AB055121 (Valid)	72.12622088655147
Pyrococcus yayanosii--Thermococcaceae--EU682399 (Valid)	72.10365853658537
Methanothrix thermoacetophila--Methanosaetaceae--CP000477 (Valid)	71.96804647785041
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	71.88427299703264
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	71.48231753197894
