#Matching species	Similarity (%)
Methanothermobacter marburgensis--Methanobacteriaceae--X15364 (Valid)	76.96514012303486
Methanothermobacter thermautotrophicus--Methanobacteriaceae--AE000666 (Valid)	76.96514012303486
Methanothermobacter thermoflexus--Methanobacteriaceae--X99047 (Valid)	76.88581314878893
Methanobacterium aarhusense--Methanobacteriaceae--AY386124 (Valid)	76.56367746797287
Methanococcus aeolicus--Methanococcaceae--CP000743 (Valid)	76.43835616438356
Methanothermobacter thermophilus--Methanobacteriaceae--X99048 (Valid)	76.31763879128602
Methanothermococcus okinawensis--Methanococcaceae--CP002792 (Valid)	76.23287671232876
Methanothermobacter defluvii--Methanobacteriaceae--X99046 (Valid)	76.17051013277428
Methanobacterium oryzae--Methanobacteriaceae--AF028690 (Valid)	76.06123869171886
Methanothermobacter wolfei--Methanobacteriaceae--AB104858 (Valid)	75.88850174216027
Methanofervidicoccus abyssi--Methanococcaceae--BFAX01000000 (Valid)	75.8879781420765
Methanobacterium veterum--Methanobacteriaceae--EF016285 (Valid)	75.85692995529061
Methanobacterium petrolearium--Methanobacteriaceae--AB542742 (Valid)	75.84715212689257
Methanobacterium subterraneum--Methanobacteriaceae--X99044--NOT VALID	75.71728481455563
Methanobacterium movens--Methanobacteriaceae--EU366499 (Valid)	75.6794425087108
Methanobacterium flexile--Methanobacteriaceae--EU333914 (Valid)	75.6794425087108
Methanobacterium arcticum--Methanobacteriaceae--DQ517520 (Valid)	75.55081734186211
Methanothermobacter crinale--Methanobacteriaceae--HQ283273 (Valid)	75.52301255230127
Methanobacterium alcaliphilum--Methanobacteriaceae--AB496639 (Valid)	75.4971590909091
Methanobacterium kanagiense--Methanobacteriaceae--AB368917 (Valid)	75.46519641626465
Methanobacterium congolense--Methanobacteriaceae--AF233586 (Valid)	75.41666666666667
Methanobacterium movilense--Methanobacteriaceae--JF812256 (Valid)	75.3731343283582
Methanothermococcus thermolithotrophicus--Methanococcaceae--AQXV01000039 (Valid)	75.36231884057972
Methanobacterium paludis--Methanobacteriaceae--CP002772 (Valid)	75.30695770804911
Methanothermus fervidus--Methanothermaceae--CP002278 (Valid)	75.23939808481532
Methanothermus sociabilis--Methanothermaceae--HE654004 (Valid)	75.22245037645449
Methanocaldococcus bathoardescens--Methanocaldococcaceae--CP009149 (Valid)	75.22184300341297
Methanobacterium ferruginis--Methanobacteriaceae--AB542743 (Valid)	75.21367521367522
Methanosphaera cuniculi--Methanobacteriaceae--HE582783 (Valid)	75.13661202185791
Methanocaldococcus infernus--Methanocaldococcaceae--CP002009 (Valid)	75.10259917920656
Methanobacterium beijingense--Methanobacteriaceae--AY350742 (Valid)	75.0354609929078
Methanococcus vannielii--Methanococcaceae--CP000742 (Valid)	75.03429355281207
Methanocaldococcus jannaschii--Methanocaldococcaceae--L77117 (Valid)	75.0
Methanothermobacter tenebrarum--Methanobacteriaceae--AB523785 (Valid)	74.91090520313614
Methanocaldococcus fervens--Methanocaldococcaceae--CP001696 (Valid)	74.89740082079344
Methanogenium cariaci--Methanomicrobiaceae--FR733663 (Valid)	74.82806052269602
Methanogenium frigidum--Methanomicrobiaceae--FR749908 (Valid)	74.79395604395604
Methanobacterium aggregans--Methanobacteriaceae--KP006499 (Valid)	74.76769120800571
Methanobacterium ivanovii--Methanobacteriaceae--AF095261 (Valid)	74.75106685633001
Methanobacterium formicicum--Methanobacteriaceae--AF169245 (Valid)	74.69000729394602
Methanolobus zinderi--Methanosarcinaceae--EU711413 (Valid)	74.5727956254272
Methanocella arvoryzae--Methanocellaceae--AM114193 (Valid)	74.57162440027416
Methanoregula boonei--Methanoregulaceae--DQ282124 (Valid)	74.56687456687456
Methanolobus bombayensis--Methanosarcinaceae--FR733684 (Valid)	74.43609022556392
Methanocaldococcus vulcanius--Methanocaldococcaceae--AF051404 (Valid)	74.43342776203966
Methanocorpusculum sinense--Methanocorpusculaceae--FR749947 (Valid)	74.43298969072166
Methanobacterium palustre--Methanobacteriaceae--AF093061 (Valid)	74.39372325249643
Methanoplanus endosymbiosus--Methanomicrobiaceae--FR733674 (Valid)	74.2798353909465
Thermoplasma volcanium--Thermoplasmataceae--BA000011 (Valid)	74.17808219178083
Methanoplanus limicola--Methanomicrobiaceae--AHKP01000003 (Valid)	74.1534208707671
