#Species	GC%
Pseudodesulfovibrio_profundus--RS_GCF_900217235.1	52.79%
Pseudodesulfovibrio_aespoeensis--RS_GCF_000176915.2	62.56%
Desulfohalovibrio_reitneri--RS_GCF_000711295.1	65.47%
Desulfohalovibrio_alkalitolerans--RS_GCF_000422245.1	64.48%
Desulfocurvus_vexinensis--RS_GCF_000519125.1	69.68%
Desulfovibrio_carbinoliphilus--RS_GCF_000177215.2	66.44%
Desulfovibrio_fructosivorans--RS_GCF_000179555.1	63.85%
Desulfovibrio_carbinolicus--RS_GCF_004135975.1	64.62%
Desulfovibrio_magneticus--RS_GCF_000526455.1	64.72%
Desulfocurvibacter_africanus--RS_GCF_000422545.1	61.11%
Desulfonatronum_thiosulfatophilum--RS_GCF_900104215.1	56.2%
Desulfonatronovibrio_hydrogenovorans--RS_GCF_000686525.1	50.33%
Desulfomicrobium_baculatum--RS_GCF_000023225.1	58.65%
Desulfomicrobium_orale--RS_GCF_001553625.1	58.93%
Desulfohalobium_retbaense--RS_GCF_000024325.1	57.33%
Caldilinea_aerophila--RS_GCF_000281175.1	58.77%
Litorilinea_aerophila--RS_GCF_006569185.1	64.24%
Dehalogenimonas_alkenigignens--RS_GCF_001466665.1	55.82%
Dehalogenimonas_formicexedens--RS_GCF_001953175.1	53.96%
Dehalogenimonas_lykanthroporepellens--RS_GCF_000143165.1	55.04%
Dehalococcoides_mccartyi--RS_GCF_000011905.1	48.85%
Tepidiforma_bonchosmolovskayae--RS_GCF_008838325.1	69.88%
Pseudodesulfovibrio_indicus--RS_GCF_001563225.1	63.49%
Desulfonatronum_lacustre--RS_GCF_000519265.1	59.32%
Hippea_maritima--RS_GCF_000194135.1	37.47%
Desulfovibrio_desulfuricans--RS_GCF_000022125.1	58.07%
Desulfovibrio_piger--RS_GCF_000156375.1	62.15%
Desulfovibrio_vulgaris--RS_GCF_000195755.1	63.28%
Desulfovibrio_alaskensis--RS_GCF_000482745.1	57.96%
Desulfovibrio_indonesiensis--RS_GCF_007625075.1	60.54%
Desulfovibrio_marinus--RS_GCF_013085545.1	62.45%
Desulfovibrio_gigas--RS_GCF_000468495.1	63.34%
Pseudodesulfovibrio_piezophilus--RS_GCF_000341895.1	49.93%
