#Species	GC%
Microbulbifer_marinus--RS_GCF_900107725.1	59.75%
Microbulbifer_aggregans--RS_GCF_001750105.1	58.85%
Polyangium_fumosum--RS_GCF_005144585.1	68.77%
Polyangium_spumosum--RS_GCF_009649845.1	69.47%
Deferrisoma_camini--RS_GCF_000526155.1	70.08%
Paraclostridium_bifermentans--RS_GCF_000452245.2	28.39%
Paraclostridium_benzoelyticum--RS_GCF_001006285.1	28.25%
Clostridium_sporogenes--RS_GCF_001020205.1	27.98%
Rhodohalobacter_barkolensis--RS_GCF_002834295.1	42.48%
Longimonas_halophila--RS_GCF_002554705.1	60.49%
Longibacter_salinarum--RS_GCF_002554795.1	59.33%
Salisaeta_longa--RS_GCF_000419585.1	63.47%
Salinibacter_ruber--RS_GCF_000013045.1	66.13%
Salinivenus_iranica--RS_GCF_002894665.1	65.66%
Rubrivirga_marina--RS_GCF_002283365.1	72.41%
Rubricoccus_marinus--RS_GCF_002257665.1	68.79%
Rhodothermus_marinus--RS_GCF_000024845.1	64.3%
Rhodothermus_profundi--RS_GCF_900142415.1	58.96%
Eubacterium_limosum--RS_GCF_000807675.2	47.19%
Rhodohalobacter_halophilus--RS_GCF_001715195.1	44.43%
Teredinibacter_waterburyi--RS_GCF_001922985.1	47.82%
Teredinibacter_turnerae--RS_GCF_000023025.1	50.89%
Umboniibacter_marinipuniceus--RS_GCF_003688415.1	49.43%
Luminiphilus_syltensis--RS_GCF_000158175.1	56.5%
Pseudohaliea_rubra--RS_GCF_000764025.1	66.13%
Chromatocurvus_halotolerans--RS_GCF_004340525.1	62.16%
Kineobactrum_sediminis--RS_GCF_002868715.1	58.42%
Haliea_salexigens--RS_GCF_000423125.1	60.79%
Halioglobus_japonicus--RS_GCF_902705825.1	54.72%
Spongiibacter_tropicus--RS_GCF_000420325.1	57.28%
Microbulbifer_variabilis--RS_GCF_000380565.1	48.84%
