#Matching species	Similarity (%)
Moorella thermoacetica--Thermoanaerobacteraceae--AB572912 (Valid)	77.02702702702703
Conexibacter woesei--Conexibacteraceae--CP001854 (Valid)	76.84729064039408
Conexibacter arvalis--Conexibacteraceae--AB597950 (Valid)	76.64141414141415
Desulfonatronum thiodismutans--Desulfonatronaceae--AF373920 (Valid)	76.47798742138366
Desulfonatronum zhilinae--Desulfonatronaceae--JX984981 (Valid)	76.41277641277642
Methylomarinovum caldicuralii--Methylococcaceae--AB301718 (Valid)	76.23261694058155
Desulfonatronum lacustre--Desulfonatronaceae--AF418171 (Valid)	76.16707616707616
Desmospora profundinema--Thermoactinomycetaceae--KM368342 (Valid)	76.16707616707616
Desulfonauticus autotrophicus--Desulfohalobiaceae--FJ194951 (Valid)	76.11940298507463
Calditerricola satsumensis--Bacillaceae--AB250968 (Valid)	76.07361963190185
Vulgatibacter incomptus--Vulgatibacteraceae--AB847448 (Valid)	76.04562737642586
Polycladomyces abyssicola--Thermoactinomycetaceae--AB688114 (Valid)	75.91424968474149
Novibacillus thermophilus--Thermoactinomycetaceae--CP019699 (Valid)	75.82417582417582
Paraconexibacter algicola--Paraconexibacteraceae--KY363637--NOT VALID	75.81699346405229
Calorithrix insularis--Calditrichaeota incertae sedis--KU306340 (Valid)	75.7985257985258
Desulfovibrio termitidis--Desulfovibrionaceae--X87409 (Valid)	75.73062261753493
Desulfonatronum thioautotrophicum--Desulfonatronaceae--FJ469577 (Valid)	75.71964956195244
Thioprofundum lithotrophicum--Thioprofundaceae--AB468957 (Valid)	75.71606475716065
Spirochaeta thermophila--Spirochaetaceae--FR749903 (Valid)	75.70900123304563
Desulfonauticus submarinus--Desulfohalobiaceae--FNIN01000014 (Valid)	75.67237163814181
Planifilum fulgidum--Thermoactinomycetaceae--AB088362 (Valid)	75.55282555282555
Alkalispirochaeta americana--Spirochaetaceae--AF373921 (Valid)	75.47408343868521
Hydrogenibacillus schlegelii--Bacillaceae--Z26934 (Valid)	75.46933667083854
Anoxybacter fermentans--Halanaerobiales incertae sedis--KC794015 (Valid)	75.43859649122807
Alkalispirochaeta odontotermitis--Spirochaetaceae--HF968430 (Valid)	75.41899441340783
Conexibacter stalactiti--Conexibacteraceae--LT719154 (Valid)	75.41191381495564
Sulfurivermis fontis--Thioprofundaceae--LC225746 (Valid)	75.2851711026616
Desulfonatronum buryatense--Desulfonatronaceae--KC417374 (Valid)	75.26178010471205
Kroppenstedtia guangzhouensis--Thermoactinomycetaceae--KC311557 (Valid)	75.22012578616352
Polycladomyces subterraneus--Thermoactinomycetaceae--JF694784 (Valid)	75.18703241895261
Planifilum yunnanense--Thermoactinomycetaceae--DQ119659 (Valid)	75.18337408312958
Methylohalobius crimeensis--Methylococcaceae--AJ581837 (Valid)	75.09481668773704
Alkalispirochaeta alkalica--Spirochaetaceae--X93927 (Valid)	75.06393861892583
Staphylospora marina--Thermoactinomycetaceae--MH819771 (Valid)	75.0330250990753
Desulfobulbus propionicus--Desulfobulbaceae--CP002364 (Valid)	75.03075030750308
Desulfovermiculus halophilus--Desulfohalobiaceae--DQ139408 (Valid)	74.93606138107417
Alkalispirochaeta sphaeroplastigenens--Spirochaetaceae--HE806187 (Valid)	74.90297542043984
Alkalispirochaeta cellulosivorans--Spirochaetaceae--HG531387 (Valid)	74.90144546649145
Melghirimyces algeriensis--Thermoactinomycetaceae--HQ383683 (Valid)	74.43890274314214
Aneurinibacillus tyrosinisolvens--Paenibacillaceae--AB899818 (Valid)	74.27490542244641
Pseudodesulfovibrio portus--Desulfovibrionaceae--AB110541 (Valid)	74.22279792746113
Ammoniphilus oxalaticus--Paenibacillaceae--Y14578 (Valid)	74.12060301507537
Desmospora activa--Thermoactinomycetaceae--AM940019 (Valid)	73.98477157360406
Melghirimyces profundicolus--Thermoactinomycetaceae--JX555981 (Valid)	73.97435897435898
Rectinema cohabitans--Treponemataceae--KP297860 (Valid)	73.85377942998761
Kroppenstedtia pulmonis--Thermoactinomycetaceae--KC875234 (Valid)	73.71069182389937
Syntrophorhabdus aromaticivorans--Syntrophorhabdaceae--AB212873 (Valid)	73.64438839848675
Kroppenstedtia eburnea--Thermoactinomycetaceae--FN665656 (Valid)	72.42647058823529
Rectinema subterraneum--Treponemataceae--KU359248--NOT VALID	72.21494102228047
Desulfohalobium utahense--Desulfohalobiaceae--DQ067421 (Valid)	70.6601466992665
