#Species	GC%
Ammoniphilus_oxalaticus--RS_GCF_003609605.1	43.81%
Staphylospora_marina--RS_GCF_003856495.1	56.66%
Desmospora_activa--RS_GCF_003046315.1	49.21%
Kroppenstedtia_eburnea--RS_GCF_013282215.1	54.08%
Kroppenstedtia_pulmonis--RS_GCF_013265585.1	46.5%
Melghirimyces_algeriensis--RS_GCF_900182565.1	46.4%
Melghirimyces_profundicolus--RS_GCF_003054245.1	55.07%
Planifilum_fulgidum--RS_GCF_900113175.1	58.53%
Novibacillus_thermophilus--RS_GCF_002005165.1	50.44%
Anoxybacter_fermentans--RS_GCF_003991135.1	35.88%
Conexibacter_woesei--RS_GCF_000025265.1	72.73%
Conexibacter_arvalis--RS_GCF_014199525.1	73.73%
Moorella_thermoacetica--RS_GCF_001267405.1	55.95%
Hydrogenibacillus_schlegelii--RS_GCF_001653195.1	66.14%
Alkalispirochaeta_alkalica--RS_GCF_000373545.1	60.23%
Alkalispirochaeta_americana--RS_GCF_900156105.1	57.54%
Spirochaeta_thermophila--RS_GCF_000147075.1	61.88%
Rectinema_subterraneum--RS_GCF_009768935.1	52.14%
Syntrophorhabdus_aromaticivorans--RS_GCF_000512235.1	51.93%
Aneurinibacillus_aneurinilyticus--RS_GCF_000466385.1	43.16%
Planifilum_fimeticola--RS_GCF_003001905.1	57.5%
Sulfurivermis_fontis--RS_GCF_004001245.1	63.99%
Methylohalobius_crimeensis--RS_GCF_000421465.1	58.28%
Desulfonatronum_thioautotrophicum--RS_GCF_000934745.1	56.92%
Desulfonatronum_thiodismutans--RS_GCF_000717475.1	58.74%
Desulfonatronum_lacustre--RS_GCF_000519265.1	59.32%
Desulfonauticus_submarinus--RS_GCF_900104045.1	32.47%
Desulfovermiculus_halophilus--RS_GCF_000620765.1	56.81%
Desulfobulbus_propionicus--GB_GCA_002746685.1	47.78%
Vulgatibacter_incomptus--RS_GCF_001263175.1	68.94%
Aneurinibacillus_tyrosinisolvens--RS_GCF_001015055.1	44.54%
